#          y_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.2      4860.4899      8.8105154      4082.1848      7.3905322      5886.6945       10.81034
           -0.1      4874.6028      8.7258176      4093.3348      7.3262649      5905.0883       10.66796
              0      4864.0401      8.7331477      4085.3328      7.3340785      5890.6839      10.684539
            0.1      4874.7801      8.7341004      4094.9889       7.345446      5902.5648      10.763037
            0.2      4868.0863      8.7402367      4089.2252      7.3416858      5894.6077      10.705934
            0.3      4849.0906      8.7503525      4072.9113      7.3438856      5872.3126      10.721718
            0.4      4832.4448      8.6911465      4058.6129      7.3014587      5852.5704      10.652002
            0.5       4826.552      8.6672949      4052.7995      7.2780112      5847.0253      10.591167
            0.6      4826.7214      8.6971104      4053.0427       7.344812      5846.9445      10.754246
            0.7       4801.969      8.6916486      4031.6101      7.2937202       5818.156      10.643907
            0.8      4805.1832      8.7609994      4033.1514      7.3447026       5824.057      10.739617
            0.9      4778.7141      8.6501459      4012.2327       7.270707      5789.5591      10.605854
              1      4772.6372        8.63386      4005.2615      7.2469114      5785.5337      10.554285
            1.1      4744.3845      8.7213748      3981.4952      7.3072542      5751.2769       10.68638
            1.2      4720.6718      8.5905821      3960.4268      7.2248998      5724.5139      10.594326
            1.3      4721.4561      8.5882301       3960.793      7.2087867      5725.9991      10.524492
            1.4      4667.8089      8.6563444      3915.5366      7.2520549      5661.2153       10.60798
            1.5      4634.7468       8.491272      3887.1742       7.125038      5622.0833      10.389846
            1.6      4621.1531      8.5222132      3875.3071      7.1473149      5606.2813      10.434739
            1.7      4609.1712      8.5060486      3864.8645      7.1308058      5592.3363      10.411245
            1.8       4594.272      8.4805783      3851.2667      7.1124094      5576.1675      10.384038
            1.9      4541.2656      8.4738334      3806.9968      7.1005772      5511.3335      10.381094
              2      4506.3552       8.374644       3777.304      7.0273086      5469.5919      10.266435
            2.1      4485.2486      8.3529019      3759.4838      7.0106354      5444.0659      10.226966
            2.2      4447.6982      8.4634226      3726.7008       7.078585      5400.6953      10.415666
            2.3      4394.4013       8.273569      3682.9424       6.937917      5334.1222      10.129261
            2.4      4362.3515      8.2411428      3656.2982      6.9125354      5294.6856      10.083848
            2.5       4323.824      8.2111008      3622.8758      6.8906128      5249.8642         10.061
            2.6      4258.6369       8.137276       3569.235      6.8237025      5168.7139      9.9479821
            2.7      4191.4905      8.0750588      3512.9811      6.7742263      5087.0009      9.8872095
            2.8       4138.126      8.0704172      3467.4725       6.737342       5023.483      10.020426
            2.9      4069.1429      7.9739109      3409.8705      6.6846933       4939.156      9.7638104
              3      3970.9587      7.8791888      3328.1279      6.6046909      4818.8292      9.6295196
            3.1      3890.4177      7.7861973      3261.1179       6.530181      4719.9928       9.519115
            3.2      3774.8808      7.6691456      3164.2473      6.4307558      4579.7667      9.3680532
            3.3      3687.6992      7.5913128      3091.0605       6.368987      4474.0421       9.281659
            3.4      3541.9904      7.4504579      2969.1139      6.2502217      4296.7861       9.095228
            3.5      3409.2844      7.3017589      2858.2034      6.1247395       4135.053      8.9338266
            3.6      3247.3419      7.1452723      2721.2747      5.9858788      3940.5162      8.7322492
            3.7      3093.6575      6.9785442      2593.5884      5.9128329      3751.9302      8.6942225
            3.8       2921.465        6.75691      2448.5118      5.6654773      3544.3242      8.2454792
            3.9       2727.871      6.5235018      2285.9019      5.4691647      3310.0429       7.958039
              4      2550.7896      6.3267206      2137.2514      5.3040557      3095.6025      7.7317871
            4.1      2347.7854      6.0609665      1967.0149      5.0799535      2849.4272      7.3933561
            4.2      2147.7965      5.8120946      1799.3953      4.8695612      2606.7375      7.0937465
            4.3      1957.7748      5.5984704      1639.3866      4.6863237      2377.5733      6.8387378
            4.4      1757.2819      5.2631979       1471.945      4.4093638      2133.2501      6.4223143
            4.5      1571.6745      4.9798857      1316.0899      4.1719765      1908.6482       6.077225
            4.6      1395.1681      4.7672593       1167.987      3.9902168      1694.8084      5.8203892
            4.7      1225.9133      4.4351417      1026.1893       3.715854      1489.4074      5.4163537
            4.8      1065.7968      4.1037655      891.91353      3.4358249      1295.2574       5.013608
            4.9      922.20144      3.8345008      771.75728      3.2087786      1120.7372      4.6987459
              5      922.20144      3.8345008      771.75728      3.2087786      1120.7372      4.6987459
