#    pt_em-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
             39      963.36639       2.487568      808.62009      2.0878296      1167.0514      3.0376006
             40      906.64972      2.4093949       761.1577      2.0226621      1098.1213      2.9399702
             41      843.04976      2.3294941      707.77874      1.9557008      1021.0606       2.846244
             42      783.61732      2.2534371      658.13148      1.8882952      948.65941      2.7707354
             43      716.02618      2.1479745      601.56111      1.8044095      866.49356      2.6219276
             44      656.23947      2.0590581      551.28157      1.7305874      794.26005      2.5134212
             45      597.06458      1.9601575      501.52463      1.6478046      722.75167      2.3894542
             46      547.47991      1.8792709      459.97651      1.5802236      662.55595       2.292362
             47      495.92361      1.8136529      416.78463       1.531281      599.94355      2.2263279
             48      451.76237       1.709974      379.65533      1.4389443      546.57623      2.0908538
             49      416.75442      1.6438604      350.17742      1.3815786      504.32306      2.0040653
             50      381.78561      1.5752374      320.67977      1.3230449      462.22657      1.9224349
             51      349.12695      1.5050583       293.5381      1.2675577      422.18286      1.8397431
             52      321.62672      1.5345649      270.31765      1.3034408      389.09184      1.9630274
             53      296.81919      1.4000848      249.29403      1.1747313      359.43354      1.7098573
             54      272.86727      1.3323593      229.22965      1.1199337      330.33526      1.6242098
             55      250.55076      1.2802699      210.48093      1.0753635      303.32432      1.5628137
             56      231.99963      1.2317436       194.9744       1.035656      280.73232      1.5031293
             57      216.97959      1.1891627      182.11942     0.99885788      262.98999      1.4502675
             58      201.38923      1.1491425      168.99857     0.96451461      244.15956      1.4045965
             59      187.70835      1.1128597      157.63605     0.93422107      227.37142      1.3605602
             60      175.00157       1.072695      146.94719     0.90297876      212.00574      1.3140353
             61      161.51503       1.029118      135.50683     0.86366021      195.88547      1.2569169
             62      151.81945     0.99502857      127.44732     0.83561066      183.99751       1.215553
             63      141.09566     0.96443191      118.42352     0.80897662      171.03917      1.1800099
             64      133.44076     0.94000306      111.92981     0.78824623       161.8928      1.1496556
             65      123.71497     0.90136951       103.6929     0.75573397      150.23198      1.1023599
             66      116.47938     0.87253679      97.684295     0.73289527      141.34769      1.0659263
             67      109.13461     0.84801152      91.511009     0.71098135      132.47256      1.0375296
             68      103.29532     0.82284374      86.486371     0.68931024       125.6127      1.0076302
             69      97.837421     0.80566201      82.130032     0.67595261      118.59434     0.98600573
             70      91.346194     0.79701064      76.545291     0.66567766      110.96658     0.97970501
             71      85.052019     0.75132864        71.2688     0.62949024      103.32427     0.91971644
             72      81.165915     0.72953285      68.019881     0.61191407      98.602932     0.89305932
             73      77.073631     0.71708003       64.60911     0.60072799      93.593525     0.88301292
             74      72.426805     0.70184228       60.68132     0.58694941      88.013419      0.8609352
             75      67.998632     0.68339358      56.901902     0.57015231      82.755244      0.8414167
             76      64.455049     0.65015739      53.929325     0.54425115       78.46474     0.79708738
             77       61.30853     0.80802267      51.310013      0.6556007      74.610677      1.0264125
             78      58.389609     0.63426319      48.877804     0.52963902      71.042334      0.7809537
             79      54.625908     0.60130746      45.741685     0.50373704      66.436616     0.73668013
             80      51.366357     0.58045813      42.963688      0.4860344      62.555491     0.71136678
             81      49.022824     0.56973739       41.04661     0.47749363      59.627212     0.69935166
             82       46.67941      0.5540196      38.964201     0.46274744       56.99591     0.68113529
             83      44.325782     0.53922405      37.102456     0.45173477       53.93915      0.6611431
             84      42.602128     0.52866862      35.589044     0.44226643      51.968984     0.64841788
             85      40.216439     0.53340035       33.61555     0.44392103      49.023499      0.6588852
             86      38.575554     0.50359353      32.209861     0.42109771      47.081419     0.61823205
             87      36.184883     0.48931529      30.239824     0.40935455      44.119309     0.60136768
             88      33.960606     0.47323915      28.414999     0.39637619      41.342356     0.58035519
             89      33.224744     0.49998686      27.757781     0.41496445      40.524886     0.61893524
             90      31.557628     0.45440555      26.340942     0.37992082      38.534346     0.55764573
             91      30.651798     0.44920735      25.623939     0.37603216      37.361614     0.55179482
             92      29.678051     0.44580126      24.773546      0.3723041      36.239032     0.54858087
             93       28.07935     0.43459729      23.473802     0.36310109       34.22333     0.53427472
             94      25.989316     0.41388171      21.718901     0.34627538       31.69177     0.50806678
             95      24.395725     0.39991326      20.356631      0.3341807       29.80627     0.49188571
             96      23.872934     0.39923778      19.911081     0.33330392      29.180084     0.49193329
             97      22.855193     0.38704404      19.120171     0.32416095      27.834715     0.47459456
             98      22.230248     0.38230755      18.562951     0.31952054      27.137712     0.46976639
             99      21.089229     0.37159396      17.614717      0.3108498       25.73305     0.45613692
            100      21.089229     0.37159396      17.614717      0.3108498       25.73305     0.45613692
