#          y_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
           -2.1      4793.7412      17.692592      4021.8973      14.840505      5811.2236      21.662715
             -2      4959.6075      17.901696      4159.4501      15.019476      6015.2278      21.862046
           -1.9      5079.9001      18.207082      4259.3415      15.212627      6162.9886      22.502728
           -1.8      5177.7207      18.287246      4335.2644      15.317635      6292.7957       22.38594
           -1.7      5291.1724       18.67251      4428.8016      15.725004      6433.3463      23.213668
           -1.6      5398.5315      18.733305      4516.0383      15.671914       6568.675      23.004184
           -1.5      5503.6223      18.831347      4600.5282      15.755283       6702.931      23.109335
           -1.4      5583.6739      18.968794      4663.9408      15.852228      6806.6745      23.330849
           -1.3      5624.2567      19.052783      4698.9753      15.918067      6854.1901      23.405652
           -1.2      5699.4142      19.184014      4755.6661      16.012206      6956.9454      23.597649
           -1.1      5811.9537      19.362063      4851.5574      16.174895      7090.5156      23.870764
             -1      5861.9731      19.461401      4890.8539      16.231484      7156.1018      24.037544
           -0.9      5899.4614      19.477387      4919.6476      16.261239      7206.2944      24.145902
           -0.8      5964.1961      19.599422      4969.1816      16.333479      7293.6577      24.137406
           -0.7       5990.388      20.242909      4989.7458      16.788201      7327.6995      25.102123
           -0.6      6034.3292      19.708975      5025.9227      16.424197      7382.4229      24.302158
           -0.5      6084.1587      19.787379      5066.4962      16.488145      7445.0426      24.428587
           -0.4       6104.569      19.834399      5085.7071      16.703124      7465.7096      24.970579
           -0.3      6122.9861      19.843168      5097.8825      16.535569      7494.1091       24.50501
           -0.2       6151.027      19.907244       5122.468       16.62984      7526.1725        25.0065
           -0.1      6148.6944      19.933103      5117.6862      16.591729      7528.5473      24.624356
              0      6120.4871      19.827815      5093.9874      16.513103      7494.4496      24.462356
            0.1       6142.371      19.860378      5111.8828      16.539833      7521.9084      24.522821
            0.2      6123.6662      19.851524      5097.4184      16.530474      7496.9491      24.527005
            0.3      6077.9869      19.822452       5060.052      16.508407      7439.7403       24.50878
            0.4      6066.0966      19.797517      5052.1738      16.497129      7421.5709      24.455404
            0.5      6007.8406      19.682617      5001.9968       16.39076      7353.4083      24.265589
            0.6      5978.8044      19.604261      4979.9267      16.340476      7313.9195      24.186208
            0.7       5979.947       19.60427      4984.2814      16.356056      7309.1213      24.152784
            0.8      5899.4046      19.500239      4917.2829      16.260778      7210.5583      24.017401
            0.9      5834.1272      19.434477      4865.0885      16.213202      7126.8977      23.978869
              1      5768.5001      19.311726      4814.3639      16.120076      7039.3001      23.794846
            1.1      5738.9178      19.229977      4790.6094      16.055811      7001.5377      23.657235
            1.2      5631.5321      19.128163      4700.7593      15.974474      6870.7336      23.552956
            1.3       5570.188      18.943853      4653.6051      15.845087      6788.5965      23.311966
            1.4      5516.4265      18.873825      4613.1685      15.796889      6714.8767      23.175876
            1.5      5398.5271      18.692273      4516.5628      15.642658      6567.7281      22.914069
            1.6      5281.9432      18.552486      4421.4854      15.525132      6421.4483       22.77328
            1.7      5211.7458      18.424209      4363.8571      15.435455      6334.1246      22.579105
            1.8      5100.4873      18.145695      4276.9843      15.223553      6187.2492      22.167579
            1.9       4962.361      17.918575      4162.0415      15.028074      6018.0855      21.911211
              2      4842.8436      17.749763      4063.2117      14.895025      5870.5421      21.661514
            2.1      4714.4591      17.457319      3959.9337      14.668165      5706.7755      21.267836
            2.2       4617.183      17.335149      3879.9004      14.570461       5586.009      21.137824
            2.3      4427.3481      17.027895      3723.8269      14.321547      5349.8222      20.763799
            2.4      4346.1021      16.804113      3657.2973      14.144894      5248.4716      20.441337
            2.5      4140.4015      16.402997      3487.0566      13.820928      4994.8162      19.917536
            2.6      3965.7954      16.030656      3343.5522      13.521726      4777.6253      19.437576
            2.7      3821.7312       15.75512      3223.9553      13.293439      4600.4432      19.089449
            2.8      3666.1578      15.452269      3092.7957      13.041772      4413.0674      18.711682
            2.9      3505.6187      15.107709      2960.1929      12.757686      4214.6378      18.271511
              3      3315.7047      14.684087      2803.1111      12.418672      3980.3859      17.771882
            3.1      3189.8552      14.425041       2697.301      12.201824      3828.0679      17.407701
            3.2       2996.588      14.063271      2535.7256      11.891898      3592.8092      16.989382
            3.3       2814.113       13.53904      2382.8986      11.461802      3371.0302      16.348333
            3.4      2642.8268       13.17215      2238.7663      11.152218      3164.2472      15.892663
            3.5      2450.1745      12.661408      2074.8328      10.718257      2934.9358      15.255683
            3.6       2281.871      12.231528      1934.4786      10.365039      2729.3092      14.738973
            3.7      2137.5227      11.838236      1813.2739      10.040873      2554.4391      14.255466
            3.8      1949.1692      11.319301      1653.5828      9.5966263      2329.3401      13.628127
            3.9      1783.8319      10.859411      1512.2818      9.1959934      2133.6007      13.077587
              4      1638.2465      10.430862      1390.6096      8.8424549      1956.2604      12.585582
            4.1      1475.8093      10.014299      1252.7954      8.4989123      1762.1942      12.096762
            4.2      1312.6587      9.3157461      1113.9373      7.9191784      1568.1589      11.269425
            4.3      1175.9103      8.8214786      1001.1919      8.2889158      1398.5745      12.851067
            4.4      1030.5217      8.2884775      874.43429      7.0213411      1231.2608      9.9905061
            4.5      914.97569      7.8563278      775.81766      6.6472202      1094.3194      9.4835264
            4.6      790.61613      7.2760183      670.38773      6.1684405       945.5533      8.7564286
            4.7       693.8788      6.9098302      588.10585      5.8368082      830.30749      8.3488192
            4.8      597.77578      6.8748559      505.94223      5.7653859      716.68152       8.366222
            4.9      498.93118      6.0278909      423.02128      5.0833269      596.86886       7.309677
              5      498.93118      6.0278909      423.02128      5.0833269      596.86886       7.309677
