#           y_b        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.8      5940.3871      19.604313      4953.1041      16.345812      7257.4292       24.14315
           -0.7       5956.872      19.590067      4965.3744      16.382844      7280.1114      24.610917
           -0.6      5995.3729      19.641303       4996.172      16.371413      7329.6552      24.198237
           -0.5      6000.0675      19.647465      4999.8554      16.377644      7335.7764      24.205311
           -0.4       6058.003      19.788385      5047.6547      16.496531      7407.4146      24.428956
           -0.3      6040.9718      19.737962      5032.4618      16.449142      7388.4528      24.472946
           -0.2      6063.8805      19.777264      5050.2215      16.460833      7419.0315      24.481192
           -0.1      6133.6046      19.931014      5109.7667      16.607323      7501.6142      24.587974
              0      6094.1707      19.853666      5072.7605      16.526185      7460.9172      24.519734
            0.1      6106.3518      19.809209        5084.01      16.503829      7474.0315      24.416259
            0.2      6062.2245      19.738927      5048.1978      16.450152      7418.2147      24.328547
            0.3      6097.8151      19.818644      5081.6565      16.528614      7454.5776       24.50324
            0.4      6035.6282      19.702802      5026.8925      16.419877       7384.053      24.292171
            0.5      6007.7653      19.658323      5007.6489      16.397569      7342.7639      24.261185
            0.6      5978.7487      19.645413      4983.5001       16.38291      7307.1384      24.242617
            0.7      5945.7968      19.563467      4959.0606      16.320303      7261.3236      24.088799
            0.8      5868.2638      19.426701      4892.9954      16.210565      7169.3332      23.937256
            0.9      5812.9747       19.42653      4851.7716      16.226597      7093.0271      23.932423
              1      5765.9792      19.292063      4811.8564      16.112366      7036.8284      23.774894
            1.1       5709.807      19.226772      4768.4822      16.067222      6961.9446        23.6638
            1.2      5659.6989      19.101497      4728.9338      15.970783       6896.569      23.461991
            1.3      5566.8473      18.936075      4653.5792      15.838434      6779.4442      23.238983
            1.4       5469.914      18.879476      4574.3092      15.782586       6658.278      23.161302
            1.5      5363.0423      18.661871        4487.64      15.615631      6523.1205      22.888731
            1.6      5303.9387      18.555689        4440.87      15.540751      6446.2982      22.727445
            1.7      5172.7729      18.280092      4333.1075      15.321026      6283.1864      22.354451
            1.8      5034.8623      18.052194      4223.1344      15.147369      6105.3531      22.123963
            1.9      4964.2241      17.907606      4166.1363      15.031466       6015.586      21.868663
              2      4842.3984      17.723413      4065.3741      14.882564       5865.242      21.615978
            2.1      4704.0442      17.530456      3953.6486       14.74076      5689.3502      21.399862
            2.2      4561.2155      17.183926      3834.8352       14.45932      5514.6356      20.911637
            2.3      4435.2525      16.949278        3732.09       14.27016      5356.4762      20.600533
            2.4       4262.989      16.609043      3590.6005      13.999381      5142.0209      20.212461
            2.5      4165.6067      16.501374      3510.2274      13.900066      5021.4445      20.044867
            2.6       4013.095      16.135634      3382.4464      13.603725      4836.2907      19.565537
            2.7      3832.3807      15.766587      3231.8739      13.300572      4615.3893       19.10349
            2.8      3664.7912      15.464687      3092.8929      13.056315      4409.1519        18.7245
            2.9      3526.5403      15.164468      2978.2598      12.810098      4239.0758      18.384093
              3      3341.4136      14.730165      2822.7168      12.448629      4014.9977       17.81228
            3.1      3185.7986      14.393742      2692.0568      12.163765      3826.5635      17.406822
            3.2      3014.4431      14.037112      2549.1122      11.872209      3617.4663      16.961232
            3.3      2840.3362      13.613587      2401.0592      11.507928      3409.8979      16.435301
            3.4      2658.8243      13.199371      2250.7435      11.171329      3186.2942      15.930095
            3.5      2480.5401      12.808268      2099.5341      10.833694      2973.2668      15.474183
            3.6      2325.0531      12.316567      1968.1926      10.427614      2786.3667      14.858152
            3.7      2146.8398      11.854731      1818.0989      10.041543      2571.4536      14.301389
            3.8      1977.8875      11.409189      1674.6453      9.6575578      2369.8352      13.757831
            3.9      1804.0777      10.902897      1525.7283       9.216452      2164.8237      13.163784
              4      1655.8059       10.43649       1401.514       8.830766      1984.7749      12.608787
            4.1      1492.1117       9.913683      1267.1834      9.1311975      1780.5788      14.021412
            4.2      1338.6858      9.4346437      1133.1872      7.9717817      1604.6592      11.415882
            4.3      1204.4676      9.0284517      1018.3416      7.6123203       1445.973      10.935346
            4.4       1052.422      8.4687845      890.69823      7.1464336      1261.7821      10.267244
            4.5      939.44514      7.9194224      794.29333       6.690456      1127.8574      9.5672857
            4.6      822.79578      7.5160542      695.38708      6.3327336      988.34861      9.1267612
            4.7      713.67591      6.9675176      603.33144      5.9026704       857.0075      8.5308021
            4.8      616.88257      6.6634494      521.08175      5.5937323      741.50933       8.121323
            4.9      520.53662      6.0225989      438.69658      5.0621986      627.56867      7.3249454
              5      520.53662      6.0225989      438.69658      5.0621986      627.56867      7.3249454
