#          y_em        central        num_err    min (scale)        num_err    max (scale)        num_err
            3.2      2885.4202      13.833783      2403.4431      11.529412      3528.1169      17.023359
            3.3      2618.1697      13.227037      2179.2043      11.042469      3204.2669      16.299246
            3.4      2338.2797      12.376906      1944.7083      10.305871      2864.5261      15.232162
            3.5      2062.1355      11.688479      1712.6965      9.7106807      2530.3609      14.419064
            3.6      1806.2122      10.923001      1500.2798      9.0821467      2216.1388      13.466817
            3.7      1575.5983      10.188391      1308.1905      8.4684822      1934.1195       12.57685
            3.8      1344.7944      9.4706728      1115.3571      7.8647976      1652.9075      11.695739
            3.9      1151.1824        8.73485      954.59029      7.2517365      1415.3102      10.813757
              4      961.40465      8.0033976      795.98089      6.6309069       1184.217      9.9118888
            4.1      802.12559      7.4753344      663.87611      6.1922403      988.48505      9.2626335
            4.2      670.23988      6.6815788      553.76156      5.5278842      827.71693      8.2838223
            4.3      539.71316      6.0118405      446.22521      4.9744474      666.08093      7.4732438
            4.4      447.20267      5.6279485      369.40807      4.6179638      552.44597      7.0543873
            4.5      364.86909      4.9553366      300.91669      4.0909321      451.60113      6.1779825
            4.6      298.68718       4.509859      246.44435      3.7294094      369.50875      5.6065093
            4.7      253.52096      4.1398301      209.21415      3.4247161      313.56458      5.1403642
            4.8      198.50758      3.6696429       163.2083      3.0197368      246.64408      4.5809542
            4.9      155.93459      3.2456215      128.09002      2.6706608      193.95832      4.0506394
              5      155.93459      3.2456215      128.09002      2.6706608      193.95832      4.0506394
