#          y_bb        central        num_err    min (scale)        num_err    max (scale)        num_err
           -2.1      4876.4746      8.7232496      4095.7638      7.3397027      5903.3017      10.681384
             -2      4988.3662      8.9064836      4185.6809      7.4586006      6046.2728       10.92914
           -1.9      5121.9051      8.9259321      4293.6245      7.4887634      6215.5794      10.924642
           -1.8      5245.5977      9.0409116      4393.7718      7.5740579      6372.0878      11.074247
           -1.7      5359.6234      9.1354454       4486.406        7.65192       6515.964      11.203833
           -1.6      5458.9558       9.231974      4565.2174      7.7200014      6644.5568      11.326913
           -1.5      5550.3775      9.2905026      4638.5551      7.7656602      6761.5255      11.410656
           -1.4      5659.0434      9.3777772      4724.6399      7.8298532      6902.4278      11.529417
           -1.3      5737.6997      9.5079771       4788.565      7.9276851      7001.4635      11.712274
           -1.2       5827.465      9.5822293      4860.5245      7.9920394       7116.346       11.81741
           -1.1      5907.1853      9.5722894      4924.9194      7.9999497      7217.5346      11.875981
             -1      5956.0139      9.6065441      4962.7178      8.0117443      7282.4709      11.859434
           -0.9      6027.6859       9.720681      5020.9471      8.1165924      7372.7325      12.076561
           -0.8      6084.2908      9.7206561      5063.9809      8.0908692      7449.4973      12.004332
           -0.7      6122.3067      9.7355634      5094.0597      8.1054429      7498.7118      12.025113
           -0.6      6174.8681      9.7760185      5136.7142      8.1399546      7565.1441      12.089014
           -0.5      6217.0004      9.8437038        5170.68      8.1980786      7618.5743      12.269202
           -0.4      6254.2017      9.9277193      5198.5553      8.2457521      7669.7368      12.289083
           -0.3      6252.8874      9.8416848       5197.355      8.1847364       7668.404      12.183107
           -0.2      6282.4843      9.8448783       5221.261      8.1881195       7706.025      12.181361
           -0.1      6294.5971      9.8667547      5230.6523      8.2034166      7722.0346      12.211404
              0      6285.0691      9.8676323      5223.3732      8.2026396      7709.1203       12.20732
            0.1      6263.6572       9.854228      5206.0167      8.1931094      7682.0201      12.220004
            0.2      6255.5655      9.8477635      5200.7972      8.1923427      7669.4773      12.204642
            0.3      6220.0887      9.8116097      5172.7062      8.1849129      7623.2845      12.254816
            0.4      6216.2639      9.8076071      5169.9514      8.1621376      7617.9318       12.12982
            0.5      6165.8157      9.7626738      5128.3727      8.1239302       7555.485      12.058693
            0.6      6129.6343       9.740167      5100.6508      8.1072879      7506.9191       12.02043
            0.7      6087.4813      9.7075825      5067.5285      8.0863514      7451.6874      11.991786
            0.8      6037.9096      9.6677023      5027.2848      8.0540124      7389.2176       11.92712
            0.9      5968.4141      9.6279948      4973.1518      8.0265813      7297.4403      11.883803
              1      5905.2683      9.5637214      4924.4432      7.9869503      7213.0969      11.815243
            1.1       5834.473      9.5021643      4866.3988      7.9297273      7124.9401      11.709216
            1.2      5746.3804      9.4791816      4795.9087       7.912999      7011.9478      11.678289
            1.3      5665.2681      9.4588502      4730.8858       7.887968      6908.1698      11.671652
            1.4      5545.1708      9.5027112      4634.3201      7.9168932      6754.9749      11.714838
            1.5      5460.8018      9.2076992      4567.2142      7.7050202      6645.9595      11.299325
            1.6      5349.2119      9.1133637      4477.0956      7.6311092       6504.342       11.16109
            1.7      5247.0058      9.0268851      4395.3977      7.5645371      6373.0537      11.048995
            1.8      5120.6126      8.9292208      4292.9601      7.4871821      6213.2847      10.918834
            1.9      5005.2581       8.860096      4200.3753      7.4352625      6065.7472       10.83686
              2      4856.8629      8.7577264      4078.4208       7.351788      5881.2197      10.706133
            2.1      4737.3713      8.5933467      3982.0079      7.2258892      5729.3801      10.469816
            2.2       4600.229       8.501182      3871.6623      7.1333885      5554.4376      10.522732
            2.3      4453.2551      8.4694077      3749.6644      7.1125832      5373.8816      10.332181
            2.4      4315.0744      8.2313203      3636.1753       6.936408      5201.8513      10.002875
            2.5      4145.8224       8.081134      3496.3042      6.8100943      4992.8724      9.8089536
            2.6      3998.7778      7.9443883      3375.3067      6.7013459      4810.1741      9.6321231
            2.7      3851.7017      7.7513752      3252.9786      6.5488307      4630.0404      9.3742555
            2.8      3659.2408      7.6261086      3093.2851      6.4402281      4393.3544      9.2328359
            2.9        3489.76      7.4252601      2951.3148       6.274087      4187.5484      8.9804823
              3      3316.0005      7.2002471      2808.0731      6.1005049      3972.2263      8.6888088
            3.1      3138.0489      7.0265127      2658.3726      5.9540572      3757.3158      8.4857574
            3.2      2965.7799      6.8341958      2513.9845      5.7911217      3548.1413       8.236505
            3.3      2783.1439      6.6301061       2360.812      5.6287001       3326.669      8.0040011
            3.4      2596.9437      6.5201571      2203.7038      5.5210489       3102.626      7.8584246
            3.5      2411.3735      6.1749693      2047.6918      5.2374196      2878.3179      7.4508532
            3.6      2230.9502       5.971625      1894.9981      5.0653686      2662.0597      7.1806506
            3.7      2051.9457      5.7277194      1744.3577      4.8628871      2445.9184      6.9003683
            3.8      1888.7846      5.4665377      1605.7736      4.6461001       2251.287      6.5652144
            3.9      1710.1132      5.3036508      1453.6934      4.4977095      2038.7367      6.3986632
              4      1543.1925      4.9675604      1312.3781      4.2183746      1838.7207      5.9716837
            4.1       1373.062      4.7430408      1167.5823      4.0219169      1636.2984      5.7116168
            4.2        1226.18      4.4523597      1043.4908      3.8736174      1459.7715      5.6326597
            4.3      1081.6579       4.254461      919.44068      3.5987801      1289.7271      5.1397536
            4.4      943.52325       3.900889      802.40882      3.3140891      1124.3882      4.7042347
            4.5      810.85214      3.6279583      689.28029      3.0740637      966.92479      4.3697957
            4.6      689.13243      3.3520137      585.64563      2.8402379      822.09951      4.0370934
            4.7       588.9061      3.1117669       500.6939      2.6423195       702.1672      3.7712713
            4.8      495.87477      2.9803611      421.31885      2.5268559      591.82186      3.5981841
            4.9      405.72957      2.6405382      344.40727      2.2309519      484.84979      3.1912209
              5      405.72957      2.6405382      344.40727      2.2309519      484.84979      3.1912209
