#    pt_ep-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
             44      1068.3032      4.1132771      919.12472      3.6841834      1271.1935      4.7287742
             45      983.14713      3.7772451      844.99614      3.3899726      1168.6008      4.3118132
             46      901.80422      3.5054832      774.29953      3.1056095      1072.1947      4.0724991
             47      838.17916      3.6541056      719.20671      3.2485067      995.85419      4.2075503
             48      769.43181      3.2580994      660.58347      2.8922448       912.9172      3.7809772
             49      715.55195       3.059455      613.66092      2.7202769      849.00347      3.6379563
             50      664.58631      2.9941532      568.83802      2.6360607      789.86054      3.5020812
             51      619.35126      2.9805604      530.53936      2.6416999      734.94798      3.4650726
             52      565.53867      2.6182329      483.61934      2.3183783        671.865      3.0286593
             53      527.44409      2.6091951      450.96519      2.3294566      626.41734      2.9859359
             54      495.83731      2.5585583      423.64656      2.2861206      589.13706      2.9330669
             55      461.70221       2.504328       394.3474      2.2417736      548.06598      2.8842028
             56      428.19927       2.446867      365.45389       2.145694      509.27543        2.93207
             57      402.45063      2.4635718        343.212      2.1974568      478.64262      2.8107439
             58      373.37604      2.0688041        317.927      1.8267503      444.91463      2.4180154
             59      350.50973      2.1325371      298.51069      1.8523342      417.02548      2.5356081
             60      327.70932      2.0605833      278.56788      1.8050288      390.64464      2.4191274
             61      312.03175      1.9424244      264.86446      1.7055745      372.73174      2.2773444
             62      290.01655      2.0914266      246.41418       1.835686      345.89152      2.4258678
             63      272.62204      1.9239144      231.27783      1.6808884      325.88803      2.2510793
             64      256.98828      1.6766472      217.76308      1.4972623      307.41605      1.9233787
             65      240.35719      1.6045787      203.43282      1.4184842      288.01176      1.8539686
             66      227.98179      1.6027569      193.04687      1.4441388       272.7851      1.8204318
             67       218.4557      1.7246574       185.2134      1.6129708      260.96105      1.8612007
             68      206.04891      1.6672608      174.23917      1.4691233      247.09467      1.9337008
             69      192.92926      1.6309139      163.09286      1.3995751       231.3434      1.9576489
             70       183.1917      1.3678521      154.74584      1.2064474       219.8535      1.5885557
             71      172.85813      1.2768115      145.99577      1.1197469      207.40653      1.4999001
             72      163.09737      1.2491236      137.51753      1.0971476      196.08587      1.4623418
             73      156.49817      1.3731146      131.75084      1.1906625       188.5589      1.6167354
             74      149.10768      1.2168335      125.62291      1.0722103      179.45479      1.4096228
             75      140.32696      1.2275971      118.22423      1.0930575      168.84041      1.4116289
             76      137.40084      1.3662675      115.70234      1.1962729      165.44343      1.5900414
             77      129.37613      1.1924424      109.01099        1.03622      155.66931      1.4138425
             78      121.32886      1.0495936      101.77227     0.91253593      146.79666      1.2404402
             79      115.14157       1.001735      96.609517     0.87423804      139.18005      1.1803422
             80      109.15399      1.0281141      91.769691     0.91914624      131.65323      1.1774858
             81      106.04006     0.94626959      89.108933     0.83218499      127.96491      1.1110423
             82      101.91447     0.96866088      85.662722     0.86480585      122.87686      1.1180916
             83      97.212587     0.92135008      81.511543     0.80725748      117.61229      1.0764105
             84      91.180707     0.96914358      76.714639     0.84758896      109.76941      1.1407602
             85      89.591479      0.9887262      75.221768     0.85884146      108.15151       1.181195
             86      84.906116      1.0270824      71.265458      0.8813049      102.52436       1.228497
             87      81.080061     0.81286414      67.985031      0.7078932      98.043404     0.96189083
             88      80.044763      1.3040175      67.161901      1.1144897      96.725665      1.5713726
             89      75.372551      1.1004929      63.165737     0.93241707      91.194973      1.3275964
             90      73.029494      1.1750121      61.395735      1.0651041      87.961163      1.3166279
             91      67.233658     0.78361154      56.365321     0.68351671      81.267338     0.92667184
             92      66.460342     0.80243758      55.601264      0.6907027      80.674608     0.96296711
             93      63.088418     0.67684356      52.820322     0.58865586      76.450666     0.81255806
             94      60.899584     0.71422737       50.96572     0.62363268      73.735143     0.84171537
             95      58.045053      0.6902007       48.60454     0.60216601      70.336518     0.81501355
             96      55.738291     0.69870435       46.62407     0.60252053      67.625724     0.83249301
             97      54.980511     0.74899578       45.96377     0.65577786      66.716738     0.87903096
             98      50.664107     0.63541271      42.370495     0.55522738      61.479799     0.76226757
             99      51.043973      1.0261302       42.69109     0.90347767      61.961078      1.1782744
            100      51.043973      1.0261302       42.69109     0.90347767      61.961078      1.1782744
