#           y_b        central        num_err    min (scale)        num_err    max (scale)        num_err
           -2.1      7477.8491      36.511193      6414.9493      32.103048      8938.8313      43.185562
             -2      7693.2252      41.871516      6608.8562      37.683271      9164.7851      47.796318
           -1.9      7976.0265      40.811543      6847.1462      36.474669      9518.4079      47.129752
           -1.8      8090.7243      41.210403      6939.0205      37.363107      9655.7629      46.464217
           -1.7      8242.6126      41.962222      7069.3846      37.665312      9831.9491      47.586402
           -1.6      8454.2876      41.352105      7245.2094      36.785878        10091.7       48.22375
           -1.5      8575.4833      41.564165      7347.2078      36.862974      10240.026      48.390137
           -1.4      8690.7363      43.347063      7438.9309      38.720065       10382.46       49.68519
           -1.3      8835.8056      41.541381      7562.6828      37.153739      10562.678      47.774995
           -1.2      8984.7922       43.90018      7682.7475       39.21095      10750.651       50.28626
           -1.1      9089.8376      41.638477      7773.8247      37.138847      10874.077      48.174435
             -1       9171.413      42.599781      7841.8111      38.079841       10969.52      49.145655
           -0.9      9223.8553      44.418321      7879.3268      39.488859      11042.186      51.185046
           -0.8      9306.5581      43.582035      7951.0842      39.009546      11138.185      49.620011
           -0.7      9404.6092      44.592318      8036.3987      40.026216      11255.775      51.248954
           -0.6      9484.9727      44.985302      8104.3366      40.377266      11352.116      51.140353
           -0.5      9468.8478      41.878271      8091.1577      37.747865      11331.267       47.86879
           -0.4      9558.9435      44.315934      8163.1453       39.73936      11448.168       50.95445
           -0.3      9566.6889      44.441331      8173.5119      39.878942      11441.861      50.648764
           -0.2      9569.4524      43.701326      8173.2494      39.214312      11450.568      49.738662
           -0.1      9576.5271      41.734288       8175.651      37.561312      11468.292      47.549586
              0      9570.5783       42.09906      8163.1927      37.583807      11480.049      48.659624
            0.1      9581.7186      46.235623      8181.7742      41.829784      11479.671      52.211373
            0.2       9583.591      41.982394       8176.921      37.543587      11484.741      48.155349
            0.3      9587.0216      43.657238      8190.0823      39.082795      11476.696      50.439432
            0.4      9520.1389       44.55039      8128.8407      39.759087      11402.186      51.371465
            0.5        9438.34      43.446498      8060.0023      38.782587      11308.817      50.122137
            0.6      9316.9248       41.82341      7953.8672      37.435689      11164.787      47.919543
            0.7      9258.8121      41.385934      7912.0411      37.082803      11080.126      48.119962
            0.8      9280.1122      43.081941      7924.8874      38.498921      11124.228      49.721239
            0.9       9108.157      40.723546      7783.8122      36.264099      10894.802      46.958157
              1      9015.7633      41.130441      7704.3918      36.773171       10798.32      47.313125
            1.1      8947.2676      40.879959      7650.5178       36.48834      10704.984      47.229663
            1.2      8788.4322      42.880393      7520.5876      38.254702      10513.874      49.741309
            1.3      8700.4341      43.543203      7447.1541      39.029523       10404.23      49.694677
            1.4      8497.3407      39.295207      7276.3947      35.065042      10148.911      45.342152
            1.5      8480.2253      43.357227       7261.716      38.859391      10139.875      49.663096
            1.6      8215.2762      42.635851      7042.8183      38.201154      9804.9499      48.720171
            1.7      8104.2993       41.80562       6957.056      37.352696       9655.718      47.904711
            1.8      7897.0945      40.621236      6778.6422      36.114068      9408.0105      47.075256
            1.9      7671.6163      37.939191      6585.8138      33.779784      9154.8466      44.134842
              2      7452.9686      36.605296      6399.5102      32.566671      8894.0916      42.725206
            2.1      7336.6424      40.636807      6306.3409      36.128724      8732.8923      47.012025
            2.2       7193.515      40.000356      6180.3135      35.768164      8575.3292      45.711984
            2.3      6902.8284      36.533624      5937.6241      32.652546       8223.439      42.496304
            2.4      6650.0307      36.936303      5716.6499      32.845545      7926.7226      43.011634
            2.5      6418.1646      36.659035      5524.9745      32.259442      7645.4217      43.353337
            2.6      6136.7832      33.918437      5281.9141      29.784455      7307.8574      40.290716
            2.7      5941.3723      35.327244      5124.1123      31.289859      7063.4477      41.467576
            2.8      5654.8936      34.112554      4870.0143      30.140781      6738.4195      40.148274
            2.9      5439.3024      33.105556      4686.5873      29.216892      6477.7052      38.974728
              3      5205.0706      33.241946       4485.988       29.52677      6201.0707      38.773897
            3.1      4925.7368      31.549821      4242.4448      28.047623      5875.3666      36.705405
            3.2      4661.9062      31.052653      4024.3664      27.602614      5545.8068      36.203953
            3.3      4353.5396      28.834593      3755.9544      25.485812      5188.7401       33.93373
            3.4      4127.9146      28.688139      3557.8178      25.331838      4926.7586      33.699459
            3.5      3836.3204      28.714909      3308.7026      25.281947      4571.8522      33.837581
            3.6      3544.3116      28.795725      3056.7417      24.950277      4225.4868      34.408354
            3.7      3297.6013      27.792279      2839.9461      24.192093      3945.8359      33.159494
            3.8      3045.4205      27.897997      2626.1189      24.287875      3638.2164      33.626541
            3.9      2724.4646      23.500273      2347.2409      20.620725      3265.4758      28.062808
              4      2545.7525      23.669414      2193.4737      20.652806      3050.9491      28.739934
            4.1      2275.0984      22.650759      1954.1451      19.662864      2742.5485       27.24716
            4.2      2048.2284      18.812334      1759.4551       16.47379      2470.2238      22.556987
            4.3      1871.8293      18.710369      1610.5396      16.427327      2246.7937      22.664752
            4.4      1629.9131      18.856049      1399.9431      16.176263      1965.3738      23.138219
            4.5      1431.5337      16.288407       1227.293      14.065851      1733.1698      19.872544
            4.6      1257.3486      16.429177      1077.0348      13.739588       1527.435      21.444319
            4.7       1077.251      16.346132      919.97662      13.693952      1313.1743      20.822856
            4.8      935.68194      16.272356      801.57516      14.335602       1136.792      19.377215
            4.9      809.10257      14.588124      689.77483      12.168311      989.48494        18.9275
              5      809.10257      14.588124      689.77483      12.168311      989.48494        18.9275
