#    pt_em-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
             47      793.14259      3.1918299      682.21867      2.8282463      940.47149      3.7221544
             48      735.58958      3.3944987      632.92781      2.9998956      871.01803      3.9853203
             49      675.43502      3.0595639      580.77187      2.6978675      799.18183      3.5716882
             50      617.10958      3.0238392      530.47277      2.6657409      729.72049      3.5231773
             51      570.89209      2.8459119       490.1885      2.5339149      675.60365      3.2719841
             52      526.36654      2.8873563      451.89792      2.5576782      622.70843      3.3238308
             53      490.01078      2.6272517      421.03584      2.3413714      578.75874      3.0196938
             54      450.90655      2.4309049      386.59168      2.1527466      533.62113      2.8060931
             55      420.11208      2.3812222      360.07474      2.1104342      497.20663       2.747143
             56      387.17539      2.5116178      331.93538      2.2180651      457.56447      2.9243073
             57      355.80273      2.2474081      305.04539      1.9827833      420.46572      2.6181035
             58      336.45037      2.2080546      288.81623       1.993231      396.92675      2.4870507
             59      313.96302      2.1146934      268.98162      1.8824871      371.19509      2.4289051
             60      292.62163      2.0907725       250.2453      1.8413961       346.5677      2.4172235
             61      272.57334       1.935778      233.17076      1.6795771      322.70523      2.3070655
             62       253.2258      1.9851112      216.63009      1.7501902      299.68804      2.3083769
             63       234.3432      2.0196216      200.19606      1.8325283      277.73372      2.2326025
             64      219.87884      1.6933204       187.7386      1.5129092      260.68574      1.9209455
             65      209.89692       1.847838      179.27512      1.6342511      248.75073      2.1265284
             66      195.62519      1.6536464      166.92607      1.5220786      232.02287      1.8280568
             67      184.05222      1.5832216      156.78049      1.3913249      218.75783      1.8393329
             68      173.20453      1.5596775      147.49026      1.3476058      206.23871       1.907039
             69      161.82916      1.4274269      138.00392      1.2845231      192.06085      1.6067582
             70      153.59314      1.4964397      130.96478      1.3438014       182.1672       1.702093
             71      146.04408      1.5172676      124.41766      1.3359301      173.42646      1.7478021
             72      136.60983      1.1867011      116.37934      1.0578027      162.33419      1.3597676
             73      131.51314      1.2856373      111.84279      1.1276126      156.46524      1.5148234
             74      123.56535      1.2433578      105.17104      1.1025514      146.95388      1.4411249
             75       116.1238      1.2660676      98.810634      1.1360047      138.05974      1.4662264
             76       108.2567      1.0584622      92.151142     0.93664633      128.60098      1.2245012
             77      103.67126       1.172898      88.155447      1.0285256       123.4861      1.3661901
             78      97.241395     0.96154937      82.647823     0.84825198      115.82536      1.1163512
             79      91.223221      1.0573589      77.465566     0.95620253      108.73995       1.186122
             80      86.122434     0.92095254      73.286897      0.8534181      102.32309      1.0340882
             81      85.683573      1.1859734       72.78973      1.0363351      102.00815      1.3789527
             82      80.234719     0.96719452      68.139201     0.85298012      95.522867        1.12057
             83      74.868493     0.85348517      63.412089     0.75701304      89.491515     0.98607241
             84      71.980995     0.90193585       61.16588     0.80138919      85.673404      1.0372681
             85       70.53536       1.121696       59.98094      1.0055042      83.868494      1.2616291
             86      66.080549     0.85513025      55.859548     0.74371239      79.242858      1.0059513
             87      63.857779      0.9351766      54.132445     0.82518786      76.325233      1.0766121
             88       59.35889      1.1006044      50.351221     0.93675677      70.866712      1.3359844
             89      56.917484       1.028947      48.178169     0.85883963      68.095432      1.2673554
             90      55.209421     0.82615305       46.78473     0.74026036      65.923741     0.95230909
             91      50.577997     0.72942443      42.777688     0.64910712      60.597091     0.84142265
             92      50.184244      0.7577042      42.475537      0.6634554      60.072478     0.88248748
             93      49.424127     0.73211628      41.926079     0.64897232      58.970662     0.84315072
             94      45.270073     0.70503857      38.382556     0.62490268      53.973847     0.82465939
             95      45.940692      1.0393501      38.946727     0.87297594      54.878208      1.2704658
             96      42.764015      0.8473784      35.962638     0.70573781      51.613027      1.0514369
             97      40.209033     0.62453348      34.024191     0.55564228      48.198356     0.72177333
             98      39.445463     0.65449743      33.435162     0.57867281      47.129691      0.7741215
             99      38.218068     0.63416916      32.365975     0.56254711       45.71681     0.75423779
            100      38.218068     0.63416916      32.365975     0.56254711       45.71681     0.75423779
