#        eta_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
           -1.7      8130.4337       42.09407      6968.5887      37.921074      9706.2735      48.135809
           -1.6      8118.2621      39.087996      6953.4003      34.727379      9691.8872      45.341895
           -1.5      8121.5424      39.870947      6947.3616      35.475866      9716.9213      45.977441
           -1.4      8214.5197      39.564333      7028.4162      35.359882      9824.0099      45.486802
           -1.3      8326.0881      40.464794      7124.1608      36.107606      9956.0447      46.676958
           -1.2      8338.0696      42.181963      7132.9039      37.693443      9969.7088      48.323817
           -1.1      8342.3745      41.235955        7138.22      37.049896      9966.8845      46.882964
             -1      8297.5801      40.666152      7092.4885       36.29629      9929.0972      47.054459
           -0.9      8309.4888      40.501479      7106.8452      36.310645      9931.8393      46.675707
           -0.8      8344.0475      41.845924      7134.3552      37.336569      9976.8849      48.164202
           -0.7      8286.1155      39.808143      7077.6344      35.493199      9920.1284      45.674716
           -0.6       8154.346      38.627686      6964.6229      34.796343      9763.8572      44.145885
           -0.5      8229.9844      41.911127      7031.7756      37.845974      9846.2389      47.444468
           -0.4      8188.8783      40.705483      6990.8847      36.324898      9799.2182      46.433749
           -0.3       8190.459      40.996599       6996.059       36.83777      9795.3639      46.531697
           -0.2      8155.5215      38.478722        6968.45      34.665091      9757.9998      43.634396
           -0.1      8171.8538      40.434494      6975.4271      36.148167      9791.7899      46.235521
              0      8136.4673      39.628859      6948.7045      35.547308      9736.4516      45.082304
            0.1      8111.3378      40.789316       6924.063      36.645428       9714.078      46.200763
            0.2      8169.7088      41.695629      6973.3431      37.522085       9783.461      47.178091
            0.3      8286.7517      42.699507      7077.3791      38.407872      9918.4787      48.431383
            0.4      8222.7896      38.513282      7024.0265      34.536929      9841.7234      44.103533
            0.5      8192.6915      39.073972      6992.8929      35.054741      9808.9823      44.485115
            0.6      8230.7287      38.072271      7028.8502      34.169906      9860.1678      43.664135
            0.7      8339.7221      42.196704      7133.1277      38.059508      9962.8087      47.592113
            0.8      8307.4555      41.600418      7103.3266      37.638254      9931.2906      46.777399
            0.9      8342.4996      42.595057      7130.0014      38.300648        9983.67      48.341862
              1      8277.4959      39.161773      7083.4561      35.146319      9891.0723      44.810299
            1.1      8252.9622      39.865936      7052.3059      35.685918      9880.8504      45.458285
            1.2      8314.4989      41.564069       7113.847      37.205093      9941.5036        47.5347
            1.3      8226.5158      41.263285      7037.3545      36.764908      9842.4548      47.419671
            1.4      8187.6895      41.945205      7009.2159      37.618579      9783.4707      47.759309
            1.5      8143.1277      39.571341      6970.6251      35.271263      9737.8488      45.938774
            1.6      7973.7975       38.43622      6829.5561      34.586001      9528.0818      43.922425
            1.7      7895.5992      39.993633      6761.7047      35.692369      9436.4495      46.030919
            1.8      7796.3546      38.424212      6681.2022      34.553119      9317.4994      43.766914
            1.9      7715.4116      39.175925      6613.7838      35.012287       9218.867      45.130038
              2      7621.2041      40.710096      6542.4484      36.530785       9093.327      46.789726
            2.1      7387.6303      40.071018      6342.8358      35.754557      8810.0184       46.23516
            2.2      7260.4788      39.314593      6233.8139      35.024761      8657.5066      45.324229
            2.3      7086.1085       39.14454        6085.45      34.728909      8458.5449      45.684966
            2.4      6887.3634      36.567389      5921.4235       32.10419      8205.4266      43.631538
            2.5      6654.0556      35.454287      5718.7105      31.297555      7937.1389      41.685774
            2.6      6488.1831      37.726967      5587.3469      33.926274      7720.8323      43.545693
            2.7      6212.2731      33.871539      5342.0799      29.900583      7408.9496      40.160297
            2.8      6024.1961       35.04127      5180.6799       31.06572      7192.3573      41.101488
            2.9      5787.0375      33.130416      4984.5647      29.377047      6888.3412      38.960633
              3      5557.5624      33.693206      4781.8121      29.873117      6631.8879      39.185266
            3.1      5346.4904      34.392374      4607.7242       30.50066      6371.7883      40.030988
            3.2      5043.6041      30.769408      4341.5601      27.220991      6018.6778      36.215968
            3.3      4820.7482      31.593486      4154.6001      27.858241       5746.633      37.328133
            3.4      4553.6377      31.739717       3926.022      28.079076      5421.8239      37.544491
            3.5      4265.3051      29.133569      3676.6301      25.623416      5086.0382      34.454561
            3.6      4067.8149      29.689343      3507.2891      26.151983      4853.8865      34.897442
            3.7      3756.5001      29.300463      3240.4899      25.561763      4478.1799      35.137772
            3.8      3529.0922      28.729775      3039.1648      25.481312      4214.7652      33.220587
            3.9      3298.7387      27.433478       2845.439       24.51008      3935.3102      31.524485
              4      3064.5555      26.460645      2636.2817      22.915231      3672.5174      32.186608
            4.1      2780.9585        23.9372      2387.5535      20.422483      3346.4877      30.064662
            4.2       2546.815      23.433903       2192.526      20.352667      3049.6584      28.599698
            4.3      2323.5158      22.007436      1999.0905      19.076666      2788.0833      26.832188
            4.4      2100.3269      21.516627      1803.4361      18.652305      2524.2338      26.031071
            4.5      1889.8904      18.324022      1623.9258      15.921634      2270.6556      22.263515
            4.6      1722.0319      19.940986      1479.0827      17.242229      2076.0716      24.113095
            4.7      1528.2638      19.870386      1313.4433      16.955563      1839.8413      24.577804
            4.8      1333.3837      18.073744      1140.3504      15.095347      1617.8932      23.116839
            4.9      1198.5554      15.387247      1024.5283      13.220025      1455.4092      18.821395
              5      1198.5554      15.387247      1024.5283      13.220025      1455.4092      18.821395
