#           y_Z        central        num_err    min (scale)        num_err    max (scale)        num_err
              3      6732.5539      34.378951      5757.1843      30.089705      8100.4764      41.013755
            3.1      6266.1818      29.571683      5353.1558      25.800521      7554.4405      35.592336
            3.2      5937.3875       31.58739      5081.8756      27.838499      7145.5366      37.681692
            3.3       5515.685      31.231632      4715.6269      27.355769      6642.8271      37.262462
            3.4      5067.2643      29.570201      4338.2224      26.562906       6100.491      34.199802
            3.5      4525.6538      25.722044      3862.9472      22.473169       5471.222       31.04553
            3.6      4048.4736      25.972207      3455.9465      22.803318      4900.4276      30.828909
            3.7      3468.4852      24.143496      2959.3868      20.861693      4206.5579      29.519442
            3.8       2892.125      19.901358      2463.9051      17.141513      3521.0809      24.794457
            3.9      2382.6214      18.717733      2025.8793      16.187978      2905.8543      22.843681
              4      1903.9109      18.584895      1619.8941      16.027371      2330.3403      23.243039
            4.1      1457.2564      15.328992      1238.5889      13.219784      1784.6022      18.727252
            4.2      1011.5572      13.278219      859.80717      11.252222      1240.0834      17.034226
            4.3      709.85706      11.851848      602.54612      10.240776      874.36069      14.568838
            4.4      434.98766      10.817543      368.97954      9.4232099      536.30398      12.920184
            4.5      255.26595      6.6350765      216.33789      5.7476974      316.51618      8.1330039
            4.6      135.17239      5.4221554      114.10122      4.8137804      166.74657      6.3479501
            4.7      57.227554      2.7139573      47.996492      2.2892576      72.500491         3.4613
            4.8      24.438375      1.8694652      20.415066      1.5720373      31.330084      2.4070554
            4.9       8.993917       1.013628       7.381588     0.81254057       11.50617      1.3828801
              5       8.993917       1.013628       7.381588     0.81254057       11.50617      1.3828801
