#          y_em        central        num_err    min (scale)        num_err    max (scale)        num_err
            0.9      9509.2765       47.43266      8184.3195      42.384677      11294.606      55.335948
              1      9479.1863       43.74142       8151.746      38.939888      11279.691      50.900332
            1.1      9435.8508      43.229349      8110.6712      38.376288      11234.185       50.50514
            1.2      9414.4313      44.862433      8094.4035      39.784919      11192.762      52.494423
            1.3      9363.0409       44.03008      8039.9497      39.247381      11169.387      50.811424
            1.4      9363.4482       45.57649      8044.9298      40.750078      11158.807      52.729783
            1.5      9267.2634      42.719555      7959.0465      38.159293      11053.507      49.465611
            1.6      9159.5836      40.406963      7859.2607      36.063445      10940.777      46.852851
            1.7      9113.3868        43.2241      7822.1614      38.542455      10876.373      49.929022
            1.8      8961.4378      41.877202      7683.0551      37.208836      10714.734      48.662474
            1.9       8727.711      40.113569      7484.9631      35.715102      10427.631      46.862957
              2      8665.1109      39.618913      7423.4915      34.724773      10368.789      47.431704
            2.1      8384.3812      38.529443      7182.4071      34.273677      10036.762      44.814448
            2.2      8192.1034      41.586306      7021.7356      36.894718      9809.7103      48.283226
            2.3      7921.6851      39.152955      6781.2963      34.380879      9495.0335      46.377456
            2.4      7563.1696      37.231203      6469.1318      32.644129      9082.6596      44.245004
            2.5      7252.4686      34.945121      6201.0097      30.999459      8713.8146      40.927455
            2.6      6959.9336      36.991642      5956.3747      32.712726      8352.0362      43.504693
            2.7      6587.2377      35.162331      5635.9314      31.385342      7911.6574      40.962958
            2.8      6155.3861      33.566026      5263.6822      29.851223      7402.9666       39.33003
            2.9      5765.5017      33.079208      4931.7045      29.229905      6926.5421      38.906606
              3      5266.3188      30.415011      4498.5815      26.605247      6334.8618      36.448455
            3.1      4947.9967      33.503188      4225.0652      29.724022      5971.6238      39.153832
            3.2       4443.882      29.044681      3793.7776      25.947816      5359.6145      33.918527
            3.3      3973.9343      27.575451      3383.1923      24.370936       4808.662      32.301266
            3.4      3561.1097      25.798467      3032.8228      22.770727      4306.7963      30.211302
            3.5      3109.5659      25.241827      2647.8873      22.348036      3760.9357      29.498596
            3.6      2724.1122      22.995937      2313.2008      20.123954      3306.3787      27.596578
            3.7      2374.0626       22.20401       2016.046      19.459514      2880.7062      26.237158
            3.8      2049.8242      22.285978      1739.0064      19.457268      2492.6249      26.473775
            3.9      1730.0766      19.408352      1468.6859      17.280039      2103.5228      22.568411
              4      1454.9802      21.250913      1237.2613      18.856203      1760.4303      24.391019
            4.1      1209.0667      16.083323      1022.4853      14.230527      1478.8213      19.102001
            4.2        1024.84      17.387999       868.7586      15.387004      1248.0752       20.37258
            4.3      794.65405      12.688656      672.36212      11.170837      968.60197      15.109463
            4.4      661.16034      11.640745      558.34734      10.192425      808.39305      13.774593
            4.5      533.06475      11.554148      451.11644        10.1164      650.21891      13.736622
            4.6      450.84782      13.698932      380.43234      11.941578      551.86668      15.940712
            4.7      372.97135      10.983588      315.25871      9.6806776      453.39784      12.817863
            4.8      312.94287      11.819508      264.41305      10.467273      380.01479      13.416889
            4.9      230.15407      6.1497836      193.97713      5.4473872      280.56147      7.1857824
              5      230.15407      6.1497836      193.97713      5.4473872      280.56147      7.1857824
