#          y_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
           -1.2      3675.6526      12.176158      3675.6526      12.176158      3675.6526      12.176158
           -1.1      3656.0687      12.015011      3656.0687      12.015011      3656.0687      12.015011
             -1      3670.2168      12.009431      3670.2168      12.009431      3670.2168      12.009431
           -0.9      3669.8094      11.984618      3669.8094      11.984618      3669.8094      11.984618
           -0.8      3679.8604      12.033369      3679.8604      12.033369      3679.8604      12.033369
           -0.7      3700.3492      12.048265      3700.3492      12.048265      3700.3492      12.048265
           -0.6      3704.2363      12.071499      3704.2363      12.071499      3704.2363      12.071499
           -0.5      3721.7849      12.083872      3721.7849      12.083872      3721.7849      12.083872
           -0.4       3731.796      12.102033       3731.796      12.102033       3731.796      12.102033
           -0.3      3728.9529      12.078541      3728.9529      12.078541      3728.9529      12.078541
           -0.2      3728.7955      12.074154      3728.7955      12.074154      3728.7955      12.074154
           -0.1      3721.7178      12.356005      3721.7178      12.356005      3721.7178      12.356005
              0      3703.6169      12.091373      3703.6169      12.091373      3703.6169      12.091373
            0.1      3711.6815      12.025272      3711.6815      12.025272      3711.6815      12.025272
            0.2      3736.4097      12.107802      3736.4097      12.107802      3736.4097      12.107802
            0.3       3716.124      12.132497       3716.124      12.132497       3716.124      12.132497
            0.4      3711.7142      12.080009      3711.7142      12.080009      3711.7142      12.080009
            0.5      3710.4194      12.096511      3710.4194      12.096511      3710.4194      12.096511
            0.6      3706.9441       12.12977      3706.9441       12.12977      3706.9441       12.12977
            0.7      3665.2508      12.037805      3665.2508      12.037805      3665.2508      12.037805
            0.8      3667.0054      12.077971      3667.0054      12.077971      3667.0054      12.077971
            0.9      3659.8575       12.03589      3659.8575       12.03589      3659.8575       12.03589
              1      3643.9797      11.992099      3643.9797      11.992099      3643.9797      11.992099
            1.1      3659.8623      12.109206      3659.8623      12.109206      3659.8623      12.109206
            1.2      3619.9487      12.035467      3619.9487      12.035467      3619.9487      12.035467
            1.3      3612.1969      11.953228      3612.1969      11.953228      3612.1969      11.953228
            1.4      3588.3802      12.514818      3588.3802      12.514818      3588.3802      12.514818
            1.5      3574.5541       12.04606      3574.5541       12.04606      3574.5541       12.04606
            1.6      3537.2222      12.024307      3537.2222      12.024307      3537.2222      12.024307
            1.7      3529.5606      11.963435      3529.5606      11.963435      3529.5606      11.963435
            1.8      3534.5583      12.019597      3534.5583      12.019597      3534.5583      12.019597
            1.9       3480.197      11.972274       3480.197      11.972274       3480.197      11.972274
              2      3435.1277      11.904293      3435.1277      11.904293      3435.1277      11.904293
            2.1      3410.0047      11.796285      3410.0047      11.796285      3410.0047      11.796285
            2.2      3378.7219      11.784617      3378.7219      11.784617      3378.7219      11.784617
            2.3      3327.1685      11.811183      3327.1685      11.811183      3327.1685      11.811183
            2.4      3315.4744      11.719262      3315.4744      11.719262      3315.4744      11.719262
            2.5      3241.1893      11.625248      3241.1893      11.625248      3241.1893      11.625248
            2.6       3203.193      11.590178       3203.193      11.590178       3203.193      11.590178
            2.7        3122.56      11.548403        3122.56      11.548403        3122.56      11.548403
            2.8      3057.2283      11.930155      3057.2283      11.930155      3057.2283      11.930155
            2.9      2981.1156      11.341928      2981.1156      11.341928      2981.1156      11.341928
              3      2896.7521      11.171725      2896.7521      11.171725      2896.7521      11.171725
            3.1      2808.3099      11.015805      2808.3099      11.015805      2808.3099      11.015805
            3.2      2709.5564      10.967285      2709.5564      10.967285      2709.5564      10.967285
            3.3      2608.1295      10.717868      2608.1295      10.717868      2608.1295      10.717868
            3.4      2475.5214      10.528469      2475.5214      10.528469      2475.5214      10.528469
            3.5      2361.5136      10.292751      2361.5136      10.292751      2361.5136      10.292751
            3.6      2217.3595      9.9892446      2217.3595      9.9892446      2217.3595      9.9892446
            3.7      2076.2169      9.7648595      2076.2169      9.7648595      2076.2169      9.7648595
            3.8       1949.073      9.4971315       1949.073      9.4971315       1949.073      9.4971315
            3.9      1808.4422      9.3705142      1808.4422      9.3705142      1808.4422      9.3705142
              4      1672.2848      8.9917653      1672.2848      8.9917653      1672.2848      8.9917653
            4.1      1517.5074      9.5511321      1517.5074      9.5511321      1517.5074      9.5511321
            4.2      1370.4778      8.1461832      1370.4778      8.1461832      1370.4778      8.1461832
            4.3      1247.7815      7.7640567      1247.7815      7.7640567      1247.7815      7.7640567
            4.4      1099.9909      7.3613622      1099.9909      7.3613622      1099.9909      7.3613622
            4.5      971.22885      6.9070405      971.22885      6.9070405      971.22885      6.9070405
            4.6      862.35691      6.6103483      862.35691      6.6103483      862.35691      6.6103483
            4.7      745.80542      6.0602444      745.80542      6.0602444      745.80542      6.0602444
            4.8      649.50458      5.6682099      649.50458      5.6682099      649.50458      5.6682099
            4.9      554.65099      5.2786626      554.65099      5.2786626      554.65099      5.2786626
              5      554.65099      5.2786626      554.65099      5.2786626      554.65099      5.2786626
