#    pt_em-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
             59      165.68654     0.80070315      165.68654     0.80070315      165.68654     0.80070315
             60       156.1635     0.77597295       156.1635     0.77597295       156.1635     0.77597295
             61      146.46261     0.75782185      146.46261     0.75782185      146.46261     0.75782185
             62      137.00738     0.72695779      137.00738     0.72695779      137.00738     0.72695779
             63      127.81522     0.70120086      127.81522     0.70120086      127.81522     0.70120086
             64      121.38982     0.68182652      121.38982     0.68182652      121.38982     0.68182652
             65       115.5901     0.71053085       115.5901     0.71053085       115.5901     0.71053085
             66      109.39071      0.6516156      109.39071      0.6516156      109.39071      0.6516156
             67      103.43693     0.62556896      103.43693     0.62556896      103.43693     0.62556896
             68      97.372277      0.6071316      97.372277      0.6071316      97.372277      0.6071316
             69      91.809627     0.58897891      91.809627     0.58897891      91.809627     0.58897891
             70      87.947958     0.64455333      87.947958     0.64455333      87.947958     0.64455333
             71      83.589752     0.56327186      83.589752     0.56327186      83.589752     0.56327186
             72      79.492643     0.54762532      79.492643     0.54762532      79.492643     0.54762532
             73      76.558518      0.5444093      76.558518      0.5444093      76.558518      0.5444093
             74      72.072545     0.52279856      72.072545     0.52279856      72.072545     0.52279856
             75      68.062211     0.51802872      68.062211     0.51802872      68.062211     0.51802872
             76      64.280221     0.49216736      64.280221     0.49216736      64.280221     0.49216736
             77      61.451102     0.47992724      61.451102     0.47992724      61.451102     0.47992724
             78      58.630213     0.46847593      58.630213     0.46847593      58.630213     0.46847593
             79      54.963113     0.45555172      54.963113     0.45555172      54.963113     0.45555172
             80      52.410977     0.44500968      52.410977     0.44500968      52.410977     0.44500968
             81      51.311794     0.43903269      51.311794     0.43903269      51.311794     0.43903269
             82       48.45313     0.43068228       48.45313     0.43068228       48.45313     0.43068228
             83      46.123057     0.41536162      46.123057     0.41536162      46.123057     0.41536162
             84      43.802462     0.42137176      43.802462     0.42137176      43.802462     0.42137176
             85       42.30512     0.39781212       42.30512     0.39781212       42.30512     0.39781212
             86      40.931454     0.38966598      40.931454     0.38966598      40.931454     0.38966598
             87      39.165198     0.38074803      39.165198     0.38074803      39.165198     0.38074803
             88      35.969311     0.36644481      35.969311     0.36644481      35.969311     0.36644481
             89      35.400041     0.36306017      35.400041     0.36306017      35.400041     0.36306017
             90      34.443257     0.35721858      34.443257     0.35721858      34.443257     0.35721858
             91      31.895013     0.34504238      31.895013     0.34504238      31.895013     0.34504238
             92      31.390914     0.34294004      31.390914     0.34294004      31.390914     0.34294004
             93      30.458858     0.33515544      30.458858     0.33515544      30.458858     0.33515544
             94       28.39429      0.3266093       28.39429      0.3266093       28.39429      0.3266093
             95      27.571953     0.32261604      27.571953     0.32261604      27.571953     0.32261604
             96      27.046611     0.41403157      27.046611     0.41403157      27.046611     0.41403157
             97      25.455548     0.30850088      25.455548     0.30850088      25.455548     0.30850088
             98      24.642382     0.30159964      24.642382     0.30159964      24.642382     0.30159964
             99      24.018603     0.30370846      24.018603     0.30370846      24.018603     0.30370846
            100      24.018603     0.30370846      24.018603     0.30370846      24.018603     0.30370846
