#    pt_ep-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
             34      684.34805      1.7207704      684.34805      1.7207704      684.34805      1.7207704
             35      679.16959      1.7379531      679.16959      1.7379531      679.16959      1.7379531
             36      675.50566      1.7168052      675.50566      1.7168052      675.50566      1.7168052
             37      662.82229      1.7138402      662.82229      1.7138402      662.82229      1.7138402
             38      646.56206      1.6853639      646.56206      1.6853639      646.56206      1.6853639
             39       623.8678       1.648703       623.8678       1.648703       623.8678       1.648703
             40      598.01606      1.6179444      598.01606      1.6179444      598.01606      1.6179444
             41      573.18321      1.6078742      573.18321      1.6078742      573.18321      1.6078742
             42      546.31812      1.5317307      546.31812      1.5317307      546.31812      1.5317307
             43      514.07855      1.4896278      514.07855      1.4896278      514.07855      1.4896278
             44      482.49298      1.4382536      482.49298      1.4382536      482.49298      1.4382536
             45      453.84659      1.3828508      453.84659      1.3828508      453.84659      1.3828508
             46      426.84566      1.3327238      426.84566      1.3327238      426.84566      1.3327238
             47      400.80855      1.2864311      400.80855      1.2864311      400.80855      1.2864311
             48      375.28913      1.2401781      375.28913      1.2401781      375.28913      1.2401781
             49      354.42658      1.2550249      354.42658      1.2550249      354.42658      1.2550249
             50      335.74807      1.1628984      335.74807      1.1628984      335.74807      1.1628984
             51      313.09748      1.1386169      313.09748      1.1386169      313.09748      1.1386169
             52       294.0152      1.0827703       294.0152      1.0827703       294.0152      1.0827703
             53      276.15788      1.0488191      276.15788      1.0488191      276.15788      1.0488191
             54       262.9775      1.0255765       262.9775      1.0255765       262.9775      1.0255765
             55      247.98457     0.99410158      247.98457     0.99410158      247.98457     0.99410158
             56       233.7532     0.96794347       233.7532     0.96794347       233.7532     0.96794347
             57      220.70858     0.93214453      220.70858     0.93214453      220.70858     0.93214453
             58      208.98122     0.90790134      208.98122     0.90790134      208.98122     0.90790134
             59      197.01159     0.88165679      197.01159     0.88165679      197.01159     0.88165679
             60      187.14994     0.85893232      187.14994     0.85893232      187.14994     0.85893232
             61      179.98329     0.83924994      179.98329     0.83924994      179.98329     0.83924994
             62      167.28551     0.80703179      167.28551     0.80703179      167.28551     0.80703179
             63      159.41153     0.81393253      159.41153     0.81393253      159.41153     0.81393253
             64      152.56106     0.76809709      152.56106     0.76809709      152.56106     0.76809709
             65      144.28696     0.74963074      144.28696     0.74963074      144.28696     0.74963074
             66      137.74039     0.73068988      137.74039     0.73068988      137.74039     0.73068988
             67      131.38118     0.71378361      131.38118     0.71378361      131.38118     0.71378361
             68      125.22231     0.69271711      125.22231     0.69271711      125.22231     0.69271711
             69      118.27598     0.68916662      118.27598     0.68916662      118.27598     0.68916662
             70      113.66244     0.66142932      113.66244     0.66142932      113.66244     0.66142932
             71      108.49816     0.64670839      108.49816     0.64670839      108.49816     0.64670839
             72      102.50191     0.62478834      102.50191     0.62478834      102.50191     0.62478834
             73      99.263592     0.61350774      99.263592     0.61350774      99.263592     0.61350774
             74       94.84422     0.59852624       94.84422     0.59852624       94.84422     0.59852624
             75      89.453759     0.58715489      89.453759     0.58715489      89.453759     0.58715489
             76      87.076131     0.58436562      87.076131     0.58436562      87.076131     0.58436562
             77      83.043327     0.55998759      83.043327     0.55998759      83.043327     0.55998759
             78      79.636932     0.54798809      79.636932     0.54798809      79.636932     0.54798809
             79      75.891853     0.53830803      75.891853     0.53830803      75.891853     0.53830803
             80      71.314281     0.51909619      71.314281     0.51909619      71.314281     0.51909619
             81      70.008087       0.513632      70.008087       0.513632      70.008087       0.513632
             82      67.300912     0.50479875      67.300912     0.50479875      67.300912     0.50479875
             83      64.501675     0.49178994      64.501675     0.49178994      64.501675     0.49178994
             84      60.519171     0.47648756      60.519171     0.47648756      60.519171     0.47648756
             85      59.382583     0.47197323      59.382583     0.47197323      59.382583     0.47197323
             86      56.495608     0.46525393      56.495608     0.46525393      56.495608     0.46525393
             87      54.915982     0.45553327      54.915982     0.45553327      54.915982     0.45553327
             88      52.879324     0.44867489      52.879324     0.44867489      52.879324     0.44867489
             89       50.30347     0.43438493       50.30347     0.43438493       50.30347     0.43438493
             90      48.933531      0.4305057      48.933531      0.4305057      48.933531      0.4305057
             91      45.556658     0.41281391      45.556658     0.41281391      45.556658     0.41281391
             92      45.187163     0.42012784      45.187163     0.42012784      45.187163     0.42012784
             93      43.538221     0.40652671      43.538221     0.40652671      43.538221     0.40652671
             94      42.183118     0.39811512      42.183118     0.39811512      42.183118     0.39811512
             95      39.822677     0.38501519      39.822677     0.38501519      39.822677     0.38501519
             96      38.338231     0.38030867      38.338231     0.38030867      38.338231     0.38030867
             97      37.659493     0.37884294      37.659493     0.37884294      37.659493     0.37884294
             98      35.283387     0.36296541      35.283387     0.36296541      35.283387     0.36296541
             99      34.732185     0.35808716      34.732185     0.35808716      34.732185     0.35808716
            100      34.732185     0.35808716      34.732185     0.35808716      34.732185     0.35808716
