#       dy_b-bx        central        num_err    min (scale)        num_err    max (scale)        num_err
            0.7      7515.3832      17.587052      7515.3832      17.587052      7515.3832      17.587052
            0.8      6460.6723       16.40471      6460.6723       16.40471      6460.6723       16.40471
            0.9      5535.4375      15.217066      5535.4375      15.217066      5535.4375      15.217066
              1      4746.4604      14.112653      4746.4604      14.112653      4746.4604      14.112653
            1.1      4015.1943      13.316732      4015.1943      13.316732      4015.1943      13.316732
            1.2      3417.9664      12.077347      3417.9664      12.077347      3417.9664      12.077347
            1.3      2908.4546      11.239499      2908.4546      11.239499      2908.4546      11.239499
            1.4      2469.3321      10.312888      2469.3321      10.312888      2469.3321      10.312888
            1.5      2123.1334      9.5930868      2123.1334      9.5930868      2123.1334      9.5930868
            1.6      1823.7809      8.9163776      1823.7809      8.9163776      1823.7809      8.9163776
            1.7      1567.0609      8.2645607      1567.0609      8.2645607      1567.0609      8.2645607
            1.8      1340.6918        7.70295      1340.6918        7.70295      1340.6918        7.70295
            1.9      1156.7279      7.1234212      1156.7279      7.1234212      1156.7279      7.1234212
              2      1014.2377      6.6893089      1014.2377      6.6893089      1014.2377      6.6893089
            2.1      880.62704      6.2659277      880.62704      6.2659277      880.62704      6.2659277
            2.2        769.816      5.8873346        769.816      5.8873346        769.816      5.8873346
            2.3        666.935      5.6611542        666.935      5.6611542        666.935      5.6611542
            2.4      599.37797      5.1526974      599.37797      5.1526974      599.37797      5.1526974
            2.5      525.05739      6.1008191      525.05739      6.1008191      525.05739      6.1008191
            2.6      475.99853      4.8537641      475.99853      4.8537641      475.99853      4.8537641
            2.7      416.77426      4.3539428      416.77426      4.3539428      416.77426      4.3539428
            2.8      376.89101      4.0783107      376.89101      4.0783107      376.89101      4.0783107
            2.9      331.99859       3.882644      331.99859       3.882644      331.99859       3.882644
              3      294.47315      3.7080268      294.47315      3.7080268      294.47315      3.7080268
            3.1      259.48213      3.4427777      259.48213      3.4427777      259.48213      3.4427777
            3.2      229.75358      3.2481093      229.75358      3.2481093      229.75358      3.2481093
            3.3      207.87578      5.1962803      207.87578      5.1962803      207.87578      5.1962803
            3.4        182.902       2.903442        182.902       2.903442        182.902       2.903442
            3.5      162.52461      2.7590127      162.52461      2.7590127      162.52461      2.7590127
            3.6      148.50977      2.6979127      148.50977      2.6979127      148.50977      2.6979127
            3.7      127.29506      2.5300916      127.29506      2.5300916      127.29506      2.5300916
            3.8      111.12869       2.228998      111.12869       2.228998      111.12869       2.228998
            3.9      100.50592      2.2089132      100.50592      2.2089132      100.50592      2.2089132
              4      83.840181      1.9773595      83.840181      1.9773595      83.840181      1.9773595
            4.1      75.723987      1.9219957      75.723987      1.9219957      75.723987      1.9219957
            4.2      64.476717      1.8382291      64.476717      1.8382291      64.476717      1.8382291
            4.3      56.437743      2.0079387      56.437743      2.0079387      56.437743      2.0079387
            4.4      46.718798      1.4805769      46.718798      1.4805769      46.718798      1.4805769
            4.5      40.005405       1.793708      40.005405       1.793708      40.005405       1.793708
            4.6      36.153535      1.2997788      36.153535      1.2997788      36.153535      1.2997788
            4.7        31.9048      1.1747309        31.9048      1.1747309        31.9048      1.1747309
            4.8       25.35436      1.0791442       25.35436      1.0791442       25.35436      1.0791442
            4.9      24.459792      1.1513607      24.459792      1.1513607      24.459792      1.1513607
              5      24.459792      1.1513607      24.459792      1.1513607      24.459792      1.1513607
