#         eta_b        central        num_err    min (scale)        num_err    max (scale)        num_err
            0.5      8854.8008      41.420586      7372.0024      36.265525      12359.657      102.77218
            0.6      8884.6669      41.027928      7394.4197      35.662172      12385.687      108.05004
            0.7      8915.3308      41.757218      7422.8566      36.642047      12181.491      104.59117
            0.8       8947.827      41.708711      7445.0996      36.305167       12521.58       108.8095
            0.9      8937.8047      39.681871      7449.1709       34.44307      12313.139      105.13926
              1      8914.5195      42.167774      7429.2097      36.809593      12310.683      104.57708
            1.1       8928.417       42.50225      7423.5795      36.625088      12454.856       112.7371
            1.2      8911.7622      42.645646      7416.9897      37.073299      12406.561      105.57904
            1.3      8805.4866      42.720287      7326.8614      36.979275      12422.825      109.43454
            1.4      8762.9524      42.089338      7291.3807      36.476289      12401.726      111.18917
            1.5       8723.938      42.625087       7260.691      37.152873      12274.153      110.26035
            1.6       8606.414      44.288408       7175.225      38.628831      12030.641      111.32365
            1.7      8516.2123      42.745217      7094.7561      36.910033      11904.384       109.3908
            1.8      8370.7614      40.458329      6973.1452        34.7693      11860.011      108.20175
            1.9      8186.6989      38.752002      6817.9746      33.825134      11768.248      113.88454
              2      8057.5063      40.123039      6703.1061      34.376277      11613.442      112.91559
            2.1      7894.7069      38.263526      6574.5795      32.539321      11267.128      109.98676
            2.2      7819.7858      43.775383      6516.9873      37.889533      11157.443      108.47134
            2.3      7583.7123      40.707633      6327.9478      35.812016       10835.81      114.05974
            2.4      7390.3794      39.276183      6149.4767      33.576363      10730.596      109.95449
            2.5      7173.4532      38.912499      5974.0236      33.353431      10407.195      108.80629
            2.6      6904.1317      37.723969      5749.1952      32.149063      10104.045      111.65027
            2.7      6719.7366      39.098971      5600.1386      33.526111       9851.918       109.1375
            2.8      6460.2551      36.021008      5373.0306      30.375213      9558.7497      108.56714
            2.9      6191.4865       36.75009      5154.7946      31.268417      9171.2166      110.63908
              3      5990.1683       38.95953       4988.945       33.49574      8887.3525         106.02
            3.1      5713.0539      35.438854      4749.0819        30.2691      8548.0032      102.76011
            3.2      5433.0418       34.84224      4517.1101       29.67541      8100.9823      101.07893
            3.3      5187.0552      34.197169      4311.0345      29.315581      7998.7109      104.57409
            3.4      4921.7104      33.259814      4086.0396      28.014246      7355.5831      97.665659
            3.5      4604.7292      30.103102      3819.3765      25.724151      7127.4607      95.453725
            3.6      4365.5684      31.557328      3619.0804      26.538885      6650.8152      95.744973
            3.7      4073.4333      30.440477      3374.6775      25.437461      6187.7611      89.788381
            3.8       3783.095       27.21763      3126.3332      22.651727      5841.7863      83.840051
            3.9      3563.2798      29.410107      2948.0645      24.396238      5481.4827      86.172015
              4      3229.7208       28.16509      2666.9754      23.605794      5177.0658      87.544932
            4.1      3075.3937      31.809086       2540.933      27.201857      4751.7439         88.006
            4.2      2788.1106      26.952229      2293.7114      22.137054      4455.1705      83.224329
            4.3       2553.462      22.533677      2097.4538      18.501047      4109.2874      78.128205
            4.4      2333.6333      21.865673      1915.2324      18.077654      3849.0577      78.809304
            4.5      2085.5833      20.627052       1714.222      17.020746      3272.8462       68.22228
            4.6      1873.6683      19.443503      1533.3854      15.987229       3096.559      67.899345
            4.7      1746.3413      23.026104      1429.1903      18.826785      2869.7079      67.167725
            4.8      1532.2434      19.663138      1246.1771      15.706752      2646.4094       69.64514
            4.9       1358.238      19.967977      1107.0249      15.884847      2241.5805      59.898363
              5       1358.238      19.967977      1107.0249      15.884847      2241.5805      59.898363
