#    pt_em-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
             37      1790.3981      5.9631268      1482.7145      4.9794151      2795.6311      20.023924
             38      1731.0456      5.9081213      1433.2076      4.9254522      2693.6089      19.386109
             39       1659.628      5.6725517      1373.3609      4.6866063      2586.9185      19.220152
             40      1546.7609      5.4141225      1282.0738      4.4953793      2369.9449      18.234147
             41      1448.5579      5.1985398      1201.1419      4.3593994      2212.0098      16.872802
             42       1332.668      4.7842384      1108.3831      4.0665616      1964.4154      15.206153
             43      1219.2239      4.5134092      1014.7716      3.8054276      1792.1832      14.335234
             44      1126.6433      4.5071549      939.42384      3.8396979      1644.0049      13.202478
             45      1021.5729      4.0479664      852.59211      3.4772127      1445.8137      11.892574
             46      929.96137      3.9473793      776.51752      3.3392614      1316.9281      11.507771
             47      842.15099      3.4510567      703.57536      2.9300059      1169.5411       9.956752
             48      775.18125      3.5643703      648.69178      3.0789142       1064.452      9.3748226
             49      705.29742      3.1594348      590.42771      2.6976426      950.20802      8.7514174
             50      642.36229      3.0430951      538.22234      2.6140547      866.14919      7.6101596
             51      591.32988      3.0313351      495.27554      2.6320292      793.05327       7.532007
             52      542.93784      2.9505217      454.74744      2.5628488      728.40258      6.9615409
             53      502.70296      2.7296515      421.45781      2.3632046      665.81861      6.2976849
             54      460.39079      2.4408035      385.86297      2.1209937       599.2263      5.7793727
             55      426.04501      2.4133187      356.97207      2.0802774      551.33466       5.051679
             56      389.45486       2.206772       326.5288      1.9218553       503.3584      4.9089024
             57      359.79817      2.2397808      301.95439      1.9273253      462.62855      4.8172075
             58      339.79062      2.1346762      285.48055      1.8665956      432.38666      4.2708538
             59      314.88748      2.0255371      264.32227      1.7987361       401.8886      4.2091343
             60      292.75135       1.944245      245.50258      1.6870677      377.61223      4.3856307
             61      272.68263      1.8494141      228.61059      1.5942537      343.73533      3.3807215
             62      252.15168       1.779609      211.62055       1.560787      315.39394      3.9001558
             63      234.22955       1.833622      196.30694      1.6328577      292.81228      3.3265288
             64      218.79356       1.554394      183.34061      1.3683736      275.44149      3.1064171
             65      208.31027      1.6935282       174.6745      1.4777819      260.68655      3.1162548
             66      195.61495      1.7616421      164.19725      1.6024095      242.16495      2.8644021
             67      184.53518      1.6105461      154.61812      1.3921407      233.35447      3.2505159
             68      171.85311      1.3580069       143.8454      1.1842241       216.8913      2.7599984
             69      161.17321      1.3773578      135.17499      1.2356336      201.13098       2.700812
             70      152.12986         1.4068      127.61863      1.2657921      188.71399      3.0905836
             71        144.079      1.1694386      120.85596      1.0225288      178.63038       2.065562
             72      137.61639      1.1727447      115.44133      1.0356574      172.15058      2.1837449
             73      130.12332       1.132304      109.04192     0.98984313      160.26439      1.8016825
             74      122.87319      1.1498876      102.94296      1.0114264      151.35916      2.1785793
             75       115.7631        1.20077       96.98656      1.0894402      141.59633      2.0482273
             76      107.99416      1.0241989      90.626345     0.89190623      131.82258      2.0978397
             77      102.88343     0.98220061      86.165237     0.85864032      127.51083      2.2385976
             78      97.893279     0.94238589      82.063673     0.82315691      120.81446      1.5185152
             79      91.331085      1.0160329      76.507676     0.89815921      112.63451      1.8905317
             80      86.370926     0.89013765      72.465592     0.77952485      106.71001      1.5673733
             81      84.622569     0.94709768      70.918133     0.83049271      104.24966      1.4355953
             82      78.909011     0.82662406      66.102979     0.71834449      96.932405      1.2801844
             83      74.771167     0.82962333      62.507739     0.73016555      91.265632      1.1110703
             84      71.329907     0.87612488      59.767054     0.75043043      87.319782      1.6259653
             85      69.661037      1.0479508      58.455706      0.9319148      83.986984       1.281272
             86      65.739277     0.73890291      54.838636     0.63726246      82.902316      1.6425102
             87      63.982956     0.77217888      53.576452      0.6796675      81.486077      1.8166522
             88      58.511464     0.84941166      49.111047     0.73695286      70.977696      1.0576485
             89       56.62943     0.69414389      47.382455     0.60488253      69.326493     0.88700072
             90      54.749586      0.6657985      45.857239     0.59001521      66.977087      1.4427844
             91      49.974187      0.6204899      41.685898     0.53276789       61.45899      1.0607661
             92       50.67137     0.70874284      42.418651     0.61710942       62.71096      1.1732246
             93      49.423138     0.70948012      41.480722     0.62930581      59.902761     0.86468118
             94      44.964466     0.64108395      37.670579     0.56460241      55.615817      1.3262855
             95      45.114255     0.85952275      37.788539       0.732363      54.802939      1.0853135
             96      42.294532     0.63528524      35.204874     0.52854681      52.222158      1.2220356
             97      40.439775     0.58704793       33.80124     0.50917827      49.812952     0.85798589
             98      39.429929     0.66204054      33.071973     0.58426767      47.801327     0.83253189
             99       37.76447      0.5865894      31.685705     0.51869788      46.173558     0.97591208
            100       37.76447      0.5865894      31.685705     0.51869788      46.173558     0.97591208
