#       dy_b-bx        central        num_err    min (scale)        num_err    max (scale)        num_err
              1      11047.669      48.700044      9127.5872      41.520386      16259.982      138.13077
            1.1      9337.6731      44.682177      7710.2152      37.779342       13887.64      130.14471
            1.2      7980.1344      41.246467      6586.7883      34.773321      11885.252      116.94027
            1.3      6766.4765      39.384575      5581.4813      32.706945      10062.295      114.23547
            1.4      5698.0107      33.295337      4698.7637      27.809185      8541.7714      104.06009
            1.5      4850.0777      29.984543      3988.5907      25.054668      7222.5696      93.868933
            1.6      4162.2656      29.764867      3422.4345       24.57941      6304.6382      91.152559
            1.7       3483.587      25.619809      2864.2975      20.999475      5066.2962      71.485433
            1.8      2983.3217      23.681619      2452.2457      19.484546      4325.1724      64.470128
            1.9      2567.0673      23.610899      2108.9645      19.662714      3810.1773      68.070857
              2      2204.3256      21.773019      1805.0818      17.540305      3267.4476      62.780756
            2.1      1890.1022      19.428947      1545.9142      15.695575      2814.8946      57.794159
            2.2      1632.7919      16.652639      1336.0321      13.386785       2398.638      46.427342
            2.3      1407.1355      16.544761      1153.0632      13.696205        2061.21      44.443391
            2.4      1217.6225      15.388308      994.27358      12.082701      1785.3923      42.047144
            2.5      1089.7097      15.063626      892.48872      12.854431      1569.4902      38.863227
            2.6      951.07104       13.80366      778.00736      11.499572      1348.4201      36.440207
            2.7      824.14877      11.497726      672.46074      9.2604728      1206.9407      35.745595
            2.8       731.8943      11.884338       596.6943      9.5909321      1039.5617      34.392622
            2.9      624.63113      9.9416393       509.2057      7.7566266      890.24928      25.915785
              3      571.49284      12.099779      463.58819      9.2571347      787.65096       25.48819
            3.1      484.97998      9.1171947      395.39836      7.1225015      681.29242      24.063539
            3.2      415.65503      9.3318292      339.76171      6.8257967      556.73548      20.987053
            3.3      388.64298      11.837815      314.95639      9.3476081      532.58766      20.022416
            3.4      328.95621      6.6772366      267.61587      5.2786044      466.90157      19.147732
            3.5      288.83759      6.0401856       234.1756      4.6187309      398.46327      13.310612
            3.6      258.06496      5.5609614      209.06247      4.4544073      338.77879      9.3829862
            3.7      221.22193      5.3286133       179.0314      4.0865781      305.67982      12.395791
            3.8      196.47912      4.9816115      160.22808       4.008772      252.55538      7.7036406
            3.9      170.17877      4.4356741      138.82318      3.5601943       228.3912      9.8326682
              4      150.16351      5.2916123      122.29108      4.2730588      202.29236      10.706807
            4.1      127.70573      5.0885687      103.31726      3.7816202       164.1099      8.1102386
            4.2      104.50297      4.0645419       85.07714      3.0692274      138.72618      7.6723793
            4.3      90.898316      5.3515321      74.571088      3.8168468      127.17347      11.935784
            4.4      77.295897      2.7237124       63.05394      2.2184203      94.911454      4.8674377
            4.5      69.593261      2.8611981      57.459367      2.8263085      98.319842      9.7851295
            4.6      61.254471      2.7530992      49.160073      2.0914731      80.914059      4.8758142
            4.7      53.083538      2.2916541      42.313896      1.7838653      71.188966      3.8680521
            4.8      44.655188       2.996771      35.469365      2.1815302      65.739737      7.6435768
            4.9      39.006647      1.7949105      30.957986       1.401291      61.531813      10.018854
              5      39.006647      1.7949105      30.957986       1.401291      61.531813      10.018854
