#          y_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
            1.1      4282.0426      13.646285      3467.1352      10.869702      5455.8712      19.226923
            1.2      4239.3486        13.5799      3432.0316      10.816751      5401.7617      19.005677
            1.3      4224.3994      13.513434      3416.4429      10.688458      5390.1899      18.774848
            1.4      4201.4046      14.219219      3399.2718       11.12833      5357.9503      19.883515
            1.5      4181.3229      13.586861       3381.407      10.738244      5336.7088      18.871479
            1.6       4136.221      13.499141      3348.2663      10.724942      5267.8352      18.983486
            1.7      4134.3521      13.431636      3347.1406      10.716511      5268.3375      19.009691
            1.8      4138.2289      13.490043      3348.7808       10.91429      5279.4874      19.514941
            1.9      4076.9858      13.409196      3300.1353      10.735577      5199.2867      19.062407
              2      4028.3711      13.316005      3262.4639      10.548094      5133.4099         18.691
            2.1      3992.6426      13.289347       3227.729      10.472153      5103.6857      18.534301
            2.2      3961.0689      13.251658      3206.6485      10.493539      5054.8592      18.618863
            2.3      3898.1377      13.250802      3152.7747      10.446265      4976.7256      18.627848
            2.4      3883.7202      13.133687      3140.8024       10.33289       4965.269      18.383197
            2.5      3801.7087       13.01886      3075.1047      10.253369      4857.1339      18.232472
            2.6      3756.0241      12.980374      3040.3764        10.2404      4796.6663      18.265814
            2.7      3666.3345      12.834515      2972.0988      10.160233      4674.1803      18.160946
            2.8      3588.1867      12.711071      2904.7906      10.507852       4585.519      19.146352
            2.9      3498.4535      12.616675      2830.5452      10.059318      4473.0054      18.186443
              3      3406.0643      12.445615      2756.6827      9.7828106      4359.5429      17.571548
            3.1      3294.5418      12.282378      2665.4349      9.6414101      4217.9052      17.366055
            3.2      3182.3753       12.09665      2575.6624      9.4956558      4075.2498      17.097829
            3.3      3061.9419      11.898043      2476.2795      9.3164538      3925.3173        16.8589
            3.4      2906.5724      11.643275      2350.6595      9.1484219      3728.9889      16.628353
            3.5      2770.7487      11.384027      2241.4666      8.8982541      3557.1049      16.135166
            3.6      2605.9463      11.062676      2109.3612      8.6568701      3343.6383      15.746137
            3.7      2438.8967      10.758188      1973.1114      8.4128383      3134.0298      15.402576
            3.8      2288.8255      10.441547      1851.0819      8.1598669      2947.6649      14.922786
            3.9      2119.8719      10.268062      1713.0704      8.0126095       2734.506      14.577887
              4      1967.2069      9.7763625      1591.5721      7.6771519         2538.7      14.021198
            4.1      1780.5403       10.30051      1441.5247      8.0750063      2290.1554      14.656137
            4.2      1605.8026      8.8108907       1299.546      6.8949669      2069.4345      12.683989
            4.3       1461.182      8.4469582      1182.0781      6.6116312      1886.8581      12.328859
            4.4      1293.2884      7.9899348      1046.5297      6.2215758      1670.4282      11.486514
            4.5      1139.2472       7.492009      922.41963      5.8271299       1470.713      10.805666
            4.6      1009.4875      7.0706605      815.78723      5.5162685      1309.7691      10.274761
            4.7      871.90529      6.5671629       704.6413      5.0976522      1131.1434      9.4680941
            4.8      758.45376      6.1337977      612.90871       4.760091      985.09886      8.8562964
            4.9      648.32273      5.6913259      524.20496      4.4214042      842.55062      8.2378851
              5      648.32273      5.6913259      524.20496      4.4214042      842.55062      8.2378851
