#    pt_ep-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
             41      676.12806      1.7867066      547.43984      1.4040268      868.29103      2.5695423
             42      642.67752      1.7055342      519.86529      1.3386287      824.99015      2.4166393
             43      604.78276      1.6623397      489.24541      1.3094376      775.51252      2.3497847
             44      566.97487      1.5938276      458.99744      1.2612377       724.7703       2.259263
             45      531.76674      1.5421299      430.19632      1.2179046      679.46878      2.1615502
             46      499.29428       1.488795      403.62719      1.1731265      637.73839      2.0741289
             47      467.91263      1.4405524      378.15137      1.1381194      597.01387      1.9995104
             48      438.31565      1.3867311      354.70025      1.0982175      558.02827      1.9197773
             49      413.36094      1.3451593      334.43897      1.1124744       525.7147      1.9794416
             50        390.215      1.3007874      315.12414      1.0280891      497.09808      1.7832638
             51      364.60114      1.2575029      294.89938     0.99940578      463.29878      1.7359625
             52      341.25964      1.2129368      275.76975     0.95986567      433.77028      1.6549865
             53      320.41717      1.1759904      258.96348     0.93236883      406.93679      1.6034778
             54      304.64934      1.1449555      246.09721     0.90834105      386.92877      1.5593019
             55      287.20217      1.1071918      232.37921     0.89595103      363.66663      1.5562603
             56      270.59249      1.0825154       218.5098     0.85882413      343.70269      1.4705003
             57      255.05671      1.0443625      206.20308     0.82897651      323.11229      1.4108099
             58      241.63643      1.0157631      195.21357     0.80902147      306.41849      1.3809709
             59      227.62212     0.98575454       184.2914     0.78672097      287.55217      1.3398424
             60      216.09762     0.96329085      174.85019     0.76938686      273.01921      1.3171949
             61        207.812     0.93988558      167.92618      0.7466905      263.08254      1.2666417
             62      192.96093     0.90346873      156.01811     0.71829224      243.96502       1.213446
             63      183.96546     0.91057428      148.70138     0.71879722      232.77777       1.226101
             64      175.58583     0.85925527      141.88117     0.68969797      222.09156      1.1688261
             65      166.17338     0.84134757      134.19363     0.66779905      210.38762      1.1288231
             66      158.37293     0.81849273      128.09355     0.65291755      199.95753      1.0998222
             67      151.25185     0.79665982      122.51291     0.65944492      190.58909      1.1503629
             68      143.84694     0.77563563      116.24075     0.61857689      181.84315      1.0413235
             69      136.12674     0.77430297      110.21038     0.61648275      171.64063      1.0373142
             70      130.74267     0.74651562      105.68382     0.59446635      165.13803      1.0021657
             71      124.66718     0.72689458       100.8758     0.57956302       157.2239      0.9740826
             72      117.83049     0.70299241      95.258867     0.55990977      148.75648     0.93759736
             73      113.88312     0.69012447      91.974813      0.5493269       143.9693     0.91739007
             74      108.99264     0.67432498      88.092819     0.53755024      137.65715     0.89533104
             75      102.57466     0.65875021       82.91832     0.52421628       129.4764     0.88027227
             76      100.00445      0.6583477      80.900891     0.52492269      126.12536     0.87856852
             77       95.30828     0.63069349      77.132022     0.50658142       120.1025     0.84837335
             78      91.128317     0.61568995      73.526808     0.49081147      115.31072     0.82033777
             79      86.928721     0.60606584      70.204994     0.48246673      109.81522     0.80723929
             80      81.699841     0.58326065      66.041115     0.46507892      103.11371     0.77228546
             81      80.359951     0.57848305       65.03203     0.46306972      101.23657     0.76860729
             82      77.109498     0.56805917      62.371556      0.4538621      97.184068     0.75706742
             83      73.970092     0.55302583      59.750646      0.4407817      93.434117     0.73348269
             84      69.220223     0.53617395      56.110022     0.43067203      86.984811     0.71623182
             85      67.978311     0.53131093      55.029606     0.42637098      85.540184      0.7114375
             86      64.754523     0.52513777      52.461722     0.41924364      81.414045     0.70156065
             87      62.759737     0.51134197      50.823298     0.40900924      78.988435     0.67799128
             88      60.630676     0.50162315       49.09865     0.40212817      76.289271     0.67007458
             89      57.678587     0.49017918      46.682437     0.39239997      72.639875     0.64917827
             90       56.01753     0.48402357      45.413209     0.38785761      70.370273     0.64268221
             91      52.087451     0.46369372      42.215099     0.37071894      65.445688     0.61601076
             92      51.672754     0.47823251      41.724202     0.37918536      65.275984     0.63319711
             93      49.755399     0.45562946      40.294164     0.36487222      62.563161     0.60583254
             94      48.143187     0.44779135      38.962655     0.35766225      60.581282     0.59195436
             95      45.522895     0.43399567      36.858212      0.3474776      57.268435     0.57130748
             96      43.798618     0.42773463      35.458492     0.34108013       55.10701     0.56562329
             97      42.964758     0.42588642      34.761335     0.34174384       54.08751     0.56548854
             98      40.247589     0.40850499      32.641967      0.3296689      50.503967     0.54959467
             99      39.693029      0.4031941       32.11252     0.32242421      49.991771     0.52905376
            100      39.693029      0.4031941       32.11252     0.32242421      49.991771     0.52905376
