#       dy_b-bx        central        num_err    min (scale)        num_err    max (scale)        num_err
            2.9      391.40564      4.2147235      324.62002      3.4057306      482.28203      5.5595165
              3      349.33383      4.0473152      290.57879      3.2850235      428.19438       5.356687
            3.1      310.07296      3.7574131      259.16731      3.0586189      378.02123      4.9291544
            3.2      273.55771      3.5783077      228.33669      2.9043683      333.94421      4.6579679
            3.3      245.83916      5.4339869      205.23117      4.3213178      299.66503      7.1249474
            3.4      216.57645      3.1290898      181.34505      2.5641229      263.08438      4.0970242
            3.5      192.50671      2.9774293      160.88491      2.4189997      234.17179      3.8658603
            3.6      174.97522      2.9554224      145.46025      2.3843251      214.75111        3.85175
            3.7      149.24741      2.7058797      124.52285      2.1933996      182.39325      3.5034089
            3.8      131.56887      2.4399603      110.11729      1.9932045      159.61194      3.1548553
            3.9      119.22872      2.3718305      100.24027      1.9391775      143.72658      3.1166707
              4      99.974173      2.1591218      84.296205       1.775335      120.32922      2.7682123
            4.1      89.668469       2.108912      75.231012      1.7063464      108.24419      2.7026426
            4.2      76.664842      2.0055028       64.42245      1.6047168      92.618355      2.5912491
            4.3      66.816113      1.9802912      56.523993       1.588948      79.541602      2.5479446
            4.4      55.748666      1.5822018      47.055708      1.3113179      66.373973      2.0382336
            4.5      49.236774      1.4818671      42.290733      1.3642283      57.529753      2.3273969
            4.6      42.751309      1.4001302      35.829683      1.1359164      51.379727      1.8005544
            4.7      37.625433      1.2911356      31.454162      1.0513237      45.562479      1.6743354
            4.8      30.134007      1.1774006      25.322685     0.95768851      36.121223       1.513502
            4.9      28.638094      1.2362512      23.754419     0.98376971       34.87603       1.621955
              5      28.638094      1.2362512      23.754419     0.98376971       34.87603       1.621955
