#           y_Z        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.4      4753.8787      14.273796       3848.246      11.327758      6054.8381       19.84759
           -0.3      4740.2063       14.21917      3832.9693      11.266222      6054.2362      19.672459
           -0.2      4759.8754      14.272302      3848.1429      11.384704      6076.0095      19.977243
           -0.1      4757.4566      14.543046      3848.8374      11.483041      6069.5599      20.211102
              0      4767.5479      14.287727      3855.4642      11.319159      6083.6281      19.838357
            0.1       4739.352       14.22867      3831.7852      11.305464      6049.9349      19.875204
            0.2      4757.5212      14.274169      3847.3952      11.294995      6071.6792      19.750007
            0.3       4774.719      14.309354       3861.879      11.324889      6091.2958      19.847017
            0.4      4752.6963       14.27716      3842.4725       11.29069      6068.4561       19.76409
            0.5      4772.8637      14.380848      3859.0943       11.63683      6095.3948      20.691475
            0.6      4772.1034      14.314287      3860.3105      11.424911      6088.5935      20.171742
            0.7      4761.0675      14.310256      3856.8051      11.383721      6064.4758      20.036356
            0.8      4774.1226      14.340181      3864.5798      11.486034      6086.4475      20.345361
            0.9      4788.6905      14.434341       3876.294      11.488853      6101.3069      20.247709
              1       4782.438      14.450575      3873.1923      11.451518      6096.7793      20.186403
            1.1      4782.0854      14.402285      3873.4891       11.45561      6092.8339      20.334688
            1.2      4778.1577      14.650884      3867.0114      11.562326      6091.0489      20.515514
            1.3      4811.1836      14.451041      3891.6485      11.413852      6140.0816      20.139822
            1.4       4801.456      14.448468      3883.2039      11.422549        6132.53      20.123276
            1.5      4775.5353      14.448787      3864.2856      11.427482      6094.5544      20.218979
            1.6      4779.3282       14.51304       3871.643       11.54517      6091.1164      20.574255
            1.7      4783.5506      14.925562      3872.0283      11.711908      6106.0104       20.93628
            1.8      4776.2545      14.566134      3860.0459      11.495315      6111.0821      20.369877
            1.9       4740.545      14.487897      3839.0349      11.522214      6047.6646      20.465505
              2      4719.9154      14.530488      3816.8141      11.421011      6035.3234      20.334203
            2.1       4672.036      14.440815      3787.4368      11.877286      5948.9051      21.588681
            2.2      4615.1276      14.411667      3735.6839      11.376889      5895.0169      20.355381
            2.3      4559.2117        14.2888      3691.4697      11.413527      5821.1588       20.55466
            2.4      4476.5843      14.231743      3620.8956      11.188354      5726.0038      20.012411
            2.5      4409.4617      14.125695      3567.8937       11.17257       5637.029      20.145245
            2.6      4301.1294      13.983759      3475.1947      10.973208      5511.0687      19.682426
            2.7        4162.49      13.819265      3365.0052      10.820478      5332.2933      19.490326
            2.8      4038.7067      13.600121      3264.0347      10.659085       5180.046      19.228873
            2.9      3871.3835      13.371108      3131.9303      10.487434      4960.9642      18.943518
              3      3691.3722      13.757698      2983.5639      10.770716      4741.0966      19.350857
            3.1      3454.0359      12.703683      2788.6362      9.9074736       4447.559      18.014572
            3.2      3221.3331      12.340355      2604.8668      9.6640252      4139.2904      17.639795
            3.3      2963.1701      11.994904      2396.5091       9.383383      3807.3323      17.109543
            3.4      2688.3144      11.363807      2176.5561       8.930647      3453.4637      16.453186
            3.5      2404.6637      10.973414      1942.9931      8.5851162      3100.5505      15.722387
            3.6        2106.13      10.125728      1701.0868      7.8879877      2719.1928      14.485879
            3.7      1788.1605      9.4500545      1445.4512      7.3547149      2309.5793      13.536007
            3.8      1491.0651       8.615203      1204.0115      6.6975781      1931.4203      12.397289
            3.9      1212.1727       7.826891      978.55609      6.0737585      1571.7164      11.289337
              4       940.8571      6.9936531      761.59185      5.4576183      1220.0157      10.120035
            4.1      714.52291      6.0845467      578.09034      4.7187686      928.39361      8.7981224
            4.2       498.8466      5.1312916      403.90999       3.966011      646.91804      7.4368023
            4.3      340.06454      4.2442158      275.59811       3.288685       442.2083      6.1848701
            4.4      207.06986      3.4672144      167.81153      2.6837307      269.68811      4.9993903
            4.5      120.60874      2.5349319      97.743392      1.9512212      157.81634      3.7087543
            4.6      63.617418        1.88384      51.824094       1.490085      82.358269      2.7955661
            4.7      29.954078      1.2980898      24.201968     0.98961105      39.933025      1.9342984
            4.8      12.938854     0.84855979      10.434647     0.65128048      17.467131      1.2707436
            4.9      5.3125885     0.52243187      4.2269606     0.39592964      7.1340975     0.78624078
              5      5.3125885     0.52243187      4.2269606     0.39592964      7.1340975     0.78624078
