#           y_b        central        num_err    min (scale)        num_err    max (scale)        num_err
              3      2601.4745      10.982733      2103.8732      8.5995027      3342.9716      15.697734
            3.1      2454.5103      10.760686      1982.2922       8.442999       3161.035      15.470288
            3.2      2274.9136      10.354557      1842.6015      8.0905898      2919.2181      14.821042
            3.3      2114.6507      9.9963675      1711.4425      7.8170691      2718.5359       14.41156
            3.4      1981.7919      9.8503809       1602.978      7.6815773      2552.1396      14.192392
            3.5      1805.5487      9.3217009      1461.2134      7.2566563      2324.8029      13.455748
            3.6       1660.902      8.9442336      1344.5439      6.9432814      2137.4431      12.885122
            3.7      1532.9275      9.1692519      1238.7916      7.0594807      1979.1609      13.216955
            3.8      1387.8104      8.2281387      1124.5644      6.4080759      1786.7608      11.983432
            3.9      1252.3763        7.83624      1012.6939      6.0828991      1619.0513      11.400583
              4      1146.4735      7.5514511      928.31468      5.9336381      1478.9595      11.231396
            4.1      1023.8076      7.1471014      826.75644        5.53101      1327.7729      10.389988
            4.2      910.88134      6.7438401      735.74783      5.2036008      1181.2375      9.7951641
            4.3      824.80138       6.423884       667.4404      5.1368438      1065.7248       9.815108
            4.4      704.22032      5.9928432      569.58952      4.6267675      913.07649      8.7521001
            4.5      619.94816      5.6266378      501.56047      4.3409069      804.83113      8.2334285
            4.6      545.45759      5.2777693      440.35969      4.0629419      710.24264       7.741215
            4.7      471.46788       4.869286      379.98358      3.7559321       614.6061      7.1401295
            4.8      396.67775      4.4871926      320.91214      3.4643593      514.74544      6.6547851
            4.9      344.97741      4.1908407      278.46085      3.2770711      450.51291      6.2993578
              5      344.97741      4.1908407      278.46085      3.2770711      450.51291      6.2993578
