0.5            0.5            0.5                 ..a00                                                                         0. +-              0.
0.5            0.5            0.5                 NLO.QT.32                                                            28611.40463 +-         6.77322

0.5            1              1                   NLO.QCD.QT                                                           24102.56504 +-         5.29931
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.5            1              1                   ..a00                                                                         0. +-              0.
0.5            1              1                   NLO.QT.32                                                            24102.56504 +-         5.29931

0.5            2              2                   NLO.QCD.QT                                                           20722.11303 +-         4.24785
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.5            2              2                   ..a00                                                                         0. +-              0.
0.5            2              2                   NLO.QT.32                                                            20722.11303 +-         4.24785

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.51           0.5            0.5                 NLO.QCD.QT                                                           28615.01919 +-         6.75280
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.51           0.5            0.5                 ..a00                                                                         0. +-              0.
0.51           0.5            0.5                 NLO.QT.32                                                            28615.01919 +-         6.75280

0.51           1              1                   NLO.QCD.QT                                                           24105.54295 +-         5.28345
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.51           1              1                   ..a00                                                                         0. +-              0.
0.51           1              1                   NLO.QT.32                                                            24105.54295 +-         5.28345

0.51           2              2                   NLO.QCD.QT                                                           20724.59214 +-         4.23539
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.51           2              2                   ..a00                                                                         0. +-              0.
0.51           2              2                   NLO.QT.32                                                            20724.59214 +-         4.23539

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.52           0.5            0.5                 NLO.QCD.QT                                                           28618.20072 +-         6.73283
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.52           0.5            0.5                 ..a00                                                                         0. +-              0.
0.52           0.5            0.5                 NLO.QT.32                                                            28618.20072 +-         6.73283

0.52           1              1                   NLO.QCD.QT                                                           24108.16750 +-         5.26795
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.52           1              1                   ..a00                                                                         0. +-              0.
0.52           1              1                   NLO.QT.32                                                            24108.16750 +-         5.26795

0.52           2              2                   NLO.QCD.QT                                                           20726.78028 +-         4.22319
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.52           2              2                   ..a00                                                                         0. +-              0.
0.52           2              2                   NLO.QT.32                                                            20726.78028 +-         4.22319

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.53           0.5            0.5                 NLO.QCD.QT                                                           28621.06931 +-         6.71330
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.53           0.5            0.5                 ..a00                                                                         0. +-              0.
0.53           0.5            0.5                 NLO.QT.32                                                            28621.06931 +-         6.71330

0.53           1              1                   NLO.QCD.QT                                                           24110.53402 +-         5.25279
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.53           1              1                   ..a00                                                                         0. +-              0.
0.53           1              1                   NLO.QT.32                                                            24110.53402 +-         5.25279

0.53           2              2                   NLO.QCD.QT                                                           20728.75430 +-         4.21127
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.53           2              2                   ..a00                                                                         0. +-              0.
0.53           2              2                   NLO.QT.32                                                            20728.75430 +-         4.21127

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.54           0.5            0.5                 NLO.QCD.QT                                                           28623.55807 +-         6.69420
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.54           0.5            0.5                 ..a00                                                                         0. +-              0.
0.54           0.5            0.5                 NLO.QT.32                                                            28623.55807 +-         6.69420

0.54           1              1                   NLO.QCD.QT                                                           24112.61201 +-         5.23794
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.54           1              1                   ..a00                                                                         0. +-              0.
0.54           1              1                   NLO.QT.32                                                            24112.61201 +-         5.23794

0.54           2              2                   NLO.QCD.QT                                                           20730.50597 +-         4.19960
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.54           2              2                   ..a00                                                                         0. +-              0.
0.54           2              2                   NLO.QT.32                                                            20730.50597 +-         4.19960

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.55           0.5            0.5                 NLO.QCD.QT                                                           28626.16606 +-         6.67552
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.55           0.5            0.5                 ..a00                                                                         0. +-              0.
0.55           0.5            0.5                 NLO.QT.32                                                            28626.16606 +-         6.67552

0.55           1              1                   NLO.QCD.QT                                                           24114.78027 +-         5.22344
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.55           1              1                   ..a00                                                                         0. +-              0.
0.55           1              1                   NLO.QT.32                                                            24114.78027 +-         5.22344

0.55           2              2                   NLO.QCD.QT                                                           20732.32625 +-         4.18819
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.55           2              2                   ..a00                                                                         0. +-              0.
0.55           2              2                   NLO.QT.32                                                            20732.32625 +-         4.18819

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.56           0.5            0.5                 NLO.QCD.QT                                                           28627.99974 +-         6.65713
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.56           0.5            0.5                 ..a00                                                                         0. +-              0.
0.56           0.5            0.5                 NLO.QT.32                                                            28627.99974 +-         6.65713

0.56           1              1                   NLO.QCD.QT                                                           24116.35724 +-         5.20916
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.56           1              1                   ..a00                                                                         0. +-              0.
0.56           1              1                   NLO.QT.32                                                            24116.35724 +-         5.20916

0.56           2              2                   NLO.QCD.QT                                                           20733.68654 +-         4.17697
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.56           2              2                   ..a00                                                                         0. +-              0.
0.56           2              2                   NLO.QT.32                                                            20733.68654 +-         4.17697

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.57           0.5            0.5                 NLO.QCD.QT                                                           28629.76311 +-         6.63862
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.57           0.5            0.5                 ..a00                                                                         0. +-              0.
0.57           0.5            0.5                 NLO.QT.32                                                            28629.76311 +-         6.63862

0.57           1              1                   NLO.QCD.QT                                                           24117.88822 +-         5.19484
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.57           1              1                   ..a00                                                                         0. +-              0.
0.57           1              1                   NLO.QT.32                                                            24117.88822 +-         5.19484

0.57           2              2                   NLO.QCD.QT                                                           20735.01571 +-         4.16576
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.57           2              2                   ..a00                                                                         0. +-              0.
0.57           2              2                   NLO.QT.32                                                            20735.01571 +-         4.16576

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.58           0.5            0.5                 NLO.QCD.QT                                                           28632.65471 +-         6.62099
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.58           0.5            0.5                 ..a00                                                                         0. +-              0.
0.58           0.5            0.5                 NLO.QT.32                                                            28632.65471 +-         6.62099

0.58           1              1                   NLO.QCD.QT                                                           24120.27038 +-         5.18115
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.58           1              1                   ..a00                                                                         0. +-              0.
0.58           1              1                   NLO.QT.32                                                            24120.27038 +-         5.18115

0.58           2              2                   NLO.QCD.QT                                                           20737.00115 +-         4.15499
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.58           2              2                   ..a00                                                                         0. +-              0.
0.58           2              2                   NLO.QT.32                                                            20737.00115 +-         4.15499

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.59           0.5            0.5                 NLO.QCD.QT                                                           28634.79951 +-         6.60360
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.59           0.5            0.5                 ..a00                                                                         0. +-              0.
0.59           0.5            0.5                 NLO.QT.32                                                            28634.79951 +-         6.60360

0.59           1              1                   NLO.QCD.QT                                                           24122.08413 +-         5.16766
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.59           1              1                   ..a00                                                                         0. +-              0.
0.59           1              1                   NLO.QT.32                                                            24122.08413 +-         5.16766

0.59           2              2                   NLO.QCD.QT                                                           20738.54487 +-         4.14439
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.59           2              2                   ..a00                                                                         0. +-              0.
0.59           2              2                   NLO.QT.32                                                            20738.54487 +-         4.14439

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.6            0.5            0.5                 NLO.QCD.QT                                                           28636.92970 +-         6.58662
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.6            0.5            0.5                 ..a00                                                                         0. +-              0.
0.6            0.5            0.5                 NLO.QT.32                                                            28636.92970 +-         6.58662

0.6            1              1                   NLO.QCD.QT                                                           24123.88193 +-         5.15447
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.6            1              1                   ..a00                                                                         0. +-              0.
0.6            1              1                   NLO.QT.32                                                            24123.88193 +-         5.15447

0.6            2              2                   NLO.QCD.QT                                                           20740.07157 +-         4.13403
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.6            2              2                   ..a00                                                                         0. +-              0.
0.6            2              2                   NLO.QT.32                                                            20740.07157 +-         4.13403

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.61           0.5            0.5                 NLO.QCD.QT                                                           28638.27373 +-         6.56984
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.61           0.5            0.5                 ..a00                                                                         0. +-              0.
0.61           0.5            0.5                 NLO.QT.32                                                            28638.27373 +-         6.56984

0.61           1              1                   NLO.QCD.QT                                                           24125.09733 +-         5.14146
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.61           1              1                   ..a00                                                                         0. +-              0.
0.61           1              1                   NLO.QT.32                                                            24125.09733 +-         5.14146

0.61           2              2                   NLO.QCD.QT                                                           20741.15771 +-         4.12381
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.61           2              2                   ..a00                                                                         0. +-              0.
0.61           2              2                   NLO.QT.32                                                            20741.15771 +-         4.12381

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.62           0.5            0.5                 NLO.QCD.QT                                                           28640.82787 +-         6.55345
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.62           0.5            0.5                 ..a00                                                                         0. +-              0.
0.62           0.5            0.5                 NLO.QT.32                                                            28640.82787 +-         6.55345

0.62           1              1                   NLO.QCD.QT                                                           24127.23049 +-         5.12874
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.62           1              1                   ..a00                                                                         0. +-              0.
0.62           1              1                   NLO.QT.32                                                            24127.23049 +-         5.12874

0.62           2              2                   NLO.QCD.QT                                                           20742.95385 +-         4.11381
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.62           2              2                   ..a00                                                                         0. +-              0.
0.62           2              2                   NLO.QT.32                                                            20742.95385 +-         4.11381

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.63           0.5            0.5                 NLO.QCD.QT                                                           28642.97895 +-         6.53739
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.63           0.5            0.5                 ..a00                                                                         0. +-              0.
0.63           0.5            0.5                 NLO.QT.32                                                            28642.97895 +-         6.53739

0.63           1              1                   NLO.QCD.QT                                                           24129.02910 +-         5.11627
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.63           1              1                   ..a00                                                                         0. +-              0.
0.63           1              1                   NLO.QT.32                                                            24129.02910 +-         5.11627

0.63           2              2                   NLO.QCD.QT                                                           20744.47157 +-         4.10402
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.63           2              2                   ..a00                                                                         0. +-              0.
0.63           2              2                   NLO.QT.32                                                            20744.47157 +-         4.10402

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.64           0.5            0.5                 NLO.QCD.QT                                                           28644.65446 +-         6.52152
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.64           0.5            0.5                 ..a00                                                                         0. +-              0.
0.64           0.5            0.5                 NLO.QT.32                                                            28644.65446 +-         6.52152

0.64           1              1                   NLO.QCD.QT                                                           24130.47836 +-         5.10396
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.64           1              1                   ..a00                                                                         0. +-              0.
0.64           1              1                   NLO.QT.32                                                            24130.47836 +-         5.10396

0.64           2              2                   NLO.QCD.QT                                                           20745.72671 +-         4.09435
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.64           2              2                   ..a00                                                                         0. +-              0.
0.64           2              2                   NLO.QT.32                                                            20745.72671 +-         4.09435

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.65           0.5            0.5                 NLO.QCD.QT                                                           28645.99049 +-         6.50582
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.65           0.5            0.5                 ..a00                                                                         0. +-              0.
0.65           0.5            0.5                 NLO.QT.32                                                            28645.99049 +-         6.50582

0.65           1              1                   NLO.QCD.QT                                                           24131.68122 +-         5.09180
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.65           1              1                   ..a00                                                                         0. +-              0.
0.65           1              1                   NLO.QT.32                                                            24131.68122 +-         5.09180

0.65           2              2                   NLO.QCD.QT                                                           20746.79788 +-         4.08481
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.65           2              2                   ..a00                                                                         0. +-              0.
0.65           2              2                   NLO.QT.32                                                            20746.79788 +-         4.08481

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.66           0.5            0.5                 NLO.QCD.QT                                                           28648.18777 +-         6.49051
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.66           0.5            0.5                 ..a00                                                                         0. +-              0.
0.66           0.5            0.5                 NLO.QT.32                                                            28648.18777 +-         6.49051

0.66           1              1                   NLO.QCD.QT                                                           24133.55097 +-         5.07992
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.66           1              1                   ..a00                                                                         0. +-              0.
0.66           1              1                   NLO.QT.32                                                            24133.55097 +-         5.07992

0.66           2              2                   NLO.QCD.QT                                                           20748.39657 +-         4.07549
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.66           2              2                   ..a00                                                                         0. +-              0.
0.66           2              2                   NLO.QT.32                                                            20748.39657 +-         4.07549

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.67           0.5            0.5                 NLO.QCD.QT                                                           28649.45378 +-         6.47539
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.67           0.5            0.5                 ..a00                                                                         0. +-              0.
0.67           0.5            0.5                 NLO.QT.32                                                            28649.45378 +-         6.47539

0.67           1              1                   NLO.QCD.QT                                                           24134.68535 +-         5.06820
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.67           1              1                   ..a00                                                                         0. +-              0.
0.67           1              1                   NLO.QT.32                                                            24134.68535 +-         5.06820

0.67           2              2                   NLO.QCD.QT                                                           20749.40448 +-         4.06629
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.67           2              2                   ..a00                                                                         0. +-              0.
0.67           2              2                   NLO.QT.32                                                            20749.40448 +-         4.06629

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.68           0.5            0.5                 NLO.QCD.QT                                                           28651.01007 +-         6.46051
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.68           0.5            0.5                 ..a00                                                                         0. +-              0.
0.68           0.5            0.5                 NLO.QT.32                                                            28651.01007 +-         6.46051

0.68           1              1                   NLO.QCD.QT                                                           24136.04102 +-         5.05666
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.68           1              1                   ..a00                                                                         0. +-              0.
0.68           1              1                   NLO.QT.32                                                            24136.04102 +-         5.05666

0.68           2              2                   NLO.QCD.QT                                                           20750.58554 +-         4.05724
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.68           2              2                   ..a00                                                                         0. +-              0.
0.68           2              2                   NLO.QT.32                                                            20750.58554 +-         4.05724

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.69           0.5            0.5                 NLO.QCD.QT                                                           28653.08501 +-         6.44597
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.69           0.5            0.5                 ..a00                                                                         0. +-              0.
0.69           0.5            0.5                 NLO.QT.32                                                            28653.08501 +-         6.44597

0.69           1              1                   NLO.QCD.QT                                                           24137.80239 +-         5.04538
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.69           1              1                   ..a00                                                                         0. +-              0.
0.69           1              1                   NLO.QT.32                                                            24137.80239 +-         5.04538

0.69           2              2                   NLO.QCD.QT                                                           20752.08778 +-         4.04838
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.69           2              2                   ..a00                                                                         0. +-              0.
0.69           2              2                   NLO.QT.32                                                            20752.08778 +-         4.04838

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.7            0.5            0.5                 NLO.QCD.QT                                                           28655.31431 +-         6.43159
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.7            0.5            0.5                 ..a00                                                                         0. +-              0.
0.7            0.5            0.5                 NLO.QT.32                                                            28655.31431 +-         6.43159

0.7            1              1                   NLO.QCD.QT                                                           24139.69156 +-         5.03424
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.7            1              1                   ..a00                                                                         0. +-              0.
0.7            1              1                   NLO.QT.32                                                            24139.69156 +-         5.03424

0.7            2              2                   NLO.QCD.QT                                                           20753.69770 +-         4.03964
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.7            2              2                   ..a00                                                                         0. +-              0.
0.7            2              2                   NLO.QT.32                                                            20753.69770 +-         4.03964

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.71           0.5            0.5                 NLO.QCD.QT                                                           28656.75716 +-         6.41743
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.71           0.5            0.5                 ..a00                                                                         0. +-              0.
0.71           0.5            0.5                 NLO.QT.32                                                            28656.75716 +-         6.41743

0.71           1              1                   NLO.QCD.QT                                                           24140.96970 +-         5.02326
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.71           1              1                   ..a00                                                                         0. +-              0.
0.71           1              1                   NLO.QT.32                                                            24140.96970 +-         5.02326
