#          y_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
            0.5      5293.0143      10.099722      4219.6324      7.7899442      7389.2697      39.577304
            0.6      5298.8316      10.103784      4219.4897      7.7558089      7419.6226      38.863737
            0.7      5264.0487      10.172812      4193.6501      7.8515822      7386.2658      38.012671
            0.8      5251.0988      10.053873      4183.0513      7.7135506      7309.9696      39.848128
            0.9      5217.0179      10.042182      4156.0705      7.7213348      7247.7847      38.210157
              1       5225.355      10.036119      4164.5495      7.8228049      7335.8482      37.832475
            1.1      5199.8049       10.02561      4144.3772      7.7985815      7282.8361      40.327823
            1.2      5188.4022      10.007567      4133.5023      7.6868001      7264.1502      38.530592
            1.3      5149.2032      9.9836991      4104.3075       7.686342      7119.1368      37.976245
            1.4      5144.9576      10.030296      4099.7058      7.7058161      7223.5777      38.831519
            1.5      5114.4463        9.96713      4076.2023      7.6486736      7116.7274      38.738634
            1.6      5070.7497      9.9842599      4041.1487      7.6634494      7072.5728      39.640112
            1.7      5067.8105      9.9302338      4038.7423      7.7609321      7026.8633      37.978021
            1.8      5027.1271      9.9644482      4004.2799      7.6709214      7030.0882      38.210262
            1.9      4993.0886      9.9830077      3981.0971      7.9324849      6923.2022        39.0608
              2      4937.4831      9.8723066      3932.4693      7.5670825      6907.8091      39.345944
            2.1      4913.3044      9.8136262      3914.2308      7.5275596      6813.6581      38.580435
            2.2      4863.0014      9.7907084      3873.5052      7.5069121      6753.9613      37.718407
            2.3      4793.1383        9.84678      3816.7599      7.5516719       6721.692      38.566926
            2.4      4755.8756      9.7445235      3786.1582      7.4849434      6672.2423      37.584747
            2.5      4694.1461      9.6880625      3733.9975      7.4010225      6526.3025       38.44021
            2.6      4602.3168      9.6192126      3665.6432      7.5051316      6450.0014      39.018315
            2.7      4545.0938      9.5763133      3614.5036      7.3289242      6382.6787       38.42886
            2.8      4450.9643      9.4665479      3538.8643      7.2431553       6262.426      37.207834
            2.9      4321.6865      9.3792056      3435.5036      7.1548282      6044.4683      37.365397
              3      4239.6651      9.3238368        3368.23      7.1646517      6018.0394      37.888198
            3.1      4097.3676      9.1628218      3253.3015       6.958371      5840.9116      37.333724
            3.2      3966.1758      9.0495862      3149.1832      6.9242078      5578.4483       39.23866
            3.3      3812.5966      8.9124014       3023.663      6.8032303      5429.5653      36.216647
            3.4      3650.0504      8.7397503      2893.3893      6.6244073      5201.4481      35.404671
            3.5      3481.8843      8.5608663      2757.0419      6.4826614      4973.0097      34.889326
            3.6      3280.0206      8.3301539      2595.8215      6.3365648      4754.6222      35.635093
            3.7      3107.1677      8.1202337      2457.0926      6.1349232      4477.9115      33.755363
            3.8      2903.4156      7.8623372      2293.1639       5.916626      4186.5027       33.39108
            3.9      2686.6375      7.5882186      2121.1494      5.7216081      3860.5291      32.853552
              4      2468.4917      7.3217783      1947.8271      5.4971413      3604.0385      32.718406
            4.1      2267.8267      7.0244702      1787.7198      5.3035374      3346.4156      29.596312
            4.2      2051.9685      6.7479549      1617.3665      5.0725559      3042.9425      31.760463
            4.3       1857.817      6.3987924      1461.3614      4.8042936      2749.2574      28.332042
            4.4      1642.7856      6.0510066      1293.1014      4.5316145      2439.2594      28.742017
            4.5      1466.9895       5.735345      1153.1792      4.3430999      2187.1707      26.679806
            4.6      1279.4583       5.349778      1005.3966      4.0068077      1940.6586      26.242422
            4.7      1121.8593      5.0226069      880.70673      3.7908755      1701.3891      23.049655
            4.8      972.30182      4.6940975      763.66872      3.5107088       1412.064      21.956842
            4.9      829.48171      4.3227816      650.75503      3.2267461      1256.1977      20.935456
              5      829.48171      4.3227816      650.75503      3.2267461      1256.1977      20.935456
