#          pt_b        central        num_err    min (scale)        num_err    max (scale)        num_err
            290     0.30444807    0.010747916     0.24245261   0.0083289655     0.38781131    0.014676503
            295     0.26593532   0.0097776048     0.21213374   0.0076691714     0.33595723    0.013191419
            300     0.23340855    0.010192019     0.18692997   0.0076791453     0.29382845    0.014453697
            305     0.23183686   0.0091430914     0.18349257   0.0070777273     0.29906065    0.012575129
            310     0.22969893   0.0097337872     0.18489849   0.0075882124     0.28818951    0.013620781
            315     0.19360525   0.0084962655       0.156758   0.0066380965     0.24079338    0.011580052
            320      0.1810277   0.0083852843     0.14851883   0.0066960986     0.22032704     0.01180793
            325     0.18613143   0.0088708306     0.15050093   0.0067749703     0.23171071    0.012481017
            330     0.16444737   0.0078494515     0.13084228   0.0060638594     0.20973714    0.010758627
            335     0.15553219   0.0077471012       0.124248   0.0059264165     0.19657872    0.010890185
            340     0.15836172    0.009678339     0.12766509   0.0072119081     0.19855222    0.013967642
            345     0.13199335   0.0071915315      0.1068415   0.0055990734     0.16366227   0.0099092336
            350      0.1379605   0.0079707488     0.11087553   0.0061197413     0.17307393    0.011321503
            355      0.1272671   0.0074545536     0.10188915   0.0057227724     0.16137638    0.010543993
            360    0.095763917   0.0060179289    0.075829221   0.0046261148     0.12262244   0.0082334821
            365     0.11467964     0.01829526    0.060293018    0.055214246       0.127928    0.012849763
            370    0.093465074     0.00583288    0.077365217   0.0047549068     0.11234478   0.0083000255
            375    0.098354308   0.0060430702    0.077536093   0.0046099186     0.12692821   0.0083805982
            380    0.092997761   0.0066898411    0.073686461   0.0049829331     0.11868933   0.0096223347
            385    0.090308559   0.0061248467    0.070955544   0.0046246155     0.11675593   0.0085857558
            390     0.07009586   0.0049867667     0.05671001   0.0039628546    0.087121322   0.0068850322
            395    0.080676248   0.0056071378    0.065729253   0.0043854789    0.099476216   0.0076480269
            400    0.072701793    0.005063043    0.061204973   0.0050912223    0.084651707     0.01079793
            405    0.067716877   0.0052071369    0.053883955   0.0039852527    0.085784986   0.0074838623
            410    0.065738512   0.0051788292    0.052946963   0.0040145321    0.082152163   0.0071228073
            415    0.065028254   0.0055458435     0.05068641    0.004163216    0.085351787   0.0078741806
            420    0.047531478   0.0042439237    0.038572383   0.0033795811     0.05856049   0.0066487589
            425    0.038283262   0.0044431339    0.031320212   0.0032772415     0.04587034   0.0069646886
            430     0.04886475   0.0044802109     0.03953912   0.0034726541    0.060598308   0.0061409491
            435    0.052410346     0.01216699    0.040076184   0.0082933004    0.070065539    0.018546591
            440    0.041479669   0.0040984744    0.033103345   0.0031516551    0.052272331   0.0056563778
            445    0.032658658   0.0042845262    0.025780897   0.0030899435    0.041872572   0.0062843158
            450    0.036448356   0.0041038761    0.029012115   0.0030657886    0.046267294   0.0059542894
            455    0.038635192   0.0040919602    0.030107002   0.0030581516    0.050381149    0.005795142
            460    0.036290715   0.0037453356    0.028929393   0.0029188321     0.04589424    0.005043833
            465    0.045447498     0.01157961    0.034510244   0.0077199007    0.061426301    0.018141067
            470    0.028229068   0.0033532155    0.022469225   0.0025484514    0.035510735   0.0047353748
            475    0.025773157   0.0033169997    0.020194658   0.0024975127    0.033306448   0.0046222108
            480    0.027847695   0.0034308798    0.022552254    0.002657123     0.03429649   0.0046556736
            485    0.025301482   0.0034039591    0.020592668   0.0025821071    0.030973957   0.0048336349
            490    0.021680114   0.0030125551    0.017719091   0.0022734984    0.026444083   0.0042775701
            495    0.030702439   0.0039203479    0.024964719    0.002971502    0.037985405   0.0056456692
            500    0.030702439   0.0039203479    0.024964719    0.002971502    0.037985405   0.0056456692
