#           y_b        central        num_err    min (scale)        num_err    max (scale)        num_err
           -2.3      4777.2259      9.7921345      3798.3811      7.4891997       6742.486        39.7793
           -2.2      4956.0721      9.9205158      3940.8924      7.5893892       7001.721      37.556693
           -2.1      5141.2353      10.096295      4089.4503      7.7259219      7208.9137      38.546454
             -2      5284.5933      10.247569      4205.8853       7.841551      7349.2981      39.475758
           -1.9      5477.3181      10.395917      4359.7086      7.9790328      7729.0202      38.903286
           -1.8      5634.1164      10.494503      4485.2648      8.0444656       7863.546      38.452463
           -1.7      5800.0497      10.626081      4616.8842      8.1706711      8107.7841      41.346761
           -1.6      5940.9212      10.787617      4729.2173      8.2922795      8268.4532      38.835182
           -1.5      6069.1731      10.850802      4834.0022      8.3496726      8457.4326      41.598829
           -1.4      6196.9764      10.954644       4934.769      8.5000142      8552.7512      40.522144
           -1.3      6331.1302      11.041659      5045.1564      8.6420493      8788.7126      41.197789
           -1.2       6437.426      11.123781      5131.3706      8.5858037      8926.4148      41.834963
           -1.1      6560.2687      11.224858      5229.0806      8.6824059      9064.0997        40.6435
             -1      6652.6039      11.274768      5301.2872       8.714873      9200.9501      39.668365
           -0.9      6754.2228      11.378495       5382.163      8.8449198      9374.4344      40.161421
           -0.8      6837.6259      11.386686      5446.9989      8.7725105      9455.7083      42.040175
           -0.7       6887.424      11.423852      5488.0331      8.8301225       9541.265      41.277881
           -0.6      6952.4903      11.494101      5541.5199      8.9255783       9616.064      40.782266
           -0.5       7018.585      11.546137      5595.9158       8.940881      9711.3649      41.353196
           -0.4      7070.1621      11.554472      5636.1967        8.92964      9735.9031      41.548003
           -0.3      7098.6864      11.600895      5662.0947      9.0699819      9700.6474        42.5274
           -0.2      7120.7611      11.622617      5674.1308       8.990091      9863.6989      41.395615
           -0.1      7108.2233      11.581926       5666.078      8.9282157      9799.8731       40.79013
              0      7086.0918      11.568343      5649.5554      8.9378987      9756.5925      41.449457
            0.1      7098.6191       11.60365      5657.0075      9.0060928      9827.2904      43.104158
            0.2      7091.1777      11.571061      5650.4904      8.9188954      9765.8724      41.199917
            0.3      7063.0713      11.574204      5630.6502      9.0631236      9795.3446        41.6985
            0.4      6992.4104      11.524854      5574.5409      8.9509861      9626.1518      42.848536
            0.5      6946.5421      11.503522      5536.6696      8.8958853       9584.752      40.841619
            0.6       6910.888      11.529188      5506.5535      8.9407692      9535.9252      42.160458
            0.7      6830.1115      11.402561      5445.3182      8.8029477      9354.5207      41.827806
            0.8      6750.5615      11.375363      5380.1133      8.8752816      9342.0602      42.217354
            0.9      6655.9277      11.291466      5301.8279      8.7297026      9231.5471      42.765421
              1      6545.4989      11.261563      5215.4756      8.7166171       9029.782      41.484722
            1.1      6448.0835      11.155328      5136.8979       8.577854      8952.2308      41.901802
            1.2       6335.468      11.093878      5044.0586      8.5429124      8861.5372      42.029558
            1.3      6233.2358      11.006703      4964.2669      8.4749691       8622.387      41.824571
            1.4      6067.7363      10.898704      4836.7777      8.4628374      8438.3536      41.449195
            1.5       5923.897      10.787965      4718.8368       8.406226      8238.1197      41.379025
            1.6      5806.2095       10.69756      4621.3208       8.269431      8107.9221      41.876514
            1.7      5645.6674      10.559737      4490.2073      8.0704475      7897.9996      41.584538
            1.8      5473.8634      10.448939      4358.0266      8.0400732       7593.608      40.682863
            1.9      5310.5138      10.278113      4225.6871      7.8749061      7419.7958      39.990598
              2      5146.4278      10.169451      4091.0269      7.7633116      7335.5725      41.687216
            2.1        4965.14      10.074876      3948.4702      7.7201263       6985.381      39.587097
            2.2       4770.144      9.8619206       3792.371      7.5030646      6729.0866      40.729719
            2.3      4605.5528      9.7130737      3659.0024      7.3797509      6526.9575        40.5456
            2.4      4401.4999      9.5066138      3498.2027       7.232836      6238.6049      40.996039
            2.5      4205.9935      9.3203035      3340.1932      7.0809881      6013.7002       38.19595
            2.6      4031.0331      9.1697941      3199.4311      6.9410315      5796.3278      38.283111
            2.7      3838.4619      8.9748353      3047.3488      6.8291555      5525.6722      39.141579
            2.8        3618.95      8.7356589      2870.9655      6.6251468      5146.5825      37.158291
            2.9      3414.8165      8.5241983      2708.5151      6.4198394       4893.232       36.67073
              3      3220.3846      8.2820707       2554.912      6.2820778      4627.0227      35.298845
            3.1      3032.4495      8.0913048      2401.5949      6.1021383       4439.025      36.243788
            3.2      2845.8712      7.8384612      2251.3482      5.8912698      4165.8893      35.308378
            3.3      2643.5371      7.5649449      2089.7577      5.6576471      3860.8397      35.454041
            3.4      2453.4376      7.3573042      1938.1008       5.499571      3641.1597      34.003125
            3.5      2272.8032      7.2104938      1795.2498      5.3823255      3357.5263      33.107497
            3.6      2086.1302      6.8246569      1646.4154      5.0831311      3098.0777      32.025799
            3.7      1912.6843      6.5169077      1508.5466      4.8677569      2840.7482      31.464133
            3.8      1748.6717      6.2393082      1377.7151      4.6357698      2616.4551      31.435505
            3.9      1584.9857      5.9620184      1248.3158      4.4263147      2387.7641      30.061388
              4      1425.1736      5.6690036      1121.8655       4.212434      2116.0949      28.385679
            4.1       1274.067       5.358357      1002.0481      3.9998887      1934.3947      26.280436
            4.2      1138.1251      5.0645166      893.71852      3.7403811      1732.5508      25.050578
            4.3      1015.9715      4.7661009      797.84728      3.5359726      1578.6185      23.145429
            4.4      892.85195      4.4964654      699.74376      3.3216103      1379.2416      24.319118
            4.5      772.02944      4.1903955      604.41845      3.0949475      1202.8745      21.311786
            4.6      664.31948      3.8934519       520.5837      2.8652084      1015.6175      20.423695
            4.7       577.4735      3.6064467      451.42829      2.6539428      881.90285      19.254223
            4.8      496.60136      3.3535835      387.61381      2.4688057       776.0177      19.097396
            4.9      415.74992      3.0819354      325.27748      2.2672642      649.67243      16.814897
              5      415.74992      3.0819354      325.27748      2.2672642      649.67243      16.814897
