#          y_em        central        num_err    min (scale)        num_err    max (scale)        num_err
            2.6      4766.3541       9.874802      3777.7088       7.497881      6713.1328      41.048486
            2.7      4525.9598      9.6105115       3586.407      7.3264179      6434.1441      40.411186
            2.8      4259.3199      9.3578979      3375.1761       7.120867      6040.3407      38.604282
            2.9      3967.6441      9.0066062      3143.2448      6.8469409      5679.9257      37.981614
              3      3660.4828      8.6708793      2899.1411      6.5726708      5172.8507       36.24623
            3.1      3361.0088      8.3084979      2658.4678      6.4085896      4812.7091      34.018391
            3.2      3073.9138      8.0080847      2432.1301      6.1880876      4358.6086      33.846854
            3.3       2759.386      7.5227486      2180.6475      5.6812254      3984.4482      31.739126
            3.4      2452.5623      7.1026418      1937.0787      5.4106848      3572.0818      29.565136
            3.5      2185.1293      6.7062961      1726.7209       5.092382      3149.4912      27.835863
            3.6      1913.4404      6.2574272      1511.8099      4.7353599      2754.6985      26.594698
            3.7      1655.6775      5.8282879       1306.275      4.3972325      2394.9607      26.097463
            3.8      1421.8096      5.4073195      1122.3004       4.083301      2054.3499       23.18909
            3.9      1223.4305      4.9933092      965.19431      3.8135695      1789.6639      21.255005
              4      1028.0409      4.5804764      810.47724      3.4621958      1484.7755        20.3665
            4.1      866.97488      4.2136153      684.57457      3.1987547      1265.2709      18.385054
            4.2      719.69423      3.8311294      568.15295      2.9553504      1028.6076      17.430587
            4.3      597.32163      3.4690224      471.63736       2.633123      844.06822      15.995871
            4.4      495.43792      3.1608894      390.79155      2.3998772      719.96484      13.686083
            4.5      405.22416      2.8914432      320.13121      2.1886474      577.48722      13.863858
            4.6      328.18336      2.5716839      259.14439      1.9426987      469.29161      11.196927
            4.7      271.62956      2.3505447      214.83473      1.8343044      397.09969       7.898197
            4.8      221.99858      2.1278386      174.97837      1.6069472      338.74999      9.9365347
            4.9      181.84622      1.9172799      143.50449      1.4498731      251.99368      7.8683709
              5      181.84622      1.9172799      143.50449      1.4498731      251.99368      7.8683709
