#           y_Z        central        num_err    min (scale)        num_err    max (scale)        num_err
           -1.8      5884.9827      10.741011      4686.9772      8.2317134      8272.6653       41.56169
           -1.7      5878.3226      10.699315      4681.8862      8.2339697      8241.4818      40.658828
           -1.6      5879.9176      10.698271      4685.9157      8.2125482      8244.4887      40.822202
           -1.5      5866.2923      10.685612      4676.9469      8.2198735      8204.9648      41.203607
           -1.4      5886.4787      10.788275      4688.6056      8.2813781      8271.6215       40.13565
           -1.3      5853.2961      10.694463      4664.7049        8.20418      8139.8163      40.241128
           -1.2      5873.5068      10.676761      4679.1274      8.1995806      8192.3437      40.851409
           -1.1      5852.0054      10.646764      4663.8361      8.1679624      8188.9548      41.299938
             -1      5836.1838      10.654995      4654.7517      8.2338596      8144.7296      42.232948
           -0.9      5854.5775      10.633675      4668.9858       8.173641       8167.734      40.913241
           -0.8      5861.1372      10.649622      4673.4879      8.2030445       8232.841      42.407179
           -0.7      5842.6536      10.665265      4657.2655      8.1963561      8133.1439      42.734547
           -0.6      5836.4976      10.644209      4651.8779      8.1868076      8169.9919      42.189085
           -0.5      5823.1116       10.62513      4642.8834       8.149102      8210.5187      42.262811
           -0.4       5811.673      10.603362      4631.6756      8.1351723      8115.8235      42.556574
           -0.3      5794.1564      10.579628      4620.5767      8.1902585      8042.0871      40.531441
           -0.2      5809.1751      10.596923      4630.6501      8.1354817       8112.121      41.968578
           -0.1      5817.0851      10.617062      4636.7203      8.1788735      8162.8013      41.786353
              0      5830.5217      10.618127      4645.4348       8.182972      8218.7106      40.441129
            0.1      5832.9568      10.651814      4646.5222      8.1706116      8179.7295      41.518545
            0.2      5822.4674      10.627883      4640.2571      8.1922123      8160.4061      41.345587
            0.3      5826.5939      10.698425      4642.9468      8.2382345      8120.8063      41.554364
            0.4      5817.7775      10.613059      4636.1138       8.147397      8119.5607      40.581317
            0.5      5828.3947       10.72078      4645.0512       8.267365      8160.3084      41.505474
            0.6      5828.7199      10.624222      4647.1526      8.1624982      8146.3563      41.961708
            0.7      5854.7865      10.748953      4668.3726      8.2669817      8162.0605      43.711569
            0.8      5868.9022      10.698483      4677.7816      8.3356707      8224.8264      41.660648
            0.9      5857.1736      10.664279      4667.3806       8.202665      8141.8614      41.339285
              1      5861.5068      10.708461      4672.0561      8.2648972      8228.5965      41.250149
            1.1       5888.553       10.71197      4690.0274      8.2067843      8300.3118      43.145051
            1.2      5870.5847      10.720213       4678.641       8.197935      8151.7866      42.725738
            1.3      5895.2038      10.772416      4696.0203      8.2885661      8297.9982      41.898433
            1.4      5871.4867      10.731559      4675.8788      8.2021525      8228.1556       42.39175
            1.5      5876.5241        10.7781      4680.0267      8.3261219      8250.0299      42.549563
            1.6      5865.9472      10.767667      4673.5921      8.2450351      8214.6047      41.487163
            1.7      5875.4313      10.785396      4680.0225      8.3831336      8179.5939      43.217368
            1.8      5853.9335      10.755597      4659.6118      8.2677459      8220.6718      42.548626
            1.9      5825.9631      10.849946      4637.4578      8.5455096      8211.4359      44.653782
              2      5815.1566      10.736934        4627.88      8.2424629      8149.8628      42.303763
            2.1      5755.4333      10.705901      4579.0889      8.1918346      8033.2837      43.124305
            2.2      5722.0777      10.716234      4551.7542      8.2531704       8040.363      43.817664
            2.3      5629.3709      10.676947      4479.9296      8.1520061      7900.6229      42.549692
            2.4      5570.1708      10.601515      4425.7166      8.0950672       7828.479      44.405548
            2.5      5464.1059      10.496541      4337.0569      7.9967171      7743.1391      42.361512
            2.6      5326.6602      10.379346      4229.8214       7.890281       7487.608      41.669579
            2.7      5176.2365      10.278796      4112.2416      7.8696583      7277.6202      41.601607
            2.8      5018.9366      10.153486       3980.347      7.7204527      7123.6922      42.418593
            2.9      4817.8675      10.060998      3820.9507      7.7300892      6805.2696      40.764027
              3      4573.0026      9.7265252        3621.87      7.3797088      6479.4902      40.003917
            3.1      4322.4256      9.4870489      3421.9216      7.2140412      6179.9614      38.658602
            3.2      4033.9942      9.1848065      3188.5958      6.9781179       5798.305      38.820731
            3.3      3724.4259      8.8243615      2942.0249      6.6910549      5358.9707      36.143949
            3.4      3369.5132      8.4528933      2659.6203      6.3936897      4884.5265      35.508505
            3.5      3030.0543      8.0546442      2388.5927      6.0917649        4382.67      34.300771
            3.6      2644.7278      7.5504338      2082.1975      5.6836564      3925.4811      32.511711
            3.7      2260.0343      7.0418868      1780.3114      5.2940155      3258.9957      31.125179
            3.8      1897.4791      6.4393483      1490.3247      4.8675837      2791.3782      28.949834
            3.9      1541.1102      5.8441297      1209.4054      4.4261415      2300.5481      26.820673
              4      1198.6115      5.1558579      938.51385       3.844947      1809.3396      23.771065
            4.1      893.61733      4.4571298      700.59268      3.3568118      1315.3092      20.915185
            4.2      644.53704      3.7961799      503.14993      2.8229799      1009.7982      19.861539
            4.3      429.31635      3.1259778      334.90666      2.3240023      674.19975      15.327632
            4.4      264.78401      2.4451125      206.31223      1.8082112      400.66862      15.340037
            4.5      155.94741      1.8870282      121.04773      1.3943569      255.52886      10.603646
            4.6      81.483412      1.3730312      63.287432      1.0162497      126.10416      6.1564712
            4.7      36.740175     0.93198166      28.648123     0.68095608      53.392108      5.5049043
            4.8      16.403883     0.65326824      12.587855     0.47558404      23.416357      1.7108466
            4.9      5.6151191     0.36899553      4.3551354     0.26553582      7.4157181     0.96347748
              5      5.6151191     0.36899553      4.3551354     0.26553582      7.4157181     0.96347748
