qTcut          mu_R/GAo2      mu_F/GAo2      XS +- err (dNNLO.QCD)             

0.36           2              2              -nan            +- -nan           

0.37           0.5            0.5            -nan            +- -nan           
0.37           1              1              -nan            +- -nan           
0.37           2              2              -nan            +- -nan           

0.38           0.5            0.5            -nan            +- -nan           
0.38           1              1              -nan            +- -nan           
0.38           2              2              -nan            +- -nan           

0.39           0.5            0.5            -nan            +- -nan           
0.39           1              1              -nan            +- -nan           
0.39           2              2              -nan            +- -nan           

0.4            0.5            0.5            -nan            +- -nan           
0.4            1              1              -nan            +- -nan           
0.4            2              2              -nan            +- -nan           

0.41           0.5            0.5            -nan            +- -nan           
0.41           1              1              -nan            +- -nan           
0.41           2              2              -nan            +- -nan           

0.42           0.5            0.5            -nan            +- -nan           
0.42           1              1              -nan            +- -nan           
0.42           2              2              -nan            +- -nan           

0.43           0.5            0.5            -nan            +- -nan           
0.43           1              1              -nan            +- -nan           
0.43           2              2              -nan            +- -nan           

0.44           0.5            0.5            -nan            +- -nan           
0.44           1              1              -nan            +- -nan           
0.44           2              2              -nan            +- -nan           

0.45           0.5            0.5            -nan            +- -nan           
0.45           1              1              -nan            +- -nan           
0.45           2              2              -nan            +- -nan           

0.46           0.5            0.5            -nan            +- -nan           
0.46           1              1              -nan            +- -nan           
0.46           2              2              -nan            +- -nan           

0.47           0.5            0.5            -nan            +- -nan           
0.47           1              1              -nan            +- -nan           
0.47           2              2              -nan            +- -nan           

0.48           0.5            0.5            -nan            +- -nan           
0.48           1              1              -nan            +- -nan           
0.48           2              2              -nan            +- -nan           

0.49           0.5            0.5            -nan            +- -nan           
0.49           1              1              -nan            +- -nan           
0.49           2              2              -nan            +- -nan           

0.5            0.5            0.5            -nan            +- -nan           
0.5            1              1              -nan            +- -nan           
0.5            2              2              -nan            +- -nan           

0.51           0.5            0.5            -nan            +- -nan           
0.51           1              1              -nan            +- -nan           
0.51           2              2              -nan            +- -nan           

0.52           0.5            0.5            -nan            +- -nan           
0.52           1              1              -nan            +- -nan           
0.52           2              2              -nan            +- -nan           

0.53           0.5            0.5            -nan            +- -nan           
0.53           1              1              -nan            +- -nan           
0.53           2              2              -nan            +- -nan           

0.54           0.5            0.5            -nan            +- -nan           
0.54           1              1              -nan            +- -nan           
0.54           2              2              -nan            +- -nan           

0.55           0.5            0.5            -nan            +- -nan           
0.55           1              1              -nan            +- -nan           
0.55           2              2              -nan            +- -nan           

0.56           0.5            0.5            -nan            +- -nan           
0.56           1              1              -nan            +- -nan           
0.56           2              2              -nan            +- -nan           

0.57           0.5            0.5            -nan            +- -nan           
0.57           1              1              -nan            +- -nan           
0.57           2              2              -nan            +- -nan           

0.58           0.5            0.5            -nan            +- -nan           
0.58           1              1              -nan            +- -nan           
0.58           2              2              -nan            +- -nan           

0.59           0.5            0.5            -nan            +- -nan           
0.59           1              1              -nan            +- -nan           
0.59           2              2              -nan            +- -nan           

0.6            0.5            0.5            -nan            +- -nan           
0.6            1              1              -nan            +- -nan           
0.6            2              2              -nan            +- -nan           

0.61           0.5            0.5            -nan            +- -nan           
0.61           1              1              -nan            +- -nan           
0.61           2              2              -nan            +- -nan           

0.62           0.5            0.5            -nan            +- -nan           
0.62           1              1              -nan            +- -nan           
0.62           2              2              -nan            +- -nan           

0.63           0.5            0.5            -nan            +- -nan           
0.63           1              1              -nan            +- -nan           
0.63           2              2              -nan            +- -nan           

0.64           0.5            0.5            -nan            +- -nan           
0.64           1              1              -nan            +- -nan           
0.64           2              2              -nan            +- -nan           

0.65           0.5            0.5            -nan            +- -nan           
0.65           1              1              -nan            +- -nan           
0.65           2              2              -nan            +- -nan           

0.66           0.5            0.5            -nan            +- -nan           
0.66           1              1              -nan            +- -nan           
0.66           2              2              -nan            +- -nan           

0.67           0.5            0.5            -nan            +- -nan           
0.67           1              1              -nan            +- -nan           
0.67           2              2              -nan            +- -nan           

0.68           0.5            0.5            -nan            +- -nan           
0.68           1              1              -nan            +- -nan           
0.68           2              2              -nan            +- -nan           

0.69           0.5            0.5            -nan            +- -nan           
0.69           1              1              -nan            +- -nan           
0.69           2              2              -nan            +- -nan           

0.7            0.5            0.5            -nan            +- -nan           
0.7            1              1              -nan            +- -nan           
0.7            2              2              -nan            +- -nan           

0.71           0.5            0.5            -nan            +- -nan           
0.71           1              1              -nan            +- -nan           
0.71           2              2              -nan            +- -nan           

0.72           0.5            0.5            -nan            +- -nan           
0.72           1              1              -nan            +- -nan           
0.72           2              2              -nan            +- -nan           

0.73           0.5            0.5            -nan            +- -nan           
0.73           1              1              -nan            +- -nan           
0.73           2              2              -nan            +- -nan           

0.74           0.5            0.5            -nan            +- -nan           
0.74           1              1              -nan            +- -nan           
0.74           2              2              -nan            +- -nan           

0.75           0.5            0.5            -nan            +- -nan           
0.75           1              1              -nan            +- -nan           
0.75           2              2              -nan            +- -nan           

0.76           0.5            0.5            -nan            +- -nan           
0.76           1              1              -nan            +- -nan           
0.76           2              2              -nan            +- -nan           

0.77           0.5            0.5            -nan            +- -nan           
0.77           1              1              -nan            +- -nan           
0.77           2              2              -nan            +- -nan           

0.78           0.5            0.5            -nan            +- -nan           
0.78           1              1              -nan            +- -nan           
0.78           2              2              -nan            +- -nan           

0.79           0.5            0.5            -nan            +- -nan           
0.79           1              1              -nan            +- -nan           
0.79           2              2              -nan            +- -nan           

0.8            0.5            0.5            -nan            +- -nan           
0.8            1              1              -nan            +- -nan           
0.8            2              2              -nan            +- -nan           

0.81           0.5            0.5            -nan            +- -nan           
0.81           1              1              -nan            +- -nan           
0.81           2              2              -nan            +- -nan           

0.82           0.5            0.5            -nan            +- -nan           
0.82           1              1              -nan            +- -nan           
0.82           2              2              -nan            +- -nan           

0.83           0.5            0.5            -nan            +- -nan           
0.83           1              1              -nan            +- -nan           
0.83           2              2              -nan            +- -nan           

0.84           0.5            0.5            -nan            +- -nan           
0.84           1              1              -nan            +- -nan           
0.84           2              2              -nan            +- -nan           

0.85           0.5            0.5            -nan            +- -nan           
0.85           1              1              -nan            +- -nan           
0.85           2              2              -nan            +- -nan           

0.86           0.5            0.5            -nan            +- -nan           
0.86           1              1              -nan            +- -nan           
0.86           2              2              -nan            +- -nan           

0.87           0.5            0.5            -nan            +- -nan           
0.87           1              1              -nan            +- -nan           
0.87           2              2              -nan            +- -nan           

0.88           0.5            0.5            -nan            +- -nan           
0.88           1              1              -nan            +- -nan           
0.88           2              2              -nan            +- -nan           

0.89           0.5            0.5            -nan            +- -nan           
0.89           1              1              -nan            +- -nan           
0.89           2              2              -nan            +- -nan           

0.9            0.5            0.5            -nan            +- -nan           
0.9            1              1              -nan            +- -nan           
0.9            2              2              -nan            +- -nan           

0.91           0.5            0.5            -nan            +- -nan           
0.91           1              1              -nan            +- -nan           
0.91           2              2              -nan            +- -nan           

0.92           0.5            0.5            -nan            +- -nan           
0.92           1              1              -nan            +- -nan           
0.92           2              2              -nan            +- -nan           

0.93           0.5            0.5            -nan            +- -nan           
0.93           1              1              -nan            +- -nan           
0.93           2              2              -nan            +- -nan           

0.94           0.5            0.5            -nan            +- -nan           
0.94           1              1              -nan            +- -nan           
0.94           2              2              -nan            +- -nan           

0.95           0.5            0.5            -nan            +- -nan           
0.95           1              1              -nan            +- -nan           
0.95           2              2              -nan            +- -nan           

0.96           0.5            0.5            -nan            +- -nan           
0.96           1              1              -nan            +- -nan           
0.96           2              2              -nan            +- -nan           

0.97           0.5            0.5            -nan            +- -nan           
0.97           1              1              -nan            +- -nan           
0.97           2              2              -nan            +- -nan           

0.98           0.5            0.5            -nan            +- -nan           
0.98           1              1              -nan            +- -nan           
0.98           2              2              -nan            +- -nan           

0.99           0.5            0.5            -nan            +- -nan           
0.99           1              1              -nan            +- -nan           
0.99           2              2              -nan            +- -nan           

1              0.5            0.5            -nan            +- -nan           
1              1              1              -nan            +- -nan           
1              2              2              -nan            +- -nan           
