#    pt_em-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
             37      800.50416      1.0996299      647.71204     0.85966057      1030.8928      1.5908917
             38      774.94143      1.0809362      627.00311     0.84567902      997.99094      1.5656048
             39      741.09441      1.0580522      599.39754     0.82765231      954.76103      1.5283507
             40      703.47442      1.0297309      569.08419     0.80457718      905.14394      1.4791273
             41      662.49091     0.99665593      536.18327     0.78201678      850.90254      1.4348853
             42      622.94198     0.96253689       503.5921     0.75355347      800.10794      1.3716478
             43       580.9304     0.92662733       469.8516     0.73211484      744.92428      1.3273932
             44       541.6555     0.89575488      438.13983     0.70388279      693.33789      1.2699918
             45      501.91619     0.85685592      405.78157     0.67308002      642.02735       1.203637
             46      466.92029     0.82591734      377.67573     0.65034708      596.30687      1.1593895
             47      434.50956     0.79524076      351.15976     0.63062787      554.89388      1.1242818
             48      403.32951     0.76875415      326.02104     0.60740905      514.28859       1.074946
             49        374.812      0.7349886      303.03015     0.57977278      477.51702      1.0190142
             50      347.44269     0.70540209       281.0722     0.55994143      441.77702     0.98615893
             51      324.78944     0.68077033       262.6649     0.54039254      412.91996     0.94075083
             52      303.81506     0.65645723      245.64557      0.5198264      386.13844     0.90398087
             53      282.08523     0.63516703      228.17391     0.50306795      358.13881     0.87078407
             54      264.01377     0.60999066      213.47721      0.4844661      335.17362     0.83798652
             55      247.04188     0.58957978      199.91774     0.47443278      313.03426     0.81796429
             56      230.49134     0.56989686      186.58812     0.45513517      291.90217     0.78312874
             57      217.48915     0.55200978      175.99324     0.44354488      275.44758     0.76312882
             58      202.45643      0.5387297       163.8255     0.42748574      256.29611      0.7303485
             59      190.72507      0.5179066      154.20943     0.41183835       241.5916     0.70499633
             60        180.132     0.50175042      145.77462     0.40005078      227.84248     0.68265979
             61      168.72242      0.4843667       136.4247     0.38556817       213.6444     0.65660579
             62      159.85389     0.47151708      129.29542     0.37518028      202.25399     0.63748112
             63      149.98177     0.45616889      121.45341     0.36359541      189.37908     0.61559445
             64      140.74236     0.44206767      113.92956     0.35459122       177.8071     0.60215098
             65      133.82562     0.43359544      108.38135     0.34763933      168.90992      0.5939137
             66      126.36435     0.41785376      102.32194     0.33474767      159.44682     0.56967016
             67      119.69287     0.40789355      96.901943     0.32466395      151.02644     0.54813774
             68      112.54618     0.39581858      91.079952     0.31548385       142.1257     0.53236279
             69      106.95098     0.38490618      86.607891     0.30679986       134.8893     0.51730961
             70      101.94826     0.37467808      82.609192     0.29900602      128.46769     0.50137491
             71      96.272973     0.36687625      77.984959     0.29310724      121.34346     0.49329376
             72      91.517032     0.35451391      74.159519     0.28412742      115.26243     0.47813811
             73      87.575695      0.3479152      70.913611       0.279338      110.39613     0.47043146
             74       82.33468     0.33627041      66.795315      0.2691263      103.56259     0.45068449
             75      78.913066     0.32869564        63.9392     0.26845686      99.412196      0.4511373
             76      74.258959      0.3201754      60.211955     0.25704723      93.407097     0.43118314
             77      70.263739     0.31103666       57.07041      0.2519261      88.173935     0.42366904
             78      67.568076     0.30430416      54.791632     0.24634196      84.980104     0.41587847
             79      64.147421     0.29582426      51.938453     0.23645714      80.865651      0.3943312
             80      61.312078     0.28914392      49.672442     0.23185341      77.203763     0.38509533
             81       58.55917     0.28309087       47.51291     0.22697724      73.580644     0.37821862
             82      55.855478     0.27613206      45.333165     0.22661878      70.142416     0.38754874
             83      53.061069     0.27231285      43.031408     0.21768817       66.67941     0.36439439
             84      50.872264     0.26455204      41.248841     0.21193588      63.984284     0.35132057
             85      48.953121     0.25969873      39.792138     0.20831988      61.331641     0.34783001
             86      46.941663     0.25369028      38.114731     0.20359839      58.895649     0.33875528
             87      44.689398      0.2470897      36.216484     0.19771623      56.229462     0.32804448
             88      42.404089     0.24099299      34.480657     0.19372868      53.112175     0.32184275
             89       40.89658     0.23685258      33.228832     0.19094449      51.257549     0.31620447
             90      38.697433     0.23271471      31.426854      0.1863168      48.539147     0.31030473
             91      37.173672     0.22541677      30.187438     0.18078252      46.615062     0.29991603
             92      35.605768     0.22066992      28.920364     0.17719734      44.634906     0.29572771
             93      34.591964     0.22041033      28.099214     0.17736891      43.359957     0.29590116
             94      32.703474     0.21119062      26.545039     0.16943663      41.031945     0.28047383
             95      31.549375     0.20813303      25.610394      0.1672891      39.576048     0.27724696
             96      30.267823      0.2063785      24.639974     0.16638938       37.83347     0.27825836
             97      29.077023     0.19891445      23.593699     0.15937178      36.497481     0.26158113
             98      27.543612     0.19522682       22.37287     0.15603522      34.527206     0.25848312
             99      27.031625     0.19182057      21.956328     0.15387398      33.902014     0.25519083
            100      27.031625     0.19182057      21.956328     0.15387398      33.902014     0.25519083
