#         eta_b        central        num_err    min (scale)        num_err    max (scale)        num_err
            0.1      4962.7396      8.3667005      4015.8997      6.7078918      6316.2078      11.789577
            0.2      4976.5628       8.378869      4025.3936      6.6398159      6336.8238      11.550606
            0.3       4988.091      8.3727492      4036.2047       6.725728       6348.256      11.793762
            0.4      4978.3193      8.3743041       4029.518      6.6639684       6334.926      11.637272
            0.5      4986.7641      8.4052682      4034.8154      6.6965067       6347.912      11.732478
            0.6        4993.22      8.4357641      4039.9865      6.7335281      6358.6764      11.802276
            0.7      4990.3813       8.412165      4037.3254      6.6692775      6354.6145      11.684244
            0.8       4977.781      8.3933053      4027.4451      6.6676904      6339.0356      11.687788
            0.9       4954.408      8.3878405      4007.9507      6.6524737      6311.2789      11.707138
              1      4929.1791      8.3566939      3987.3057      6.6123565      6280.8522      11.607534
            1.1      4898.2288      8.3375235      3961.1414      6.6221126      6246.0497      11.664521
            1.2      4860.3955      8.3326316      3930.5516      6.5985877      6197.5391      11.634041
            1.3      4832.2708      8.3614775      3906.6685      6.6090359      6168.3456      11.675506
            1.4      4750.8907      8.2466246       3843.179      6.5363624      6059.7943      11.559561
            1.5      4687.3003      8.1877855      3792.1185      6.5575151      5978.0297      11.728495
            1.6      4603.9739       8.142814      3724.2822      6.4567389       5874.691      11.492534
            1.7      4524.5307      8.0977525      3657.2478      6.3835846      5780.9659      11.342395
            1.8      4423.3351      8.0110463      3575.7575      6.3467222      5652.2873      11.313196
            1.9      4336.4151      7.9295591      3507.2037      6.2602126      5537.6988      11.188356
              2      4218.5205      7.8249347       3410.595       6.209441      5394.7976      11.168142
            2.1      4100.6139      7.7346828      3317.5178      6.1846236      5238.1128      11.128473
            2.2      3970.5101      7.6348695      3209.3447       6.004645      5080.0798      10.776419
            2.3      3831.2804      7.5221579      3096.8839      5.9035354      4903.7556      10.620273
            2.4      3711.9744      7.4212376      3002.4829      5.8370187      4749.5617       10.54645
            2.5      3559.4377      7.2741444      2878.9099      5.7193514      4556.6445      10.372407
            2.6      3411.6197      7.1315806      2759.3028      5.6063261      4369.9848      10.178132
            2.7      3283.4309      7.0082975      2655.7803      5.5076998      4207.0955      10.051117
            2.8        3122.44      6.8683252      2525.8434      5.4099416      3999.2014      9.9108169
            2.9      2988.1857      6.7618737      2414.6291      5.2821896      3836.0101      9.6702232
              3       2821.053      6.5545479      2282.7042      5.1271462      3616.3951      9.3994119
            3.1      2673.0045       6.389544      2161.8911      5.0081698      3429.9035      9.2279788
            3.2      2527.8379      6.2251347      2043.7409      4.8652089      3247.4339      8.9722327
            3.3      2364.9235      6.0767289      1913.7614      4.7598212       3035.906      8.8785644
            3.4      2227.5944      5.9247462      1799.1391      4.5976658      2869.5081       8.537299
            3.5      2090.9787      5.7072967      1689.4265      4.4302652      2693.9337      8.2305098
            3.6      1936.0516      5.6409453       1564.458      4.3696434       2493.983      8.1699933
            3.7      1801.0842      5.3489902      1455.4497      4.1752126      2322.5858      7.8667979
            3.8      1661.7069      5.1627286      1342.1629      4.0003632      2145.9288      7.5372147
            3.9      1538.2106      4.9618927      1242.4123      3.8389603      1987.0668      7.2570326
              4      1417.8518      4.7795939       1146.834      3.7592596      1829.5628      7.2308762
            4.1       1288.362      4.5582938      1041.0026      3.5208085      1665.2451      6.6797252
            4.2      1172.7868      4.3756927      946.46201      3.3737414      1519.4447      6.4302618
            4.3      1071.7597       4.180933      865.69813      3.2201762      1388.6919      6.1477623
            4.4      962.17337      3.9797933      776.77117      3.0598974      1247.6686      5.8742711
            4.5      870.47789      3.7911212      703.13606       2.921059      1129.1379       5.605188
            4.6      776.22973      3.5760546      626.64975        2.76032      1007.5508      5.3147868
            4.7       687.7739       3.465486      555.23583      2.6827736      892.98433      5.1941061
            4.8      620.96519      3.2154975      501.12631      2.4696906      807.07023      4.7770156
            4.9      547.52024       3.031929       441.8172      2.3269527       712.4264      4.5228289
              5      547.52024       3.031929       441.8172      2.3269527       712.4264      4.5228289
