#          y_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
            0.9      5458.6155      8.8356138      4411.6975      6.9936026       6966.867      12.433736
              1      5388.9792       8.758448      4353.1434        6.92875      6883.2413      12.290628
            1.1      5285.1534      8.6847793      4265.5884      6.8413065      6760.3219      12.138083
            1.2       5193.794      8.6764429       4193.631       6.830982      6642.1674      12.146988
            1.3      5098.3022      8.5745529      4118.5744      6.7838587       6514.222       12.12892
            1.4      4972.5998      8.4468132      4018.8512      6.7198163      6352.3528       11.98641
            1.5      4838.8973      8.3561711      3908.8771      6.5719448        6188.54      11.721862
            1.6      4732.0813      8.2714952      3826.4698      6.5510236      6042.4393      11.744546
            1.7      4599.2346      8.1592306      3718.4918      6.4570031      5879.2702      11.631646
            1.8      4461.5113      8.0758839      3606.6961      6.3587398      5704.6328      11.402655
            1.9      4332.1541      7.9716351      3501.8072      6.2886069      5540.0831      11.321213
              2      4175.9092      7.8266427      3378.4763      6.1766455      5337.6514      11.111461
            2.1      4035.8905       7.698878      3264.2092      6.0618201      5162.7646       10.93615
            2.2       3872.173       7.565364      3132.2569      5.9749736       4954.428       10.80295
            2.3      3724.3531      7.4352285      3011.5234      5.8295892      4768.5911      10.550083
            2.4      3563.5087      7.3303915      2883.1495       5.761812      4560.6704      10.490321
            2.5      3402.8368      7.1363725      2754.7553      5.6031518      4353.9015      10.171136
            2.6      3235.6503      6.9899591      2620.5238      5.5174111      4140.5588      10.128872
            2.7      3063.3338      6.8165991      2480.5562      5.3348344      3921.8021      9.7334443
            2.8      2906.1562      6.6717879      2352.4048      5.2154906      3724.5799      9.5474497
            2.9      2756.5344      6.4772902      2230.9349      5.0581344      3537.5789      9.2441192
              3      2587.7264       6.317754      2096.1168      4.9289643      3314.9706      9.0476817
            3.1      2413.6017      6.1276925       1955.972      4.8115561      3094.5562      8.8602548
            3.2      2250.6206      5.9425296      1824.4601      4.6402142      2885.0694      8.5852559
            3.3      2102.7081      5.7518506      1703.2193       4.480612      2699.1845       8.280532
            3.4      1934.2685      5.5285716      1569.6958      4.3248195      2477.4539      8.0119401
            3.5      1790.0644       5.326066      1452.6059      4.1849024      2294.0499      7.7920668
            3.6      1643.4198      5.1077292      1332.1386      3.9802288      2111.8395      7.3940325
            3.7      1500.3159      4.9265195      1216.7687      3.8341927      1928.6416      7.1236254
            3.8      1357.4828      4.6856268      1102.3994      3.6525313      1741.3704        6.82916
            3.9      1235.3073       4.611062      1001.8417      3.5829782      1589.6054      6.6726675
              4      1096.4807      4.2179034      890.15704      3.2894807      1409.1164      6.1358393
            4.1      982.46561      4.0358809      797.62385       3.140408      1263.5873      5.8451225
            4.2      876.74605        3.81544      711.21204      2.9590107      1130.1058      5.5137209
            4.3      774.91999      3.6345335      628.93433      2.8231013      998.56432      5.2645394
            4.4      670.21851      3.3679242       545.3505       2.623347       861.0162      4.8818302
            4.5       589.6959      3.1287393      480.01223      2.4372337      758.30546       4.528922
            4.6      505.33161      2.9030957      410.93097      2.2529554      650.35975      4.2133818
            4.7      429.39622      2.6845021       350.0346      2.0911831      551.11215       3.900967
            4.8      368.72188      2.4708535      300.40413      1.9261119      473.99853      3.5872153
            4.9      308.53583      2.2759639      251.26315      1.7745947       397.1485      3.2954006
              5      308.53583      2.2759639      251.26315      1.7745947       397.1485      3.2954006
