#         pt_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
            255     0.82189724    0.015205364     0.65421531    0.011858948      1.0456899     0.02093903
            260     0.72548729    0.014112387     0.57416577    0.010935261     0.92972271    0.019393492
            265     0.68593983     0.01452773     0.54338814    0.011249232       0.877217    0.020337289
            270     0.63279612    0.013374306     0.50174268     0.01039693     0.80863659    0.018363178
            275     0.56315819    0.012501768     0.44911334    0.009784121     0.71343717    0.017365202
            280     0.52448039    0.012452191     0.41490347   0.0096057655     0.67138822    0.017205548
            285     0.47876913    0.011735202     0.38270414   0.0094220094     0.60454859    0.017056996
            290     0.46233596    0.011615155      0.3630248   0.0089137465     0.59758978    0.015901162
            295     0.41807646    0.010762722     0.33069005   0.0083462112     0.53526087    0.014723992
            300     0.38526318    0.011005658     0.30192005   0.0083344044     0.49954258    0.015382571
            305     0.36412945    0.010322897     0.28681805   0.0079468146     0.46897702    0.014329829
            310      0.3260079    0.010247083     0.26255007   0.0083298477     0.40655511    0.015897174
            315     0.30038019   0.0091369903     0.23668175   0.0070226281     0.38693845    0.012652244
            320     0.28738923   0.0089607366     0.22568764   0.0069088135     0.37163803    0.012258105
            325     0.27790653   0.0087740018     0.21885759   0.0067614016      0.3574305     0.01223815
            330      0.2507221    0.011051395     0.19796214    0.008922737     0.32278099    0.014636603
            335     0.21989113   0.0085951958     0.17602068   0.0067140917     0.27647812    0.012632003
            340      0.2277204   0.0081117245     0.17835918   0.0061617077     0.29527355    0.011288586
            345     0.20843178   0.0075621647     0.16452763   0.0059088035     0.26755098    0.010250173
            350     0.18484696   0.0071847883     0.14714948   0.0056563269     0.23353247   0.0098836003
            355     0.17074159   0.0069310614     0.13401522   0.0053253479     0.22056414   0.0095914207
            360     0.15013024   0.0064602955     0.11909691   0.0049611102     0.19078661   0.0090352785
            365     0.16047117   0.0066501226     0.12644735   0.0051120732      0.2060339   0.0092215295
            370     0.13591803   0.0061335833     0.10769255   0.0047716341     0.17289005   0.0087863966
            375     0.13336379   0.0062180735     0.10521076   0.0047994333     0.17057753   0.0088357466
            380     0.13188634   0.0066161891     0.10309275   0.0049817016     0.17106422   0.0094105723
            385     0.10692444   0.0057110913    0.085534559    0.004348241     0.13417614   0.0081827781
            390     0.10132088   0.0053608843     0.07984725   0.0041046699     0.12994683   0.0075162304
            395    0.093242656   0.0052291156     0.07441669   0.0039737559     0.11776439    0.007555056
            400     0.09107084   0.0051457523     0.07227203   0.0039242247     0.11562002   0.0071367442
            405    0.090841129   0.0054718817    0.071671362   0.0041234868     0.11627947   0.0078234728
            410    0.088105314   0.0048433641    0.068120019   0.0037146598     0.11601288   0.0066048717
            415    0.083709644   0.0049158533    0.066355409   0.0040409481     0.10642715   0.0072526748
            420    0.069514311   0.0043260507    0.054331199   0.0033656449    0.090077842   0.0058575364
            425    0.072838801   0.0045533456    0.057472254   0.0035013006    0.093307751   0.0062176842
            430     0.07674689   0.0045068383    0.059291776   0.0034505507     0.10105013   0.0062263344
            435    0.065704073   0.0042650729    0.051680501   0.0032734503    0.084369173   0.0061362648
            440    0.058965509   0.0040908641    0.046566541   0.0031323791    0.074942957   0.0057803762
            445     0.05200149   0.0038862687    0.040759415   0.0029689532    0.067146964   0.0053626952
            450    0.053386705   0.0038099458    0.041420548   0.0029034154    0.069803409   0.0052478793
            455    0.046943277    0.003785983    0.037463007   0.0028543958    0.058997036   0.0054621419
            460    0.043251283   0.0035116973    0.034563709   0.0027185695     0.05434122   0.0048403428
            465    0.045974393   0.0037630014      0.0369685   0.0028345113    0.056910265   0.0057728183
            470    0.039749432   0.0032498122    0.031137234   0.0024768289    0.051304119    0.004655548
            475    0.037905738   0.0031485172    0.029820534   0.0026018695     0.04829385   0.0046287791
            480    0.030317012     0.00355198    0.024280738   0.0025708506    0.037969609   0.0052880106
            485    0.034871194   0.0034316259    0.027084582   0.0025724702    0.045602413   0.0048401517
            490    0.028457476   0.0028953034    0.022238328   0.0022137348    0.036817311   0.0039968813
            495    0.029314996   0.0029044285    0.022771199   0.0021932362    0.038248222   0.0040495252
            500    0.029314996   0.0029044285    0.022771199   0.0021932362    0.038248222   0.0040495252
