#          y_bb        central        num_err    min (scale)        num_err    max (scale)        num_err
            2.1      4040.1411      7.7187239      3268.1701      6.0652485      5166.5689      10.913669
            2.2      3879.3877      7.5734258      3137.5268      5.9517192      4966.3144       10.75234
            2.3      3700.3007      7.4331778      2996.6312      5.8521283      4729.4484      10.607616
            2.4      3533.4757      7.2579269      2860.5162      5.6926295      4520.1044      10.311841
            2.5      3374.3983      7.1115151      2732.3914      5.6066973       4318.154      10.220931
            2.6      3196.5258      6.9455459      2586.1874       5.432441      4096.8837        9.90352
            2.7      3028.7694      6.8036556      2450.1765      5.3500482      3885.3503      9.8615501
            2.8      2845.9901       6.597978      2303.9309      5.1610395      3648.3404      9.4652134
            2.9      2676.9704      6.4140737      2165.9762      5.0347102      3436.0823      9.2811261
              3      2495.9872        6.22608       2022.327      4.8561755      3199.2517      8.9819624
            3.1      2328.7087      6.0777068      1887.9628      4.7342428      2984.8477      8.7819988
            3.2      2172.8546      5.9201731      1757.6037      4.6089307      2796.4933      8.5756463
            3.3      2006.8078      5.6260009      1624.2862       4.373678      2583.1846      8.1548121
            3.4      1850.3396      5.4347879      1499.0227      4.2429484      2380.1065      7.9686922
            3.5      1702.7664      5.2547893       1377.253      4.0709225      2195.0168      7.6339684
            3.6      1545.0247      5.0140049      1249.2415      3.8835783      1993.7239      7.3068671
            3.7      1394.5455      4.7609116      1128.0591      3.6852425      1800.7082      6.9884236
            3.8      1265.2213      4.6944184      1023.9086       3.618159      1634.4485      6.8613349
            3.9      1118.8813      4.3045609      906.01366      3.3238538       1445.332      6.3156956
              4      1002.5746      4.0714258       810.3296       3.139062      1300.5372      5.9956097
            4.1      879.60175      3.8418761      711.34503      2.9646592      1139.2712      5.6685255
            4.2      766.13292      3.5928305      620.55789      2.7675126       991.5947      5.2946392
            4.3      664.21712      3.3451028      538.46749      2.5878304      858.84045      4.9751943
            4.4      571.31341      3.1257873       462.5414      2.4040075      740.51202      4.6329366
            4.5      492.87554      2.8946027      398.45427      2.2242281      641.17097      4.3126074
            4.6      416.20502      2.6598683      336.33261       2.049035      542.79413      3.9632409
            4.7      344.81843      2.4264168      278.65864      1.8625552      450.18852      3.6056869
            4.8        284.362      2.2127929      229.36859       1.696217      372.92604      3.2929859
            4.9      234.58891      2.0082587      189.54464      1.5415936       306.6357      2.9949714
              5      234.58891      2.0082587      189.54464      1.5415936       306.6357      2.9949714
