#       dy_b-bx        central        num_err    min (scale)        num_err    max (scale)        num_err
           -1.6      4061.9816      67.746653      4061.9816      67.746653      4061.9816      67.746653
           -1.5      4882.5056       70.22811      4882.5056       70.22811      4882.5056       70.22811
           -1.4      5759.8695      81.255089      5759.8695      81.255089      5759.8695      81.255089
           -1.3      6864.9736      89.828115      6864.9736      89.828115      6864.9736      89.828115
           -1.2      8078.2587      92.488148      8078.2587      92.488148      8078.2587      92.488148
           -1.1       9415.328      93.555844       9415.328      93.555844       9415.328      93.555844
             -1       11392.74      127.62378       11392.74      127.62378       11392.74      127.62378
           -0.9      13484.032      126.22889      13484.032      126.22889      13484.032      126.22889
           -0.8       15131.52      121.86073       15131.52      121.86073       15131.52      121.86073
           -0.7      17973.377      157.11603      17973.377      157.11603      17973.377      157.11603
           -0.6      20600.024      162.32567      20600.024      162.32567      20600.024      162.32567
           -0.5      23671.713      180.38888      23671.713      180.38888      23671.713      180.38888
           -0.4      26626.123      175.64334      26626.123      175.64334      26626.123      175.64334
           -0.3      29673.389      196.98999      29673.389      196.98999      29673.389      196.98999
           -0.2      33015.625      204.76949      33015.625      204.76949      33015.625      204.76949
           -0.1      34766.051      217.38174      34766.051      217.38174      34766.051      217.38174
              0      35284.732      227.05497      35284.732      227.05497      35284.732      227.05497
            0.1      32655.106        201.073      32655.106        201.073      32655.106        201.073
            0.2      29650.441      185.03507      29650.441      185.03507      29650.441      185.03507
            0.3      26490.346      179.84921      26490.346      179.84921      26490.346      179.84921
            0.4      23471.007      169.72159      23471.007      169.72159      23471.007      169.72159
            0.5      20624.362      161.67426      20624.362      161.67426      20624.362      161.67426
            0.6      17945.047      153.00268      17945.047      153.00268      17945.047      153.00268
            0.7      15434.756      140.64488      15434.756      140.64488      15434.756      140.64488
            0.8      13178.086      122.02514      13178.086      122.02514      13178.086      122.02514
            0.9      11244.391      110.86857      11244.391      110.86857      11244.391      110.86857
              1      9662.1344      114.02811      9662.1344      114.02811      9662.1344      114.02811
            1.1       8169.478      101.32397       8169.478      101.32397       8169.478      101.32397
            1.2       6893.983      95.089474       6893.983      95.089474       6893.983      95.089474
            1.3      5791.8653      90.782712      5791.8653      90.782712      5791.8653      90.782712
            1.4      4817.7991      72.731174      4817.7991      72.731174      4817.7991      72.731174
            1.5      4109.3733      62.990346      4109.3733      62.990346      4109.3733      62.990346
            1.6      3602.1761      68.440488      3602.1761      68.440488      3602.1761      68.440488
            1.7      2887.1239      51.342288      2887.1239      51.342288      2887.1239      51.342288
            1.8      2519.5204      58.855756      2519.5204      58.855756      2519.5204      58.855756
            1.9      2040.6376      49.251102      2040.6376      49.251102      2040.6376      49.251102
              2      1822.7273       46.81492      1822.7273       46.81492      1822.7273       46.81492
            2.1       1472.909      32.127256       1472.909      32.127256       1472.909      32.127256
            2.2      1319.0961      44.002981      1319.0961      44.002981      1319.0961      44.002981
            2.3      1101.1719       30.51061      1101.1719       30.51061      1101.1719       30.51061
            2.4      973.19854      48.695396      973.19854      48.695396      973.19854      48.695396
            2.5      808.56378      25.151883      808.56378      25.151883      808.56378      25.151883
            2.6      718.54413      20.461276      718.54413      20.461276      718.54413      20.461276
            2.7      620.74122       21.88883      620.74122       21.88883      620.74122       21.88883
            2.8      488.19166      15.952682      488.19166      15.952682      488.19166      15.952682
            2.9      504.00897      23.816926      504.00897      23.816926      504.00897      23.816926
              3      394.87575      14.663111      394.87575      14.663111      394.87575      14.663111
            3.1      398.69907      32.118543      398.69907      32.118543      398.69907      32.118543
            3.2      298.24839      18.822483      298.24839      18.822483      298.24839      18.822483
            3.3      266.42913      10.507446      266.42913      10.507446      266.42913      10.507446
            3.4         248.67      14.841943         248.67      14.841943         248.67      14.841943
            3.5      229.63866      18.969046      229.63866      18.969046      229.63866      18.969046
            3.6      168.41458       7.875909      168.41458       7.875909      168.41458       7.875909
            3.7       152.2223      7.8550329       152.2223      7.8550329       152.2223      7.8550329
            3.8      127.72093      7.6462914      127.72093      7.6462914      127.72093      7.6462914
            3.9      121.04468      6.1454953      121.04468      6.1454953      121.04468      6.1454953
              4      96.824346      5.5233228      96.824346      5.5233228      96.824346      5.5233228
            4.1      98.338492      7.0231265      98.338492      7.0231265      98.338492      7.0231265
            4.2      78.793293      5.8574751      78.793293      5.8574751      78.793293      5.8574751
            4.3      67.908477      5.2578159      67.908477      5.2578159      67.908477      5.2578159
            4.4      62.726603      4.6900943      62.726603      4.6900943      62.726603      4.6900943
            4.5      46.402369      3.6184399      46.402369      3.6184399      46.402369      3.6184399
            4.6      45.909922      4.3956472      45.909922      4.3956472      45.909922      4.3956472
            4.7      36.873542      3.4661921      36.873542      3.4661921      36.873542      3.4661921
            4.8      40.282151      7.7151575      40.282151      7.7151575      40.282151      7.7151575
            4.9      19.515821      2.3244454      19.515821      2.3244454      19.515821      2.3244454
              5      19.515821      2.3244454      19.515821      2.3244454      19.515821      2.3244454
