#          y_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
            2.6      6322.0535      20.497386      6322.0535      20.497386      6322.0535      20.497386
            2.7      6252.8548      19.592637      6252.8548      19.592637      6252.8548      19.592637
            2.8      6149.1508      19.970928      6149.1508      19.970928      6149.1508      19.970928
            2.9      6019.8446        20.8366      6019.8446        20.8366      6019.8446        20.8366
              3      5873.9927      19.410787      5873.9927      19.410787      5873.9927      19.410787
            3.1      5712.6164      19.099902      5712.6164      19.099902      5712.6164      19.099902
            3.2      5559.4523      18.714971      5559.4523      18.714971      5559.4523      18.714971
            3.3      5393.6818      19.968947      5393.6818      19.968947      5393.6818      19.968947
            3.4      5128.2585      18.593053      5128.2585      18.593053      5128.2585      18.593053
            3.5      4927.9132      17.857055      4927.9132      17.857055      4927.9132      17.857055
            3.6      4666.9671      17.318864      4666.9671      17.318864      4666.9671      17.318864
            3.7      4453.0634      16.803824      4453.0634      16.803824      4453.0634      16.803824
            3.8       4196.971      16.955805       4196.971      16.955805       4196.971      16.955805
            3.9      3927.6346      17.382129      3927.6346      17.382129      3927.6346      17.382129
              4      3604.4818      15.232554      3604.4818      15.232554      3604.4818      15.232554
            4.1      3313.1235      14.094302      3313.1235      14.094302      3313.1235      14.094302
            4.2      3034.6712      15.095722      3034.6712      15.095722      3034.6712      15.095722
            4.3      2733.5916      12.683853      2733.5916      12.683853      2733.5916      12.683853
            4.4      2456.0585      13.091146      2456.0585      13.091146      2456.0585      13.091146
            4.5      2181.0988      11.272071      2181.0988      11.272071      2181.0988      11.272071
            4.6      1932.3935      11.503321      1932.3935      11.503321      1932.3935      11.503321
            4.7      1689.8229      10.607144      1689.8229      10.607144      1689.8229      10.607144
            4.8      1480.4054       9.837133      1480.4054       9.837133      1480.4054       9.837133
            4.9      1262.6589      9.2058145      1262.6589      9.2058145      1262.6589      9.2058145
              5      1262.6589      9.2058145      1262.6589      9.2058145      1262.6589      9.2058145
