#    pt_em-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
             53       467.8139      6.5343342       467.8139      6.5343342       467.8139      6.5343342
             54      442.66048      6.9613523      442.66048      6.9613523      442.66048      6.9613523
             55      401.30602      5.6020145      401.30602      5.6020145      401.30602      5.6020145
             56      376.70267       6.657321      376.70267       6.657321      376.70267       6.657321
             57      353.65522      4.9122716      353.65522      4.9122716      353.65522      4.9122716
             58      322.10946       4.851836      322.10946       4.851836      322.10946       4.851836
             59      298.86199      5.0694292      298.86199      5.0694292      298.86199      5.0694292
             60      284.93588      4.8243917      284.93588      4.8243917      284.93588      4.8243917
             61      265.23693      4.8526338      265.23693      4.8526338      265.23693      4.8526338
             62      252.64125      5.3463629      252.64125      5.3463629      252.64125      5.3463629
             63       240.0971      5.8291363       240.0971      5.8291363       240.0971      5.8291363
             64      222.32922      4.7725079      222.32922      4.7725079      222.32922      4.7725079
             65      203.03015      3.7440121      203.03015      3.7440121      203.03015      3.7440121
             66      197.29512      4.3425343      197.29512      4.3425343      197.29512      4.3425343
             67       186.0305      4.2307787       186.0305      4.2307787       186.0305      4.2307787
             68      178.45852      5.6980911      178.45852      5.6980911      178.45852      5.6980911
             69      166.10153      4.9133035      166.10153      4.9133035      166.10153      4.9133035
             70      155.14807      3.3685339      155.14807      3.3685339      155.14807      3.3685339
             71       144.2722      3.8344696       144.2722      3.8344696       144.2722      3.8344696
             72      138.19202      2.9583814      138.19202      2.9583814      138.19202      2.9583814
             73       133.2361      3.3296768       133.2361      3.3296768       133.2361      3.3296768
             74      131.82166      3.6967256      131.82166      3.6967256      131.82166      3.6967256
             75      125.34375      3.8989494      125.34375      3.8989494      125.34375      3.8989494
             76      111.29623      3.7412043      111.29623      3.7412043      111.29623      3.7412043
             77      107.68673      3.5427112      107.68673      3.5427112      107.68673      3.5427112
             78      98.965628      2.6088988      98.965628      2.6088988      98.965628      2.6088988
             79      96.314295      3.2749126      96.314295      3.2749126      96.314295      3.2749126
             80      91.886332      3.1087987      91.886332      3.1087987      91.886332      3.1087987
             81      90.461467      3.6353618      90.461467      3.6353618      90.461467      3.6353618
             82      80.453631      2.3508483      80.453631      2.3508483      80.453631      2.3508483
             83      74.668436      2.0076449      74.668436      2.0076449      74.668436      2.0076449
             84      74.613345      3.7672386      74.613345      3.7672386      74.613345      3.7672386
             85      79.445885       2.958246      79.445885       2.958246      79.445885       2.958246
             86      68.477004      2.5939742      68.477004      2.5939742      68.477004      2.5939742
             87      65.383331      2.2260265      65.383331      2.2260265      65.383331      2.2260265
             88      65.987174      3.1765467      65.987174      3.1765467      65.987174      3.1765467
             89      60.069358      2.6422207      60.069358      2.6422207      60.069358      2.6422207
             90      54.371009       1.791177      54.371009       1.791177      54.371009       1.791177
             91      57.425522      2.5918632      57.425522      2.5918632      57.425522      2.5918632
             92      52.134228      2.3679957      52.134228      2.3679957      52.134228      2.3679957
             93      54.268924       2.371641      54.268924       2.371641      54.268924       2.371641
             94      47.478156      2.1917145      47.478156      2.1917145      47.478156      2.1917145
             95      47.513593      2.1033623      47.513593      2.1033623      47.513593      2.1033623
             96      45.041457      2.0970779      45.041457      2.0970779      45.041457      2.0970779
             97      43.754969      2.2759212      43.754969      2.2759212      43.754969      2.2759212
             98      41.053092      2.0253863      41.053092      2.0253863      41.053092      2.0253863
             99      38.526435      1.6791357      38.526435      1.6791357      38.526435      1.6791357
            100      38.526435      1.6791357      38.526435      1.6791357      38.526435      1.6791357
