#           y_b        central        num_err    min (scale)        num_err    max (scale)        num_err
            3.9      2520.4675      43.527105      2520.4675      43.527105      2520.4675      43.527105
              4      2302.2377       52.46436      2302.2377       52.46436      2302.2377       52.46436
            4.1      2215.3403      52.654191      2215.3403      52.654191      2215.3403      52.654191
            4.2      1909.6369      45.503474      1909.6369      45.503474      1909.6369      45.503474
            4.3      1687.0279      37.252183      1687.0279      37.252183      1687.0279      37.252183
            4.4      1516.3508      36.084581      1516.3508      36.084581      1516.3508      36.084581
            4.5      1288.0287      41.243078      1288.0287      41.243078      1288.0287      41.243078
            4.6      1184.7032      43.795565      1184.7032      43.795565      1184.7032      43.795565
            4.7      1037.6944      49.712998      1037.6944      49.712998      1037.6944      49.712998
            4.8      848.58552      28.240829      848.58552      28.240829      848.58552      28.240829
            4.9      727.99188      37.096892      727.99188      37.096892      727.99188      37.096892
              5      727.99188      37.096892      727.99188      37.096892      727.99188      37.096892
