#         pt_j1        central        num_err    min (scale)        num_err    max (scale)        num_err
            140      38.043064      1.1427415      38.043064      1.1427415      38.043064      1.1427415
            145      34.276414      1.2311099      34.276414      1.2311099      34.276414      1.2311099
            150      31.086735     0.83824852      31.086735     0.83824852      31.086735     0.83824852
            155      27.496889     0.80470469      27.496889     0.80470469      27.496889     0.80470469
            160      25.182463      0.7712351      25.182463      0.7712351      25.182463      0.7712351
            165      24.287193      1.3810446      24.287193      1.3810446      24.287193      1.3810446
            170      20.002002     0.57767537      20.002002     0.57767537      20.002002     0.57767537
            175      19.496852     0.72533274      19.496852     0.72533274      19.496852     0.72533274
            180      17.197681     0.80826378      17.197681     0.80826378      17.197681     0.80826378
            185      16.534662     0.78345641      16.534662     0.78345641      16.534662     0.78345641
            190      14.696714     0.71634978      14.696714     0.71634978      14.696714     0.71634978
            195      13.451444     0.66456481      13.451444     0.66456481      13.451444     0.66456481
            200      12.939792      1.0196399      12.939792      1.0196399      12.939792      1.0196399
            205      10.362505     0.42842473      10.362505     0.42842473      10.362505     0.42842473
            210      10.598165     0.49460809      10.598165     0.49460809      10.598165     0.49460809
            215      9.5960248     0.53307543      9.5960248     0.53307543      9.5960248     0.53307543
            220      8.9351828     0.47642456      8.9351828     0.47642456      8.9351828     0.47642456
            225       8.593617     0.66857675       8.593617     0.66857675       8.593617     0.66857675
            230      7.8650777     0.41029391      7.8650777     0.41029391      7.8650777     0.41029391
            235       7.188403      0.5987269       7.188403      0.5987269       7.188403      0.5987269
            240      6.6421579     0.48069804      6.6421579     0.48069804      6.6421579     0.48069804
            245      6.0851313     0.52810026      6.0851313     0.52810026      6.0851313     0.52810026
            250      5.1172142      0.2831388      5.1172142      0.2831388      5.1172142      0.2831388
            255      6.0744603     0.63660636      6.0744603     0.63660636      6.0744603     0.63660636
            260      5.2172284     0.41019599      5.2172284     0.41019599      5.2172284     0.41019599
            265       5.455325     0.81755352       5.455325     0.81755352       5.455325     0.81755352
            270      5.1823033     0.57844407      5.1823033     0.57844407      5.1823033     0.57844407
            275      4.0734644     0.30363186      4.0734644     0.30363186      4.0734644     0.30363186
            280      3.8928992      0.3743781      3.8928992      0.3743781      3.8928992      0.3743781
            285      3.5002348     0.35090643      3.5002348     0.35090643      3.5002348     0.35090643
            290      3.4400734     0.47527759      3.4400734     0.47527759      3.4400734     0.47527759
            295      2.7115749     0.21831606      2.7115749     0.21831606      2.7115749     0.21831606
            300      3.0467207     0.32544694      3.0467207     0.32544694      3.0467207     0.32544694
            305      2.7694923      0.4002901      2.7694923      0.4002901      2.7694923      0.4002901
            310      3.0183841     0.39260456      3.0183841     0.39260456      3.0183841     0.39260456
            315      2.6506433     0.32498024      2.6506433     0.32498024      2.6506433     0.32498024
            320      2.7476158     0.53867864      2.7476158     0.53867864      2.7476158     0.53867864
            325      2.4631685     0.26449208      2.4631685     0.26449208      2.4631685     0.26449208
            330      2.4524259     0.42347794      2.4524259     0.42347794      2.4524259     0.42347794
            335      2.1697418     0.26811506      2.1697418     0.26811506      2.1697418     0.26811506
            340      2.1102319     0.49705927      2.1102319     0.49705927      2.1102319     0.49705927
            345      1.8875722     0.36110166      1.8875722     0.36110166      1.8875722     0.36110166
            350      1.6621677     0.18931857      1.6621677     0.18931857      1.6621677     0.18931857
            355      1.2934349      0.1205154      1.2934349      0.1205154      1.2934349      0.1205154
            360      1.4389052     0.23005743      1.4389052     0.23005743      1.4389052     0.23005743
            365      1.3019969     0.20879008      1.3019969     0.20879008      1.3019969     0.20879008
            370      1.8224247     0.44048656      1.8224247     0.44048656      1.8224247     0.44048656
            375      1.1971612     0.16798687      1.1971612     0.16798687      1.1971612     0.16798687
            380      1.0158721     0.10389011      1.0158721     0.10389011      1.0158721     0.10389011
            385      1.2451322     0.36262949      1.2451322     0.36262949      1.2451322     0.36262949
            390      1.1470181     0.18415642      1.1470181     0.18415642      1.1470181     0.18415642
            395     0.83330996    0.097330298     0.83330996    0.097330298     0.83330996    0.097330298
            400      1.1988746     0.23424795      1.1988746     0.23424795      1.1988746     0.23424795
            405      1.0208853     0.10823053      1.0208853     0.10823053      1.0208853     0.10823053
            410      1.5457995     0.52807368      1.5457995     0.52807368      1.5457995     0.52807368
            415     0.73423108    0.080501104     0.73423108    0.080501104     0.73423108    0.080501104
            420      1.0882418     0.34070498      1.0882418     0.34070498      1.0882418     0.34070498
            425     0.55872694     0.06519444     0.55872694     0.06519444     0.55872694     0.06519444
            430     0.99024515     0.43993552     0.99024515     0.43993552     0.99024515     0.43993552
            435     0.65894716    0.096781233     0.65894716    0.096781233     0.65894716    0.096781233
            440      0.5252378      0.1356587      0.5252378      0.1356587      0.5252378      0.1356587
            445     0.44634101    0.052754364     0.44634101    0.052754364     0.44634101    0.052754364
            450     0.45611219    0.059744367     0.45611219    0.059744367     0.45611219    0.059744367
            455     0.56544704     0.20654068     0.56544704     0.20654068     0.56544704     0.20654068
            460     0.75241933     0.30604543     0.75241933     0.30604543     0.75241933     0.30604543
            465     0.84261552     0.41345186     0.84261552     0.41345186     0.84261552     0.41345186
            470      0.4101141    0.082179499      0.4101141    0.082179499      0.4101141    0.082179499
            475     0.49183208    0.073136919     0.49183208    0.073136919     0.49183208    0.073136919
            480     0.32440939    0.047147646     0.32440939    0.047147646     0.32440939    0.047147646
            485     0.45159709     0.12670214     0.45159709     0.12670214     0.45159709     0.12670214
            490     0.96613529     0.52767269     0.96613529     0.52767269     0.96613529     0.52767269
            495     0.38065319      0.1143379     0.38065319      0.1143379     0.38065319      0.1143379
            500     0.38065319      0.1143379     0.38065319      0.1143379     0.38065319      0.1143379
