#         m_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
            790      1.9290497     0.13659508      1.9290497     0.13659508      1.9290497     0.13659508
            800       1.978253     0.20498517       1.978253     0.20498517       1.978253     0.20498517
            810      1.6419092     0.10917472      1.6419092     0.10917472      1.6419092     0.10917472
            820      1.4869603    0.082713413      1.4869603    0.082713413      1.4869603    0.082713413
            830      1.3766125    0.070432528      1.3766125    0.070432528      1.3766125    0.070432528
            840      1.4355913     0.12255772      1.4355913     0.12255772      1.4355913     0.12255772
            850      1.6338401     0.16058222      1.6338401     0.16058222      1.6338401     0.16058222
            860       1.191847    0.064418134       1.191847    0.064418134       1.191847    0.064418134
            870      1.0866875    0.057738693      1.0866875    0.057738693      1.0866875    0.057738693
            880      1.2555617     0.15784629      1.2555617     0.15784629      1.2555617     0.15784629
            890       1.282433     0.18001248       1.282433     0.18001248       1.282433     0.18001248
            900      1.2639828     0.24589721      1.2639828     0.24589721      1.2639828     0.24589721
            910      1.0314815    0.080808615      1.0314815    0.080808615      1.0314815    0.080808615
            920      1.0204258    0.085712845      1.0204258    0.085712845      1.0204258    0.085712845
            930      0.8965314     0.05673428      0.8965314     0.05673428      0.8965314     0.05673428
            940     0.86142562    0.052443558     0.86142562    0.052443558     0.86142562    0.052443558
            950      1.1382165      0.2675453      1.1382165      0.2675453      1.1382165      0.2675453
            960     0.85266542    0.051642221     0.85266542    0.051642221     0.85266542    0.051642221
            970     0.80227217     0.06801217     0.80227217     0.06801217     0.80227217     0.06801217
            980     0.87968417    0.075200791     0.87968417    0.075200791     0.87968417    0.075200791
            990      0.7590646     0.10551599      0.7590646     0.10551599      0.7590646     0.10551599
           1000      0.7590646     0.10551599      0.7590646     0.10551599      0.7590646     0.10551599
