#        eta_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.9      7988.6533       88.82052      7988.6533       88.82052      7988.6533       88.82052
           -0.8      7873.7498      121.20578      7873.7498      121.20578      7873.7498      121.20578
           -0.7      7981.1319      107.87855      7981.1319      107.87855      7981.1319      107.87855
           -0.6      7895.3705       95.00391      7895.3705       95.00391      7895.3705       95.00391
           -0.5      7983.5171       106.1051      7983.5171       106.1051      7983.5171       106.1051
           -0.4      7901.2386      104.12046      7901.2386      104.12046      7901.2386      104.12046
           -0.3       7783.567      94.723087       7783.567      94.723087       7783.567      94.723087
           -0.2      7657.8511      85.776022      7657.8511      85.776022      7657.8511      85.776022
           -0.1      7679.8531      97.060665      7679.8531      97.060665      7679.8531      97.060665
              0      7774.7246      96.115269      7774.7246      96.115269      7774.7246      96.115269
            0.1       7792.151      87.428162       7792.151      87.428162       7792.151      87.428162
            0.2      7850.9499      101.86859      7850.9499      101.86859      7850.9499      101.86859
            0.3      7836.9999      88.080094      7836.9999      88.080094      7836.9999      88.080094
            0.4      8061.6625       102.1155      8061.6625       102.1155      8061.6625       102.1155
            0.5      7885.9569      105.67462      7885.9569      105.67462      7885.9569      105.67462
            0.6       7987.436      101.95386       7987.436      101.95386       7987.436      101.95386
            0.7      7982.0489      102.37681      7982.0489      102.37681      7982.0489      102.37681
            0.8      7904.5562      93.781697      7904.5562      93.781697      7904.5562      93.781697
            0.9      7802.6949      87.242747      7802.6949      87.242747      7802.6949      87.242747
              1      7947.5255      87.104506      7947.5255      87.104506      7947.5255      87.104506
            1.1      7956.6727      112.87416      7956.6727      112.87416      7956.6727      112.87416
            1.2      7805.4678      93.924227      7805.4678      93.924227      7805.4678      93.924227
            1.3      7730.8559       97.01073      7730.8559       97.01073      7730.8559       97.01073
            1.4       7907.016      100.80023       7907.016      100.80023       7907.016      100.80023
            1.5      7853.6886      109.58394      7853.6886      109.58394      7853.6886      109.58394
            1.6      7699.3132      110.45585      7699.3132      110.45585      7699.3132      110.45585
            1.7      7569.5413      93.013545      7569.5413      93.013545      7569.5413      93.013545
            1.8       7481.689      94.418407       7481.689      94.418407       7481.689      94.418407
            1.9      7164.9924      90.323322      7164.9924      90.323322      7164.9924      90.323322
              2      7247.2442      84.089959      7247.2442      84.089959      7247.2442      84.089959
            2.1      7037.2358      90.925897      7037.2358      90.925897      7037.2358      90.925897
            2.2      7056.0067      118.99537      7056.0067      118.99537      7056.0067      118.99537
            2.3      6630.9124      84.784068      6630.9124      84.784068      6630.9124      84.784068
            2.4      6614.8731      87.036265      6614.8731      87.036265      6614.8731      87.036265
            2.5      6406.7527      87.552148      6406.7527      87.552148      6406.7527      87.552148
            2.6      6221.2207      101.26689      6221.2207      101.26689      6221.2207      101.26689
            2.7      6033.4062      92.180635      6033.4062      92.180635      6033.4062      92.180635
            2.8      5817.0927      82.356996      5817.0927      82.356996      5817.0927      82.356996
            2.9      5632.7667       83.95968      5632.7667       83.95968      5632.7667       83.95968
              3      5322.3111      77.880283      5322.3111      77.880283      5322.3111      77.880283
            3.1      5144.3319      77.514563      5144.3319      77.514563      5144.3319      77.514563
            3.2      5077.8695      92.716803      5077.8695      92.716803      5077.8695      92.716803
            3.3      4661.9484      67.802089      4661.9484      67.802089      4661.9484      67.802089
            3.4      4398.6872      68.940133      4398.6872      68.940133      4398.6872      68.940133
            3.5      4010.5378      63.291373      4010.5378      63.291373      4010.5378      63.291373
            3.6      3710.6661      57.125785      3710.6661      57.125785      3710.6661      57.125785
            3.7      3579.5031      62.139607      3579.5031      62.139607      3579.5031      62.139607
            3.8      3335.1601      53.935018      3335.1601      53.935018      3335.1601      53.935018
            3.9      3099.7019      62.229549      3099.7019      62.229549      3099.7019      62.229549
              4      2865.6151      60.808431      2865.6151      60.808431      2865.6151      60.808431
            4.1      2639.7105      64.278567      2639.7105      64.278567      2639.7105      64.278567
            4.2      2361.3667      48.837356      2361.3667      48.837356      2361.3667      48.837356
            4.3      2128.5911      44.424009      2128.5911      44.424009      2128.5911      44.424009
            4.4      1973.6299      52.186458      1973.6299      52.186458      1973.6299      52.186458
            4.5      1717.5403      38.157177      1717.5403      38.157177      1717.5403      38.157177
            4.6      1691.2517      52.774326      1691.2517      52.774326      1691.2517      52.774326
            4.7      1438.9413      52.193058      1438.9413      52.193058      1438.9413      52.193058
            4.8      1281.0274      33.621935      1281.0274      33.621935      1281.0274      33.621935
            4.9      1120.6728      47.734981      1120.6728      47.734981      1120.6728      47.734981
              5      1120.6728      47.734981      1120.6728      47.734981      1120.6728      47.734981
