#          y_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
             -2      3515.4917      6.8670126      3515.4917      6.8670126      3515.4917      6.8670126
           -1.9      3545.5406      6.9052174      3545.5406      6.9052174      3545.5406      6.9052174
           -1.8      3574.6025      6.9075054      3574.6025      6.9075054      3574.6025      6.9075054
           -1.7      3601.3947       6.917569      3601.3947       6.917569      3601.3947       6.917569
           -1.6      3601.7958      6.9353985      3601.7958      6.9353985      3601.7958      6.9353985
           -1.5      3634.5553      6.9403442      3634.5553      6.9403442      3634.5553      6.9403442
           -1.4      3651.1485      7.0637137      3651.1485      7.0637137      3651.1485      7.0637137
           -1.3      3662.6913      6.9647247      3662.6913      6.9647247      3662.6913      6.9647247
           -1.2      3684.7833      6.9850794      3684.7833      6.9850794      3684.7833      6.9850794
           -1.1      3684.0239      6.9556232      3684.0239      6.9556232      3684.0239      6.9556232
             -1      3702.3291      6.9775472      3702.3291      6.9775472      3702.3291      6.9775472
           -0.9      3719.5208      6.9655842      3719.5208      6.9655842      3719.5208      6.9655842
           -0.8      3717.9373      6.9641293      3717.9373      6.9641293      3717.9373      6.9641293
           -0.7      3728.8924       6.986989      3728.8924       6.986989      3728.8924       6.986989
           -0.6      3734.3025      6.9781728      3734.3025      6.9781728      3734.3025      6.9781728
           -0.5      3741.7051      7.0254311      3741.7051      7.0254311      3741.7051      7.0254311
           -0.4      3750.1646      6.9849762      3750.1646      6.9849762      3750.1646      6.9849762
           -0.3      3747.1367      6.9872079      3747.1367      6.9872079      3747.1367      6.9872079
           -0.2      3764.6443      6.9955256      3764.6443      6.9955256      3764.6443      6.9955256
           -0.1       3753.282      6.9844635       3753.282      6.9844635       3753.282      6.9844635
              0      3764.2083      7.0089781      3764.2083      7.0089781      3764.2083      7.0089781
            0.1      3759.4592       7.013912      3759.4592       7.013912      3759.4592       7.013912
            0.2       3754.102      7.0293462       3754.102      7.0293462       3754.102      7.0293462
            0.3       3748.348      7.0103592       3748.348      7.0103592       3748.348      7.0103592
            0.4      3752.7647      6.9921616      3752.7647      6.9921616      3752.7647      6.9921616
            0.5      3744.0066       6.992551      3744.0066       6.992551      3744.0066       6.992551
            0.6      3744.7661      7.0061169      3744.7661      7.0061169      3744.7661      7.0061169
            0.7       3717.711      7.0545824       3717.711      7.0545824       3717.711      7.0545824
            0.8      3718.3958      6.9706426      3718.3958      6.9706426      3718.3958      6.9706426
            0.9      3692.3964       6.967673      3692.3964       6.967673      3692.3964       6.967673
              1      3693.9814      6.9690096      3693.9814      6.9690096      3693.9814      6.9690096
            1.1      3672.2474      6.9696494      3672.2474      6.9696494      3672.2474      6.9696494
            1.2      3666.2803       6.957181      3666.2803       6.957181      3666.2803       6.957181
            1.3      3641.9776      6.9523761      3641.9776      6.9523761      3641.9776      6.9523761
            1.4      3637.5657      6.9554499      3637.5657      6.9554499      3637.5657      6.9554499
            1.5      3611.3445      6.9442116      3611.3445      6.9442116      3611.3445      6.9442116
            1.6      3582.4363      6.9632809      3582.4363      6.9632809      3582.4363      6.9632809
            1.7      3574.5478      6.9504517      3574.5478      6.9504517      3574.5478      6.9504517
            1.8      3543.6634      6.9683878      3543.6634      6.9683878      3543.6634      6.9683878
            1.9      3517.7619      7.0587694      3517.7619      7.0587694      3517.7619      7.0587694
              2      3478.6745      6.8769656      3478.6745      6.8769656      3478.6745      6.8769656
            2.1      3456.1608      6.8463151      3456.1608      6.8463151      3456.1608      6.8463151
            2.2      3416.3954      6.8371281      3416.3954      6.8371281      3416.3954      6.8371281
            2.3      3361.9003      6.8531472      3361.9003      6.8531472      3361.9003      6.8531472
            2.4      3334.8165      6.8018728      3334.8165      6.8018728      3334.8165      6.8018728
            2.5      3293.2771      6.7656504      3293.2771      6.7656504      3293.2771      6.7656504
            2.6      3219.3317      6.7322583      3219.3317      6.7322583      3219.3317      6.7322583
            2.7       3172.282       6.700867       3172.282       6.700867       3172.282       6.700867
            2.8      3106.7342      6.6101762      3106.7342      6.6101762      3106.7342      6.6101762
            2.9      3016.0361      6.5666579      3016.0361      6.5666579      3016.0361      6.5666579
              3      2937.5281      6.5904797      2937.5281      6.5904797      2937.5281      6.5904797
            3.1      2841.7347      6.4040132      2841.7347      6.4040132      2841.7347      6.4040132
            3.2      2749.3045      6.3428348      2749.3045      6.3428348      2749.3045      6.3428348
            3.3      2633.8252      6.2634845      2633.8252      6.2634845      2633.8252      6.2634845
            3.4      2514.7353      6.1102935      2514.7353      6.1102935      2514.7353      6.1102935
            3.5       2405.436      6.0057393       2405.436      6.0057393       2405.436      6.0057393
            3.6      2260.1651      5.8525786      2260.1651      5.8525786      2260.1651      5.8525786
            3.7       2135.582      5.7032078       2135.582      5.7032078       2135.582      5.7032078
            3.8      1991.9363      5.5206802      1991.9363      5.5206802      1991.9363      5.5206802
            3.9      1842.0449      5.3528063      1842.0449      5.3528063      1842.0449      5.3528063
              4      1690.5643      5.1493379      1690.5643      5.1493379      1690.5643      5.1493379
            4.1      1544.7121      4.9473322      1544.7121      4.9473322      1544.7121      4.9473322
            4.2      1396.0644      4.7666068      1396.0644      4.7666068      1396.0644      4.7666068
            4.3      1264.4306      4.5249624      1264.4306      4.5249624      1264.4306      4.5249624
            4.4      1115.2707      4.3001711      1115.2707      4.3001711      1115.2707      4.3001711
            4.5      997.58985      4.0908816      997.58985      4.0908816      997.58985      4.0908816
            4.6      870.86453      3.8363569      870.86453      3.8363569      870.86453      3.8363569
            4.7      759.44582       3.588295      759.44582       3.588295      759.44582       3.588295
            4.8      662.07866      3.3517719      662.07866      3.3517719      662.07866      3.3517719
            4.9      566.26612      3.1072272      566.26612      3.1072272      566.26612      3.1072272
              5      566.26612      3.1072272      566.26612      3.1072272      566.26612      3.1072272
