#       dy_b-bx        central        num_err    min (scale)        num_err    max (scale)        num_err
           -2.1      1023.9532      3.8702968      1023.9532      3.8702968      1023.9532      3.8702968
             -2      1181.4157      4.1300861      1181.4157      4.1300861      1181.4157      4.1300861
           -1.9      1355.3347      4.4524072      1355.3347      4.4524072      1355.3347      4.4524072
           -1.8      1576.8825      4.7831764      1576.8825      4.7831764      1576.8825      4.7831764
           -1.7      1833.5606      5.1449317      1833.5606      5.1449317      1833.5606      5.1449317
           -1.6      2149.8677      5.5667556      2149.8677      5.5667556      2149.8677      5.5667556
           -1.5       2520.299      6.0182646       2520.299      6.0182646       2520.299      6.0182646
           -1.4      2957.0736      6.5106916      2957.0736      6.5106916      2957.0736      6.5106916
           -1.3      3466.9236        7.03229      3466.9236        7.03229      3466.9236        7.03229
           -1.2      4081.7985      7.6081219      4081.7985      7.6081219      4081.7985      7.6081219
           -1.1      4781.1094      8.1761365      4781.1094      8.1761365      4781.1094      8.1761365
             -1       5593.436      8.8270547       5593.436      8.8270547       5593.436      8.8270547
           -0.9      6518.8068      9.5085307      6518.8068      9.5085307      6518.8068      9.5085307
           -0.8      7566.7282      10.208719      7566.7282      10.208719      7566.7282      10.208719
           -0.7      8732.9745      10.940293      8732.9745      10.940293      8732.9745      10.940293
           -0.6      10015.581      11.649105      10015.581      11.649105      10015.581      11.649105
           -0.5      11415.591      12.385435      11415.591      12.385435      11415.591      12.385435
           -0.4      12885.719      13.188377      12885.719      13.188377      12885.719      13.188377
           -0.3       14416.32      13.837803       14416.32      13.837803       14416.32      13.837803
           -0.2      15856.723      14.500212      15856.723      14.500212      15856.723      14.500212
           -0.1      16970.323      14.974325      16970.323      14.974325      16970.323      14.974325
              0      16956.651      14.970781      16956.651      14.970781      16956.651      14.970781
            0.1      15831.706       14.45941      15831.706       14.45941      15831.706       14.45941
            0.2       14416.37      13.827129       14416.37      13.827129       14416.37      13.827129
            0.3      12887.824      13.125711      12887.824      13.125711      12887.824      13.125711
            0.4      11432.991      12.484951      11432.991      12.484951      11432.991      12.484951
            0.5      10010.638      11.678728      10010.638      11.678728      10010.638      11.678728
            0.6      8729.5034      10.946854      8729.5034      10.946854      8729.5034      10.946854
            0.7      7566.1564      10.272119      7566.1564      10.272119      7566.1564      10.272119
            0.8       6498.055      9.5470332       6498.055      9.5470332       6498.055      9.5470332
            0.9      5597.2192      8.9529429      5597.2192      8.9529429      5597.2192      8.9529429
              1        4781.78      8.1834082        4781.78      8.1834082        4781.78      8.1834082
            1.1      4081.0554      7.6262297      4081.0554      7.6262297      4081.0554      7.6262297
            1.2      3472.9721      7.0667845      3472.9721      7.0667845      3472.9721      7.0667845
            1.3      2962.7432      6.5216379      2962.7432      6.5216379      2962.7432      6.5216379
            1.4      2526.8837      6.0294488      2526.8837      6.0294488      2526.8837      6.0294488
            1.5       2153.994       5.590256       2153.994       5.590256       2153.994       5.590256
            1.6       1844.999      5.1827354       1844.999      5.1827354       1844.999      5.1827354
            1.7      1577.3978      4.8292403      1577.3978      4.8292403      1577.3978      4.8292403
            1.8      1359.5082      4.4794215      1359.5082      4.4794215      1359.5082      4.4794215
            1.9      1171.9333      4.1492166      1171.9333      4.1492166      1171.9333      4.1492166
              2       1026.642      3.9310958       1026.642      3.9310958       1026.642      3.9310958
            2.1      891.95263      3.6213825      891.95263      3.6213825      891.95263      3.6213825
            2.2      784.20043      3.4510412      784.20043      3.4510412      784.20043      3.4510412
            2.3      689.51734      3.2399726      689.51734      3.2399726      689.51734      3.2399726
            2.4      613.91037       3.057835      613.91037       3.057835      613.91037       3.057835
            2.5      536.06922      2.8358261      536.06922      2.8358261      536.06922      2.8358261
            2.6      480.29388       2.703248      480.29388       2.703248      480.29388       2.703248
            2.7      430.38602       2.566135      430.38602       2.566135      430.38602       2.566135
            2.8      383.49891      2.4128363      383.49891      2.4128363      383.49891      2.4128363
            2.9       338.0088      2.2493387       338.0088      2.2493387       338.0088      2.2493387
              3      300.93864      2.1472683      300.93864      2.1472683      300.93864      2.1472683
            3.1      268.19116      2.0369242      268.19116      2.0369242      268.19116      2.0369242
            3.2      238.98236      1.9317512      238.98236      1.9317512      238.98236      1.9317512
            3.3      213.40392      1.7903057      213.40392      1.7903057      213.40392      1.7903057
            3.4      188.86802      1.7533157      188.86802      1.7533157      188.86802      1.7533157
            3.5      171.38847      1.6092511      171.38847      1.6092511      171.38847      1.6092511
            3.6      147.10476      1.4979174      147.10476      1.4979174      147.10476      1.4979174
            3.7       128.4326      1.4323712       128.4326      1.4323712       128.4326      1.4323712
            3.8      114.14656      1.3429759      114.14656      1.3429759      114.14656      1.3429759
            3.9      101.08969       1.245516      101.08969       1.245516      101.08969       1.245516
              4       86.40056      1.1442934       86.40056      1.1442934       86.40056      1.1442934
            4.1      77.874971      1.0843805      77.874971      1.0843805      77.874971      1.0843805
            4.2      67.400528      1.0163259      67.400528      1.0163259      67.400528      1.0163259
            4.3      59.691944      0.9565551      59.691944      0.9565551      59.691944      0.9565551
            4.4      51.189371     0.86761679      51.189371     0.86761679      51.189371     0.86761679
            4.5      43.566032     0.87835008      43.566032     0.87835008      43.566032     0.87835008
            4.6      37.906462     0.76261303      37.906462     0.76261303      37.906462     0.76261303
            4.7      32.489429      0.7794779      32.489429      0.7794779      32.489429      0.7794779
            4.8      28.372849     0.67073518      28.372849     0.67073518      28.372849     0.67073518
            4.9      23.021948     0.63863543      23.021948     0.63863543      23.021948     0.63863543
              5      23.021948     0.63863543      23.021948     0.63863543      23.021948     0.63863543
