#    pt_em-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
             56      199.98527     0.50918917      199.98527     0.50918917      199.98527     0.50918917
             57       188.8802     0.49372007       188.8802     0.49372007       188.8802     0.49372007
             58      175.89548     0.48279321      175.89548     0.48279321      175.89548     0.48279321
             59      165.66544      0.4628151      165.66544      0.4628151      165.66544      0.4628151
             60      156.51451     0.44809496      156.51451     0.44809496      156.51451     0.44809496
             61      146.75626      0.4313166      146.75626      0.4313166      146.75626      0.4313166
             62      139.10753     0.42028592      139.10753     0.42028592      139.10753     0.42028592
             63      130.50211     0.40678726      130.50211     0.40678726      130.50211     0.40678726
             64      122.50823     0.39344649      122.50823     0.39344649      122.50823     0.39344649
             65      116.33087     0.39099065      116.33087     0.39099065      116.33087     0.39099065
             66      110.13849     0.37352528      110.13849     0.37352528      110.13849     0.37352528
             67      104.35102     0.36345608      104.35102     0.36345608      104.35102     0.36345608
             68      98.103923     0.35219684      98.103923     0.35219684      98.103923     0.35219684
             69       93.27024     0.34243691       93.27024     0.34243691       93.27024     0.34243691
             70      88.854519      0.3333983      88.854519      0.3333983      88.854519      0.3333983
             71      83.939564     0.32555722      83.939564     0.32555722      83.939564     0.32555722
             72      79.843557     0.31547697      79.843557     0.31547697      79.843557     0.31547697
             73      76.465816     0.30914384      76.465816     0.30914384      76.465816     0.30914384
             74      71.748011      0.2984051      71.748011      0.2984051      71.748011      0.2984051
             75      68.916407     0.29208568      68.916407     0.29208568      68.916407     0.29208568
             76      64.824699     0.28505635      64.824699     0.28505635      64.824699     0.28505635
             77      61.300346     0.27751974      61.300346     0.27751974      61.300346     0.27751974
             78      59.037969     0.27087974      59.037969     0.27087974      59.037969     0.27087974
             79      56.064645      0.2627778      56.064645      0.2627778      56.064645      0.2627778
             80      53.610386     0.25672587      53.610386     0.25672587      53.610386     0.25672587
             81      51.082656     0.25125016      51.082656     0.25125016      51.082656     0.25125016
             82      48.848393      0.2501079      48.848393      0.2501079      48.848393      0.2501079
             83      46.460018     0.24102927      46.460018     0.24102927      46.460018     0.24102927
             84      44.467036     0.23411821      44.467036     0.23411821      44.467036     0.23411821
             85      42.842181     0.23080396      42.842181     0.23080396      42.842181     0.23080396
             86      41.021737     0.22524006      41.021737     0.22524006      41.021737     0.22524006
             87      39.103367     0.21919375      39.103367     0.21919375      39.103367     0.21919375
             88      37.089793     0.21443102      37.089793     0.21443102      37.089793     0.21443102
             89      35.816968     0.21070956      35.816968     0.21070956      35.816968     0.21070956
             90      33.883356     0.20615424      33.883356     0.20615424      33.883356     0.20615424
             91       32.57924     0.20014456       32.57924     0.20014456       32.57924     0.20014456
             92      31.208989     0.19635507      31.208989     0.19635507      31.208989     0.19635507
             93      30.331272     0.19652324      30.331272     0.19652324      30.331272     0.19652324
             94      28.676606     0.18788279      28.676606     0.18788279      28.676606     0.18788279
             95      27.699067     0.18513342      27.699067     0.18513342      27.699067     0.18513342
             96      26.471614     0.18339749      26.471614     0.18339749      26.471614     0.18339749
             97      25.521395     0.17640608      25.521395     0.17640608      25.521395     0.17640608
             98      24.207277     0.17370264      24.207277     0.17370264      24.207277     0.17370264
             99      23.687912      0.1702906      23.687912      0.1702906      23.687912      0.1702906
            100      23.687912      0.1702906      23.687912      0.1702906      23.687912      0.1702906
