#           y_b        central        num_err    min (scale)        num_err    max (scale)        num_err
           -1.9      3822.1156       7.210092      3822.1156       7.210092      3822.1156       7.210092
           -1.8      3942.0569      7.3108997      3942.0569      7.3108997      3942.0569      7.3108997
           -1.7      4059.1669      7.3789303      4059.1669      7.3789303      4059.1669      7.3789303
           -1.6      4168.5547      7.5182041      4168.5547      7.5182041      4168.5547      7.5182041
           -1.5      4258.2122      7.5569953      4258.2122      7.5569953      4258.2122      7.5569953
           -1.4       4359.541      7.6468377       4359.541      7.6468377       4359.541      7.6468377
           -1.3      4455.4862      7.7273922      4455.4862      7.7273922      4455.4862      7.7273922
           -1.2      4534.3267      7.7605641      4534.3267      7.7605641      4534.3267      7.7605641
           -1.1      4618.4828      7.8610138      4618.4828      7.8610138      4618.4828      7.8610138
             -1      4686.9023      7.8950303      4686.9023      7.8950303      4686.9023      7.8950303
           -0.9      4760.7021        8.02043      4760.7021        8.02043      4760.7021        8.02043
           -0.8      4821.6432      7.9539562      4821.6432      7.9539562      4821.6432      7.9539562
           -0.7      4859.1993      7.9810488      4859.1993      7.9810488      4859.1993      7.9810488
           -0.6      4905.1408      8.0497708      4905.1408      8.0497708      4905.1408      8.0497708
           -0.5       4947.759      8.0821969       4947.759      8.0821969       4947.759      8.0821969
           -0.4      4991.0097      8.0779175      4991.0097      8.0779175      4991.0097      8.0779175
           -0.3      5008.8899      8.1298151      5008.8899      8.1298151      5008.8899      8.1298151
           -0.2      5026.9233      8.1165607      5026.9233      8.1165607      5026.9233      8.1165607
           -0.1      5014.2585      8.1016441      5014.2585      8.1016441      5014.2585      8.1016441
              0      5008.2908      8.1073852      5008.2908      8.1073852      5008.2908      8.1073852
            0.1      5013.8868      8.1262502      5013.8868      8.1262502      5013.8868      8.1262502
            0.2      5007.3093      8.0823188      5007.3093      8.0823188      5007.3093      8.0823188
            0.3      4982.8643      8.1222617      4982.8643      8.1222617      4982.8643      8.1222617
            0.4      4935.4362      8.0576077      4935.4362      8.0576077      4935.4362      8.0576077
            0.5       4900.799      8.0355686       4900.799      8.0355686       4900.799      8.0355686
            0.6      4871.3968      8.0479299      4871.3968      8.0479299      4871.3968      8.0479299
            0.7      4813.5531      7.9586901      4813.5531      7.9586901      4813.5531      7.9586901
            0.8      4756.6472      7.9570593      4756.6472      7.9570593      4756.6472      7.9570593
            0.9      4685.6737      7.8870312      4685.6737      7.8870312      4685.6737      7.8870312
              1      4604.4758      7.9319068      4604.4758      7.9319068      4604.4758      7.9319068
            1.1      4541.2882      7.7741637      4541.2882      7.7741637      4541.2882      7.7741637
            1.2      4445.9143      7.7161916      4445.9143      7.7161916      4445.9143      7.7161916
            1.3       4379.083      7.6345613       4379.083      7.6345613       4379.083      7.6345613
            1.4      4256.4832      7.5863632      4256.4832      7.5863632      4256.4832      7.5863632
            1.5      4150.6135      7.5278116      4150.6135      7.5278116      4150.6135      7.5278116
            1.6      4064.4819      7.4421093      4064.4819      7.4421093      4064.4819      7.4421093
            1.7      3951.8404      7.3159654      3951.8404      7.3159654      3951.8404      7.3159654
            1.8      3833.0483      7.2811867      3833.0483      7.2811867      3833.0483      7.2811867
            1.9      3707.8808      7.1346058      3707.8808      7.1346058      3707.8808      7.1346058
              2      3585.2054      7.0253252      3585.2054      7.0253252      3585.2054      7.0253252
            2.1      3454.7408      6.9750482      3454.7408      6.9750482      3454.7408      6.9750482
            2.2      3314.2683      6.7934008      3314.2683      6.7934008      3314.2683      6.7934008
            2.3      3197.6308      6.7036598      3197.6308      6.7036598      3197.6308      6.7036598
            2.4      3050.7723      6.5547901      3050.7723      6.5547901      3050.7723      6.5547901
            2.5      2912.4065      6.4264322      2912.4065      6.4264322      2912.4065      6.4264322
            2.6      2785.7729      6.3102094      2785.7729      6.3102094      2785.7729      6.3102094
            2.7      2649.9766      6.1817129      2649.9766      6.1817129      2649.9766      6.1817129
            2.8      2504.3496       6.036754      2504.3496       6.036754      2504.3496       6.036754
            2.9      2362.8287      5.8709553      2362.8287      5.8709553      2362.8287      5.8709553
              3      2221.6296      5.7280692      2221.6296      5.7280692      2221.6296      5.7280692
            3.1      2086.4281      5.5798045      2086.4281      5.5798045      2086.4281      5.5798045
            3.2      1962.8028      5.4340275      1962.8028      5.4340275      1962.8028      5.4340275
            3.3       1822.453      5.2384096       1822.453      5.2384096       1822.453      5.2384096
            3.4      1691.6822      5.1271992      1691.6822      5.1271992      1691.6822      5.1271992
            3.5      1567.0462      4.9849179      1567.0462      4.9849179      1567.0462      4.9849179
            3.6       1435.972      4.7523542       1435.972      4.7523542       1435.972      4.7523542
            3.7      1322.3151      4.5999162      1322.3151      4.5999162      1322.3151      4.5999162
            3.8      1208.7434      4.3916477      1208.7434      4.3916477      1208.7434      4.3916477
            3.9      1096.3827       4.205991      1096.3827       4.205991      1096.3827       4.205991
              4      990.60794      4.0492873      990.60794      4.0492873      990.60794      4.0492873
            4.1      887.84865      3.8321378      887.84865      3.8321378      887.84865      3.8321378
            4.2      793.18651      3.6459314      793.18651      3.6459314      793.18651      3.6459314
            4.3      707.53105      3.4713202      707.53105      3.4713202      707.53105      3.4713202
            4.4      628.51363      3.2674927      628.51363      3.2674927      628.51363      3.2674927
            4.5      546.20881      3.0856819      546.20881      3.0856819      546.20881      3.0856819
            4.6      471.70746      2.8869603      471.70746      2.8869603      471.70746      2.8869603
            4.7      411.79433      2.7029757      411.79433      2.7029757      411.79433      2.7029757
            4.8      355.16558      2.5351486      355.16558      2.5351486      355.16558      2.5351486
            4.9      298.04543      2.3659559      298.04543      2.3659559      298.04543      2.3659559
              5      298.04543      2.3659559      298.04543      2.3659559      298.04543      2.3659559
