# left-edge scale-central central-error scale-min min-error scale-max max-error
1.1 2178.8395 0.817182 1795.3185 0.673468 2703.9484 1.01405
1.2 2164.1741 0.815245 1783.1381 0.671890 2685.9265 1.01162
1.3 2146.6728 0.810966 1768.6089 0.668242 2664.4081 1.00652
1.4 2127.8524 0.808444 1752.9891 0.666173 2641.2598 1.00339
1.5 2105.0825 0.803696 1734.0992 0.662171 2613.2401 0.997651
1.6 2083.7504 0.799117 1716.4181 0.658311 2586.9593 0.992123
1.7 2057.0390 0.794064 1694.2897 0.654089 2554.0310 0.985955
1.8 2027.8685 0.789283 1670.1509 0.650151 2518.0222 0.980029
1.9 1998.4892 0.784106 1645.8244 0.645845 2481.7837 0.973678
2 1964.0477 0.776638 1617.3319 0.639565 2439.2530 0.964630
2.1 1928.9326 0.769980 1588.2982 0.634014 2395.8615 0.956485
2.2 1887.3778 0.763303 1553.9664 0.628572 2344.4628 0.948106
2.3 1847.3126 0.754812 1520.8596 0.621442 2294.9177 0.937798
2.4 1798.7029 0.744893 1480.7272 0.613202 2234.7409 0.925607
2.5 1750.6852 0.735910 1441.1052 0.605778 2175.2575 0.914503
2.6 1700.1271 0.725370 1399.3926 0.597026 2112.6156 0.901540
2.7 1642.7348 0.714034 1352.0751 0.587674 2041.4445 0.887494
2.8 1584.1598 0.701452 1303.7899 0.577254 1968.7918 0.871971
2.9 1523.1445 0.688825 1253.5158 0.566838 1893.0713 0.856322
3 1457.6954 0.674439 1199.6076 0.554978 1811.8108 0.838479
3.1 1391.2663 0.659805 1144.9279 0.542924 1729.2683 0.820308
3.2 1322.0843 0.643889 1087.9749 0.529823 1643.3182 0.800531
3.3 1249.8083 0.627276 1028.4907 0.516187 1553.4941 0.779822
3.4 1174.7998 0.608012 966.76524 0.500279 1460.2600 0.755967
3.5 1100.9342 0.589159 906.00379 0.484773 1368.4009 0.732512
3.6 1024.5292 0.569039 843.16400 0.468258 1273.3663 0.707425
3.7 949.21353 0.548032 781.24197 0.450990 1179.6443 0.681272
3.8 873.35480 0.526627 718.86421 0.433453 1085.2645 0.654529
3.9 799.89036 0.503691 658.47354 0.414591 993.82853 0.625987
4 728.00917 0.481865 599.37545 0.396738 904.38011 0.598663
4.1 657.04782 0.457039 541.01978 0.376286 816.10150 0.567830
4.2 588.14382 0.432492 484.37488 0.356133 730.34745 0.537227
4.3 523.70773 0.408248 431.39499 0.336236 650.16955 0.506988
4.4 462.13166 0.383211 380.75428 0.315677 573.57237 0.475781
4.5 403.78129 0.358305 332.76598 0.295265 500.98895 0.444669
4.6 351.52327 0.333948 289.78066 0.275249 435.99785 0.414334
4.7 301.65591 0.308901 248.75447 0.254675 373.99421 0.383127
4.8 257.10591 0.284794 212.09071 0.234880 318.62442 0.353080
4.9 217.66891 0.261813 179.63128 0.216011 269.61612 0.324432
