#          y_em        central        num_err    min (scale)        num_err    max (scale)        num_err
           -1.2      9173.8864      92.167382       7930.854       83.22495      10886.155      107.86741
           -1.1      9182.7234      103.15068      7942.6852      94.814203      10877.242      115.45695
             -1      9049.8897       89.91033      7813.0594      80.471522      10758.542      105.72398
           -0.9      9154.3155      89.438273       7901.479       80.28136      10883.146      104.09347
           -0.8      9184.6318      98.367802      7954.0137      89.634795      10838.726      110.71594
           -0.7      9099.3321      88.869924      7855.5873      79.744943      10782.411       103.3645
           -0.6      9325.3018      107.18174      8041.1065      94.726449      11098.244      125.08612
           -0.5      9263.5414      106.74221       8015.558      96.227207      10973.151      123.15435
           -0.4      9343.8019      117.95816       8084.152      106.25412      11064.748      135.29562
           -0.3      9171.5078      103.21629      7927.0615      93.227478      10856.665       117.6646
           -0.2      9100.5921      98.418628      7882.8828      90.669458      10750.544      109.26247
           -0.1      9140.2523      102.24047      7916.2754      93.085851       10795.85      117.12433
              0       9218.948      98.891765      7977.0061      89.734621      10907.889      112.97168
            0.1      9213.5231      108.66635      7982.2706      99.992851      10869.472      119.85857
            0.2       9126.556      101.51386      7895.2916      91.188758       10801.94      116.01002
            0.3      9245.8665      90.033548       7987.969      80.812275       10956.79       104.7879
            0.4      9289.2154      116.77047      8028.1559        105.025       10993.09      132.05256
            0.5      9087.3107       99.07886      7852.5622      88.818892      10771.928      114.64011
            0.6      9294.6859      96.700242      8034.3802      88.126427      11025.644      109.76841
            0.7      9075.9505      97.201066      7837.3429      87.643004      10749.713      110.20876
            0.8      9338.9138      107.05724      8072.9055      96.084489      11067.965      123.32956
            0.9      9346.0294      105.37925      8062.4723      95.212275      11079.327      119.37519
              1      9367.5428      118.85423      8091.0136      109.54941      11108.022      129.86921
            1.1      9324.1644      105.14575       8062.619      98.668629      11060.257      114.10966
            1.2      9058.8276      89.385424      7834.2141      81.785191      10721.282      103.02157
            1.3      9186.9039      97.966187       7942.229      88.628856      10895.167      111.59007
            1.4      8969.7472      105.53495      7739.1414      96.842707      10656.585      116.50832
            1.5      9035.5664      102.23113      7796.3387       93.21038      10719.793      114.43971
            1.6      8798.6499      83.509679      7581.2404      74.345594      10474.994      98.657865
            1.7      8693.7866      87.521544       7489.678      78.833908      10367.356      101.51654
            1.8       8658.933      93.684854      7456.6057      84.507937      10331.481      109.27206
            1.9       8728.465      104.36801      7522.0625       96.22225      10416.181      115.73822
              2      8540.9554      107.70045      7356.6045      96.165234      10189.956      124.30932
            2.1      8137.9828      84.675046      7005.4982      76.116378      9717.7699       98.56222
            2.2      7986.7897      89.501199      6862.6733      80.546782      9556.1706      102.91483
            2.3        7622.86      86.987149      6554.8841      78.524144      9103.6079      100.36094
            2.4      7390.5669      90.982266      6346.2154      81.563701      8857.6366      106.45226
            2.5      7130.7708      83.057663       6127.828      75.299586      8542.3999      96.460716
            2.6      6845.9873      82.198037      5889.3293      73.461881      8194.2039      96.479499
            2.7      6284.8676      78.813669      5391.4148       69.59025      7558.7102      93.911331
            2.8      5974.8955       66.52179      5117.9721      58.863919      7193.7031      79.639721
            2.9      5629.1586      75.457666      4841.4456       68.18364      6745.7716      86.327926
              3      5178.9814      67.665247      4438.8635      61.173906      6242.6279      79.015089
            3.1       4664.227      59.749721      3989.1629      52.951698      5634.4441      71.306544
            3.2      4364.7797      71.221702      3734.0254      64.564407      5266.5428      80.658045
            3.3      3817.1527      63.084603       3259.754      55.834654        4614.39      74.920848
            3.4      3419.4852      55.117538      2926.6287      49.231209      4123.2234      64.911698
            3.5      3044.3555      49.099561      2602.7261      43.416762      3674.6554      59.411441
            3.6      2683.4304      48.152016       2293.379      42.978795      3239.2074      56.785049
            3.7      2238.1691      45.712516      1903.9523      40.832796       2727.138      53.594438
            3.8      1973.3839      47.890379      1683.8216       43.07157      2379.5343      55.073673
            3.9      1688.0085      51.939202      1433.0742      45.338777      2054.0654      61.427463
              4      1394.5905       37.99063      1182.2656      34.105066      1713.4285      44.475879
            4.1      1179.6698      43.601491      1001.5158      38.275947      1431.3633      51.079788
            4.2      942.73881       25.44645       795.6162      22.324947      1160.6195      30.865901
            4.3      781.69978        27.9936      666.51707      25.487397      946.19277       31.92467
            4.4      666.79611       29.47844      560.20567      24.826509      820.61134      36.588604
            4.5      529.90059      25.074805      447.13805      22.309723      650.06755      30.211668
            4.6       417.5627      14.985405       351.6026      12.999578      511.89413      19.130828
            4.7      371.76885      26.496267      315.89089      23.171813      449.41883      30.634388
            4.8      302.25071      21.959849      256.05861      20.273402      371.94943      25.020261
            4.9      247.34728      19.023008      209.90633      17.487922      299.19826      20.308202
              5      247.34728      19.023008      209.90633      17.487922      299.19826      20.308202
