#         pt_j2        central        num_err    min (scale)        num_err    max (scale)        num_err
            170      2.8449001     0.15312734      2.1917834     0.13540549      3.7988728     0.18273762
            175      2.5649701     0.13103955      1.9347402     0.10233489      3.5064363     0.17808446
            180      2.2435947     0.12170945      1.6839849    0.094472097      3.0867455     0.16491897
            185      2.4935938     0.14022463      1.8407708     0.10603991      3.5068188     0.19734896
            190      2.1405779      0.1687963      1.6430062     0.14707369      2.8802037     0.20047112
            195      1.6640475    0.099908394      1.2566462    0.076025315       2.272935     0.14093294
            200      1.9068655     0.14844033      1.4365378     0.11980491      2.6212967     0.19409618
            205       1.555765    0.096305762      1.1770794    0.072493522      2.1198582     0.13710045
            210      1.3637575    0.097271981      1.0286273    0.077842537       1.865913     0.12883118
            215      1.1272249    0.091157173     0.85819528    0.072538017      1.5237734     0.12318182
            220      1.3399193    0.087882121     0.99116765    0.066466378      1.8745947     0.12224253
            225      1.2098882     0.11762116     0.91725073    0.092148647      1.6511063     0.16038809
            230      1.1499347     0.11496262      0.8541876    0.095897847       1.603082      0.1417804
            235     0.92653019    0.068447141     0.71933246    0.055019158      1.2211038    0.093886747
            240     0.85696896    0.067446693     0.63114358    0.050472839      1.2067042    0.095594471
            245     0.91906148    0.078249871     0.69630059    0.058792935      1.2480213     0.11395374
            250     0.86002919     0.09526837     0.63935776    0.073319492      1.1955683     0.12782996
            255     0.75848058    0.064166459     0.56100458    0.048377273      1.0622409    0.090163149
            260     0.66414158    0.059722785     0.50078045     0.04497752     0.90549576    0.083665341
            265     0.67343912    0.066281195     0.49495073     0.04847788     0.94824469    0.096020288
            270     0.52390192    0.052966991     0.37974603    0.038928608     0.75111352    0.076282928
            275     0.64397019    0.068331247      0.4802933    0.053592915     0.89598369    0.093024672
            280     0.59527108     0.10206318     0.45369525    0.087174259     0.80881684     0.12217485
            285     0.41221677    0.051066066     0.30626581     0.03968067     0.57468878    0.070155024
            290     0.55160526     0.07902011     0.41629844    0.064010767      0.7532219     0.10070289
            295     0.43303454    0.059326142     0.31420413    0.045194843     0.62219228    0.083472756
            300     0.44333666     0.09446325     0.32499832    0.075507311      0.6266562      0.1212685
            305     0.44975331    0.046709925      0.3266572    0.033692675     0.64326547    0.068766915
            310     0.55486515     0.17759214     0.38944313     0.11331838     0.82620883     0.29243985
            315     0.33095845    0.039319491      0.2402334    0.028064926     0.47310636    0.059891385
            320     0.32261051    0.039300995     0.23869866    0.029218543     0.45243542     0.05659042
            325     0.30734683    0.059452258     0.23309352    0.050451043     0.41967453    0.072778866
            330     0.27329956    0.038708122     0.20162972    0.028050413     0.38404838    0.056571042
            335     0.32372079    0.041722662     0.24243252     0.03158136     0.44621542     0.05897102
            340     0.16695453    0.028468523     0.12033971    0.019751269     0.24032022    0.044323184
            345     0.21264492     0.03140169      0.1569505    0.023335073     0.29800894    0.045112222
            350     0.23322246    0.033215081     0.16854637    0.023177956     0.33532324    0.052661909
            355     0.20590783    0.046994555     0.14782592    0.031388091     0.29907251    0.074642714
            360       0.208598     0.03286752     0.14610302    0.022947117     0.31067978     0.05039744
            365     0.17548581    0.035063822     0.12201084    0.024771051     0.26402537    0.053291477
            370     0.13702492    0.026615364      0.1014086     0.01894258     0.19084413    0.039577425
            375     0.15426749    0.027379954     0.10938916     0.01932646     0.22661263    0.041198202
            380     0.13719028    0.024655975     0.10016983    0.018079375     0.19430291     0.03518503
            385     0.19946313    0.069530243      0.1563257     0.05911576     0.26092716     0.08182152
            390     0.18069062    0.028893879     0.13331151    0.021853445      0.2539124    0.042883324
            395     0.12825911    0.023820729    0.091530726    0.017087725     0.18638089    0.034849519
            400     0.15561554    0.045257201     0.11076626    0.030810827     0.22749598    0.070501724
            405     0.13387922    0.024510961    0.090939442    0.016706654     0.20618849    0.037978603
            410    0.094239556    0.020621113    0.065910168     0.01452094     0.14081285     0.03129393
            415      0.1929733    0.053676625     0.14131732     0.04081264     0.27419531    0.074972262
            420    0.074100449    0.019883471    0.052671062     0.01382378     0.10868313    0.030497811
            425     0.09694626    0.021421229    0.071026928    0.015630132     0.13665408    0.030921511
            430     0.10446961    0.022848855    0.083003128    0.019603635     0.13494168    0.035565652
            435    0.093103914    0.020336872    0.064814413    0.014205699      0.1390343    0.030516778
            440    0.071650952    0.017965652    0.051998212    0.013171358     0.10281028    0.025986877
            445    0.080187713    0.018935253    0.057806034    0.013737877     0.11587777    0.027732477
            450    0.072397656    0.018153726    0.049501788    0.012475264     0.11079229    0.028024324
            455    0.070338214     0.01758384    0.049792178    0.012517163     0.10345464    0.026043842
            460    0.065824025     0.01699484    0.045666704    0.011899469    0.099170168     0.02588451
            465    0.079319332    0.018697207    0.054478548    0.012925361     0.12097877    0.028697269
            470    0.035108158    0.012411832    0.023511508   0.0083606252    0.054878659    0.019540465
            475    0.084864583    0.020261796    0.059020447    0.014081094     0.12711765    0.030822125
            480    0.023003241    0.012051191    0.016701229    0.009083494    0.033084692    0.016699966
            485    0.080917991    0.020080362    0.061851844    0.015277744     0.10846313    0.027710737
            490     0.04056056    0.014909511    0.029652849    0.010587711    0.058016536    0.022471089
            495    0.062416203    0.018062254    0.043688268     0.01261951    0.092834188    0.027204443
            500    0.062416203    0.018062254    0.043688268     0.01261951    0.092834188    0.027204443
