#           y_Z        central        num_err    min (scale)        num_err    max (scale)        num_err
           -1.3      8411.9134      95.049088       7265.223      86.634368      9959.8945      107.03689
           -1.2      8426.8267      93.424531      7279.4673      85.167691      9970.7717      104.66053
           -1.1      8345.5602      108.83112      7201.8217      99.145439      9917.6144      120.74131
             -1      8217.9725      90.451065      7105.0543      82.665913      9701.7429       100.1149
           -0.9      8369.0228      92.878584      7230.3541      84.643559      9920.3181      105.98782
           -0.8      8519.9598      116.64803      7372.3353      106.14264      10071.212      130.18134
           -0.7      8268.2593      93.065524      7157.2884      85.342362       9755.563      105.59128
           -0.6      8538.4007      111.47401      7392.7387      102.09576      10072.824      123.63082
           -0.5      8553.5796      106.11062      7399.4897       96.15835      10134.168      120.58406
           -0.4      8196.5918      93.479969      7066.5297      84.126405      9750.7387       108.2153
           -0.3      8332.4702      94.146995      7201.0541      84.945311       9868.051      111.55586
           -0.2      8459.1253      98.841877      7314.6683      89.893515      9999.5944      111.50386
           -0.1      8475.8759      114.21283      7329.0928      103.51464      10019.404      128.22726
              0      8228.4558      86.849233      7112.8947        78.6504      9747.1302      100.34753
            0.1      8409.3263      112.67801      7261.1288       101.4579      9952.9752      127.65746
            0.2      8283.8517      97.534694      7153.0306      88.453094      9817.0673      110.72401
            0.3      8191.3909      92.145645      7075.6976       84.22151      9687.6385      103.34382
            0.4      8440.9074       121.2962      7294.4165      111.72979      9976.7609      133.50082
            0.5      8411.4986      106.39035      7264.3633      96.348173      9987.5372       120.8108
            0.6      8386.0878      94.413894      7240.9541      85.506798      9932.4364      107.49365
            0.7      8413.2816       106.4811      7266.5508      96.068381      9951.4253      120.48237
            0.8      8398.5973      104.25192       7247.611      93.695481      9969.0433      119.68227
            0.9      8352.2447      102.45076      7220.5744      92.489914      9886.3399      117.01482
              1      8555.9301      107.34244      7403.2204      98.574097      10123.589      121.05152
            1.1       8424.888      106.89926      7266.0961      97.093807      9994.9633      122.08103
            1.2      8164.0283      83.616138      7044.4424      75.752238      9693.5659      95.411574
            1.3      8278.5323      95.382274      7131.6917      87.798402      9866.3759      108.03769
            1.4      8349.1505      105.73335      7200.2764      96.744363      9920.6304      117.32303
            1.5      8487.8462      99.728243      7327.0657      90.683629      10070.566      113.47879
            1.6      8268.5738      95.875697      7139.4086      86.571967      9799.8131      110.77382
            1.7      8280.7476      97.608628      7137.6571       88.53914      9835.4634      110.29497
            1.8      8283.5934      94.369482      7135.8624      84.750023      9844.7468      107.33535
            1.9      8223.1641      100.06053      7080.2961      91.799555      9815.1592      111.84934
              2      8084.3207      87.979294      6944.4787      79.300937      9652.0424      101.01895
            2.1      8081.2564       85.59092      6955.9947      77.656902      9629.1086      97.344126
            2.2       7968.031      81.055324      6847.9585      72.232062      9511.2982      95.372565
            2.3      7979.2904      90.919004      6878.4008      81.954604      9482.3392      103.87471
            2.4      7807.5876      91.654435      6708.7342      82.543942      9335.2782      104.62981
            2.5      7659.0453      80.910179      6580.6617      73.009339      9159.1069       92.98583
            2.6      7525.7567      88.079137      6478.6647      79.251783       8991.541      102.72842
            2.7      7212.6818      78.949023      6188.9661      70.303616      8646.2844      91.889522
            2.8      7115.9563      79.014047      6119.0229      69.686689      8521.1939       93.81409
            2.9      6782.0938      76.032678      5832.8818      68.709469      8114.0588      87.715073
              3      6649.7071      79.082253      5709.7637      72.840283      7998.7875       90.69646
            3.1      6354.5613      79.037587      5460.7479      70.154373       7640.612      93.512474
            3.2      5735.0109      68.833439      4925.2287      61.345685      6916.3743      82.164867
            3.3      5243.9032      58.246142      4489.6324      51.304318      6344.7117      71.745269
            3.4      4882.3883      65.904284      4179.0234      57.823829      5907.3918         79.695
            3.5        4425.71      64.262345      3788.9431      56.540953      5351.9639      76.697387
            3.6        3977.93      53.002755       3409.291      46.447916      4819.6596      64.984387
            3.7      3320.2085      51.943058      2841.5478      45.070744      4030.8136      64.421359
            3.8      2821.8969      42.813843      2410.6931      37.314279        3437.82      53.426333
            3.9      2339.8118      41.929703      2006.7032      36.836437      2832.8519      52.105402
              4      1789.4639       33.10309      1528.6865      28.538516      2191.7789      43.268793
            4.1      1403.2719      35.862032      1202.4248      30.974585      1704.8171      45.363458
            4.2      950.27992      32.306654      809.63605      28.386958      1167.9932      39.239375
            4.3      743.81121      30.285029       630.3909      25.182115      928.05338      39.472311
            4.4        434.438      25.209223      369.67356      22.249923      537.41535      30.767935
            4.5      231.51603      12.018832      194.73158      10.187755      291.04819      15.723801
            4.6      140.30779      18.904443      120.26192      17.640715      170.93687      20.146918
            4.7      54.009637      5.4088763      44.873329      4.5431293       68.64146      7.5038994
            4.8      23.856012      5.0819847       19.99436      4.3148297      29.742905      6.3256434
            4.9       5.349928      1.9367503      4.1449385       1.391392      9.3014244      3.9926399
              5       5.349928      1.9367503      4.1449385       1.391392      9.3014244      3.9926399
