#       dy_b-bx        central        num_err    min (scale)        num_err    max (scale)        num_err
            2.4      1065.4792        48.5228      903.23586       42.17586      1287.0198      56.546427
            2.5      881.04265      24.669004      748.22193      21.180127      1069.5608      31.526351
            2.6      789.50492      21.260839      668.37559      18.437976      954.07121       26.60367
            2.7      691.71405      22.202229      587.26133      19.232855      831.46325      28.395532
            2.8      558.24652      17.836222      475.97016      15.409242      668.38742      22.375635
            2.9      562.13431      24.667291      476.05042      21.816709      680.67244      30.296025
              3      447.09157      15.099494      377.25737      12.890326      540.49934      18.451249
            3.1      433.54151      26.963365      363.42301      20.029406      527.47655      42.214142
            3.2      343.60669      17.228898      293.41547       13.94603      409.49467      24.063127
            3.3      299.86383      11.050231      253.18319      9.4688913      361.58317      13.452944
            3.4      281.51174      15.671727      240.22565      13.914489      334.91334      17.859859
            3.5      256.68502      17.811656      218.18678      15.889467      308.03311      20.634584
            3.6      190.82288      8.2297579      159.64049      6.8778351      233.43684      10.417707
            3.7      172.51856      8.2644891      146.58466      7.0003614      206.93504      10.438692
            3.8       146.5569      8.0501912      124.97267       6.919616      174.35844      10.984475
            3.9      136.93839      6.4632533      115.13434      5.4458364       166.4568      8.2062115
              4      110.76911      5.8618512      92.244576      4.8620084      135.12221      7.3859267
            4.1      112.99873      7.2167993       95.42038      6.0074756      136.76647      9.2739463
            4.2      90.511637      6.2460018      76.889368      5.2935199       108.2895      7.8632783
            4.3      76.805609      5.5486252      63.335665      4.4790068       94.66279      7.2695214
            4.4      70.316257      5.0828537      58.135159      4.2246216      86.520157      6.3635528
            4.5      52.835933      3.8632981      43.937777       3.185829      64.233972      4.8202038
            4.6      51.826671      4.5935705      43.903316      3.9902772      61.289229      5.7164217
            4.7      42.767207      3.8473553      35.484693      3.2902139      52.325162      4.6843945
            4.8      46.634168      8.6805236      39.811011      7.4752658      54.939609      10.220957
            4.9      22.310598      2.3404311      18.570844      1.8843791      27.014737      3.1205539
              5      22.310598      2.3404311      18.570844      1.8843791      27.014737      3.1205539
