qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)
0.77           0.5            2                   NLO.QT.32                                                            29002.46044 +-         6.93497

0.77           1              1                   NLO.QCD.QT                                                           24149.22429 +-         4.96087
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.77           1              1                   ..a00                                                                         0. +-              0.
0.77           1              1                   NLO.QT.32                                                            24149.22429 +-         4.96087

0.77           2              0.5                 NLO.QCD.QT                                                           19913.47668 +-         3.65828
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.77           2              0.5                 ..a00                                                                         0. +-              0.
0.77           2              0.5                 NLO.QT.32                                                            19913.47668 +-         3.65828

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.78           0.5            2                   NLO.QCD.QT                                                           29004.80999 +-         6.91970
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.78           0.5            2                   ..a00                                                                         0. +-              0.
0.78           0.5            2                   NLO.QT.32                                                            29004.80999 +-         6.91970

0.78           1              1                   NLO.QCD.QT                                                           24150.47786 +-         4.95101
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.78           1              1                   ..a00                                                                         0. +-              0.
0.78           1              1                   NLO.QT.32                                                            24150.47786 +-         4.95101

0.78           2              0.5                 NLO.QCD.QT                                                           19914.06157 +-         3.65181
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.78           2              0.5                 ..a00                                                                         0. +-              0.
0.78           2              0.5                 NLO.QT.32                                                            19914.06157 +-         3.65181

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.79           0.5            2                   NLO.QCD.QT                                                           29006.96423 +-         6.90459
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.79           0.5            2                   ..a00                                                                         0. +-              0.
0.79           0.5            2                   NLO.QT.32                                                            29006.96423 +-         6.90459

0.79           1              1                   NLO.QCD.QT                                                           24151.59162 +-         4.94125
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.79           1              1                   ..a00                                                                         0. +-              0.
0.79           1              1                   NLO.QT.32                                                            24151.59162 +-         4.94125

0.79           2              0.5                 NLO.QCD.QT                                                           19914.54200 +-         3.64538
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.79           2              0.5                 ..a00                                                                         0. +-              0.
0.79           2              0.5                 NLO.QT.32                                                            19914.54200 +-         3.64538

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.8            0.5            2                   NLO.QCD.QT                                                           29008.82755 +-         6.88968
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.8            0.5            2                   ..a00                                                                         0. +-              0.
0.8            0.5            2                   NLO.QT.32                                                            29008.82755 +-         6.88968

0.8            1              1                   NLO.QCD.QT                                                           24152.48974 +-         4.93161
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.8            1              1                   ..a00                                                                         0. +-              0.
0.8            1              1                   NLO.QT.32                                                            24152.48974 +-         4.93161

0.8            2              0.5                 NLO.QCD.QT                                                           19914.85917 +-         3.63904
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.8            2              0.5                 ..a00                                                                         0. +-              0.
0.8            2              0.5                 NLO.QT.32                                                            19914.85917 +-         3.63904

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.81           0.5            2                   NLO.QCD.QT                                                           29010.02098 +-         6.87495
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.81           0.5            2                   ..a00                                                                         0. +-              0.
0.81           0.5            2                   NLO.QT.32                                                            29010.02098 +-         6.87495

0.81           1              1                   NLO.QCD.QT                                                           24152.95706 +-         4.92210
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.81           1              1                   ..a00                                                                         0. +-              0.
0.81           1              1                   NLO.QT.32                                                            24152.95706 +-         4.92210

0.81           2              0.5                 NLO.QCD.QT                                                           19914.89735 +-         3.63279
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.81           2              0.5                 ..a00                                                                         0. +-              0.
0.81           2              0.5                 NLO.QT.32                                                            19914.89735 +-         3.63279

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.82           0.5            2                   NLO.QCD.QT                                                           29011.86603 +-         6.86041
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.82           0.5            2                   ..a00                                                                         0. +-              0.
0.82           0.5            2                   NLO.QT.32                                                            29011.86603 +-         6.86041

0.82           1              1                   NLO.QCD.QT                                                           24153.82005 +-         4.91269
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.82           1              1                   ..a00                                                                         0. +-              0.
0.82           1              1                   NLO.QT.32                                                            24153.82005 +-         4.91269

0.82           2              0.5                 NLO.QCD.QT                                                           19915.17287 +-         3.62657
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.82           2              0.5                 ..a00                                                                         0. +-              0.
0.82           2              0.5                 NLO.QT.32                                                            19915.17287 +-         3.62657

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.83           0.5            2                   NLO.QCD.QT                                                           29014.59678 +-         6.84618
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.83           0.5            2                   ..a00                                                                         0. +-              0.
0.83           0.5            2                   NLO.QT.32                                                            29014.59678 +-         6.84618

0.83           1              1                   NLO.QCD.QT                                                           24155.30557 +-         4.90350
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.83           1              1                   ..a00                                                                         0. +-              0.
0.83           1              1                   NLO.QT.32                                                            24155.30557 +-         4.90350

0.83           2              0.5                 NLO.QCD.QT                                                           19915.89614 +-         3.62053
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.83           2              0.5                 ..a00                                                                         0. +-              0.
0.83           2              0.5                 NLO.QT.32                                                            19915.89614 +-         3.62053

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.84           0.5            2                   NLO.QCD.QT                                                           29016.35709 +-         6.83207
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.84           0.5            2                   ..a00                                                                         0. +-              0.
0.84           0.5            2                   NLO.QT.32                                                            29016.35709 +-         6.83207

0.84           1              1                   NLO.QCD.QT                                                           24156.15183 +-         4.89438
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.84           1              1                   ..a00                                                                         0. +-              0.
0.84           1              1                   NLO.QT.32                                                            24156.15183 +-         4.89438

0.84           2              0.5                 NLO.QCD.QT                                                           19916.19191 +-         3.61453
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.84           2              0.5                 ..a00                                                                         0. +-              0.
0.84           2              0.5                 NLO.QT.32                                                            19916.19191 +-         3.61453

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.85           0.5            2                   NLO.QCD.QT                                                           29018.51955 +-         6.81819
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.85           0.5            2                   ..a00                                                                         0. +-              0.
0.85           0.5            2                   NLO.QT.32                                                            29018.51955 +-         6.81819

0.85           1              1                   NLO.QCD.QT                                                           24157.24655 +-         4.88542
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.85           1              1                   ..a00                                                                         0. +-              0.
0.85           1              1                   NLO.QT.32                                                            24157.24655 +-         4.88542

0.85           2              0.5                 NLO.QCD.QT                                                           19916.64153 +-         3.60863
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.85           2              0.5                 ..a00                                                                         0. +-              0.
0.85           2              0.5                 NLO.QT.32                                                            19916.64153 +-         3.60863

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.86           0.5            2                   NLO.QCD.QT                                                           29020.54234 +-         6.80451
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.86           0.5            2                   ..a00                                                                         0. +-              0.
0.86           0.5            2                   NLO.QT.32                                                            29020.54234 +-         6.80451

0.86           1              1                   NLO.QCD.QT                                                           24158.25955 +-         4.87659
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.86           1              1                   ..a00                                                                         0. +-              0.
0.86           1              1                   NLO.QT.32                                                            24158.25955 +-         4.87659

0.86           2              0.5                 NLO.QCD.QT                                                           19917.04269 +-         3.60283
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.86           2              0.5                 ..a00                                                                         0. +-              0.
0.86           2              0.5                 NLO.QT.32                                                            19917.04269 +-         3.60283

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.87           0.5            2                   NLO.QCD.QT                                                           29022.61740 +-         6.79095
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.87           0.5            2                   ..a00                                                                         0. +-              0.
0.87           0.5            2                   NLO.QT.32                                                            29022.61740 +-         6.79095

0.87           1              1                   NLO.QCD.QT                                                           24159.31456 +-         4.86782
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.87           1              1                   ..a00                                                                         0. +-              0.
0.87           1              1                   NLO.QT.32                                                            24159.31456 +-         4.86782

0.87           2              0.5                 NLO.QCD.QT                                                           19917.47798 +-         3.59705
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.87           2              0.5                 ..a00                                                                         0. +-              0.
0.87           2              0.5                 NLO.QT.32                                                            19917.47798 +-         3.59705

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.88           0.5            2                   NLO.QCD.QT                                                           29024.88587 +-         6.77750
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.88           0.5            2                   ..a00                                                                         0. +-              0.
0.88           0.5            2                   NLO.QT.32                                                            29024.88587 +-         6.77750

0.88           1              1                   NLO.QCD.QT                                                           24160.49064 +-         4.85913
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.88           1              1                   ..a00                                                                         0. +-              0.
0.88           1              1                   NLO.QT.32                                                            24160.49064 +-         4.85913

0.88           2              0.5                 NLO.QCD.QT                                                           19917.98956 +-         3.59132
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.88           2              0.5                 ..a00                                                                         0. +-              0.
0.88           2              0.5                 NLO.QT.32                                                            19917.98956 +-         3.59132

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.89           0.5            2                   NLO.QCD.QT                                                           29026.71341 +-         6.76430
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.89           0.5            2                   ..a00                                                                         0. +-              0.
0.89           0.5            2                   NLO.QT.32                                                            29026.71341 +-         6.76430

0.89           1              1                   NLO.QCD.QT                                                           24161.36636 +-         4.85061
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.89           1              1                   ..a00                                                                         0. +-              0.
0.89           1              1                   NLO.QT.32                                                            24161.36636 +-         4.85061

0.89           2              0.5                 NLO.QCD.QT                                                           19918.29295 +-         3.58572
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.89           2              0.5                 ..a00                                                                         0. +-              0.
0.89           2              0.5                 NLO.QT.32                                                            19918.29295 +-         3.58572

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.9            0.5            2                   NLO.QCD.QT                                                           29028.48481 +-         6.75122
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.9            0.5            2                   ..a00                                                                         0. +-              0.
0.9            0.5            2                   NLO.QT.32                                                            29028.48481 +-         6.75122

0.9            1              1                   NLO.QCD.QT                                                           24162.20364 +-         4.84216
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.9            1              1                   ..a00                                                                         0. +-              0.
0.9            1              1                   NLO.QT.32                                                            24162.20364 +-         4.84216

0.9            2              0.5                 NLO.QCD.QT                                                           19918.56834 +-         3.58016
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.9            2              0.5                 ..a00                                                                         0. +-              0.
0.9            2              0.5                 NLO.QT.32                                                            19918.56834 +-         3.58016

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.91           0.5            2                   NLO.QCD.QT                                                           29030.73399 +-         6.73837
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.91           0.5            2                   ..a00                                                                         0. +-              0.
0.91           0.5            2                   NLO.QT.32                                                            29030.73399 +-         6.73837

0.91           1              1                   NLO.QCD.QT                                                           24163.36747 +-         4.83387
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.91           1              1                   ..a00                                                                         0. +-              0.
0.91           1              1                   NLO.QT.32                                                            24163.36747 +-         4.83387

0.91           2              0.5                 NLO.QCD.QT                                                           19919.07607 +-         3.57472
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.91           2              0.5                 ..a00                                                                         0. +-              0.
0.91           2              0.5                 NLO.QT.32                                                            19919.07607 +-         3.57472

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.92           0.5            2                   NLO.QCD.QT                                                           29032.13622 +-         6.72563
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.92           0.5            2                   ..a00                                                                         0. +-              0.
0.92           0.5            2                   NLO.QT.32                                                            29032.13622 +-         6.72563

0.92           1              1                   NLO.QCD.QT                                                           24163.94521 +-         4.82565
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.92           1              1                   ..a00                                                                         0. +-              0.
0.92           1              1                   NLO.QT.32                                                            24163.94521 +-         4.82565

0.92           2              0.5                 NLO.QCD.QT                                                           19919.16727 +-         3.56932
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.92           2              0.5                 ..a00                                                                         0. +-              0.
0.92           2              0.5                 NLO.QT.32                                                            19919.16727 +-         3.56932

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.93           0.5            2                   NLO.QCD.QT                                                           29034.04886 +-         6.71308
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.93           0.5            2                   ..a00                                                                         0. +-              0.
0.93           0.5            2                   NLO.QT.32                                                            29034.04886 +-         6.71308

0.93           1              1                   NLO.QCD.QT                                                           24164.86649 +-         4.81755
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.93           1              1                   ..a00                                                                         0. +-              0.
0.93           1              1                   NLO.QT.32                                                            24164.86649 +-         4.81755

0.93           2              0.5                 NLO.QCD.QT                                                           19919.49297 +-         3.56399
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.93           2              0.5                 ..a00                                                                         0. +-              0.
0.93           2              0.5                 NLO.QT.32                                                            19919.49297 +-         3.56399

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.94           0.5            2                   NLO.QCD.QT                                                           29035.60478 +-         6.70060
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.94           0.5            2                   ..a00                                                                         0. +-              0.
0.94           0.5            2                   NLO.QT.32                                                            29035.60478 +-         6.70060

0.94           1              1                   NLO.QCD.QT                                                           24165.55585 +-         4.80948
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.94           1              1                   ..a00                                                                         0. +-              0.
0.94           1              1                   NLO.QT.32                                                            24165.55585 +-         4.80948

0.94           2              0.5                 NLO.QCD.QT                                                           19919.66642 +-         3.55866
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.94           2              0.5                 ..a00                                                                         0. +-              0.
0.94           2              0.5                 NLO.QT.32                                                            19919.66642 +-         3.55866

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.95           0.5            2                   NLO.QCD.QT                                                           29036.91416 +-         6.68819
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.95           0.5            2                   ..a00                                                                         0. +-              0.
0.95           0.5            2                   NLO.QT.32                                                            29036.91416 +-         6.68819

0.95           1              1                   NLO.QCD.QT                                                           24166.06529 +-         4.80145
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.95           1              1                   ..a00                                                                         0. +-              0.
0.95           1              1                   NLO.QT.32                                                            24166.06529 +-         4.80145

0.95           2              0.5                 NLO.QCD.QT                                                           19919.70466 +-         3.55337
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.95           2              0.5                 ..a00                                                                         0. +-              0.
0.95           2              0.5                 NLO.QT.32                                                            19919.70466 +-         3.55337

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.96           0.5            2                   NLO.QCD.QT                                                           29038.55453 +-         6.67609
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.96           0.5            2                   ..a00                                                                         0. +-              0.
0.96           0.5            2                   NLO.QT.32                                                            29038.55453 +-         6.67609

0.96           1              1                   NLO.QCD.QT                                                           24166.79973 +-         4.79365
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.96           1              1                   ..a00                                                                         0. +-              0.
0.96           1              1                   NLO.QT.32                                                            24166.79973 +-         4.79365

0.96           2              0.5                 NLO.QCD.QT                                                           19919.90044 +-         3.54824
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.96           2              0.5                 ..a00                                                                         0. +-              0.
0.96           2              0.5                 NLO.QT.32                                                            19919.90044 +-         3.54824

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.97           0.5            2                   NLO.QCD.QT                                                           29039.76785 +-         6.66405
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.97           0.5            2                   ..a00                                                                         0. +-              0.
0.97           0.5            2                   NLO.QT.32                                                            29039.76785 +-         6.66405

0.97           1              1                   NLO.QCD.QT                                                           24167.25539 +-         4.78589
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.97           1              1                   ..a00                                                                         0. +-              0.
0.97           1              1                   NLO.QT.32                                                            24167.25539 +-         4.78589

0.97           2              0.5                 NLO.QCD.QT                                                           19919.91076 +-         3.54315
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.97           2              0.5                 ..a00                                                                         0. +-              0.
0.97           2              0.5                 NLO.QT.32                                                            19919.91076 +-         3.54315

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.98           0.5            2                   NLO.QCD.QT                                                           29041.68161 +-         6.65217
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.98           0.5            2                   ..a00                                                                         0. +-              0.
0.98           0.5            2                   NLO.QT.32                                                            29041.68161 +-         6.65217

0.98           1              1                   NLO.QCD.QT                                                           24168.18103 +-         4.77822
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.98           1              1                   ..a00                                                                         0. +-              0.
0.98           1              1                   NLO.QT.32                                                            24168.18103 +-         4.77822

0.98           2              0.5                 NLO.QCD.QT                                                           19920.24460 +-         3.53811
