#         pt_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
            265     0.88130962    0.050360991     0.88130962    0.050360991     0.88130962    0.050360991
            270      0.8472913    0.060243465      0.8472913    0.060243465      0.8472913    0.060243465
            275     0.67115366    0.032583203     0.67115366    0.032583203     0.67115366    0.032583203
            280     0.77407254    0.073065493     0.77407254    0.073065493     0.77407254    0.073065493
            285     0.59827359    0.034738009     0.59827359    0.034738009     0.59827359    0.034738009
            290     0.57390136    0.082689632     0.57390136    0.082689632     0.57390136    0.082689632
            295     0.48699405    0.049397918     0.48699405    0.049397918     0.48699405    0.049397918
            300     0.45646388    0.039662756     0.45646388    0.039662756     0.45646388    0.039662756
            305     0.40401446    0.026687539     0.40401446    0.026687539     0.40401446    0.026687539
            310     0.43858716    0.071832836     0.43858716    0.071832836     0.43858716    0.071832836
            315     0.35132799    0.028871249     0.35132799    0.028871249     0.35132799    0.028871249
            320     0.36979809    0.026014786     0.36979809    0.026014786     0.36979809    0.026014786
            325     0.27172563    0.023298243     0.27172563    0.023298243     0.27172563    0.023298243
            330     0.28813436    0.029456933     0.28813436    0.029456933     0.28813436    0.029456933
            335     0.30224185    0.031354312     0.30224185    0.031354312     0.30224185    0.031354312
            340     0.26643246    0.027853909     0.26643246    0.027853909     0.26643246    0.027853909
            345     0.26452686    0.046274969     0.26452686    0.046274969     0.26452686    0.046274969
            350     0.20486714    0.026341331     0.20486714    0.026341331     0.20486714    0.026341331
            355     0.20261453       0.016677     0.20261453       0.016677     0.20261453       0.016677
            360      0.2435108    0.074738193      0.2435108    0.074738193      0.2435108    0.074738193
            365     0.21868187    0.029688003     0.21868187    0.029688003     0.21868187    0.029688003
            370     0.18390945    0.019409296     0.18390945    0.019409296     0.18390945    0.019409296
            375     0.13703652    0.019458679     0.13703652    0.019458679     0.13703652    0.019458679
            380     0.17447427    0.026388724     0.17447427    0.026388724     0.17447427    0.026388724
            385     0.13305569    0.013239209     0.13305569    0.013239209     0.13305569    0.013239209
            390     0.14547248    0.024685444     0.14547248    0.024685444     0.14547248    0.024685444
            395      0.1593336    0.024924721      0.1593336    0.024924721      0.1593336    0.024924721
            400     0.11141848    0.014009751     0.11141848    0.014009751     0.11141848    0.014009751
            405      0.1625585    0.028858232      0.1625585    0.028858232      0.1625585    0.028858232
            410     0.12044539    0.020991586     0.12044539    0.020991586     0.12044539    0.020991586
            415    0.081831279   0.0090982252    0.081831279   0.0090982252    0.081831279   0.0090982252
            420     0.10352955    0.024719574     0.10352955    0.024719574     0.10352955    0.024719574
            425    0.073908682   0.0093503107    0.073908682   0.0093503107    0.073908682   0.0093503107
            430      0.1028003    0.016897554      0.1028003    0.016897554      0.1028003    0.016897554
            435    0.067841575    0.010285457    0.067841575    0.010285457    0.067841575    0.010285457
            440    0.075889645    0.015029024    0.075889645    0.015029024    0.075889645    0.015029024
            445    0.074378937    0.012546591    0.074378937    0.012546591    0.074378937    0.012546591
            450     0.12351512      0.0423724     0.12351512      0.0423724     0.12351512      0.0423724
            455     0.04565811   0.0073551405     0.04565811   0.0073551405     0.04565811   0.0073551405
            460    0.047060078    0.006294812    0.047060078    0.006294812    0.047060078    0.006294812
            465    0.059721141    0.011564069    0.059721141    0.011564069    0.059721141    0.011564069
            470    0.085645097    0.040284849    0.085645097    0.040284849    0.085645097    0.040284849
            475    0.051734606   0.0092164781    0.051734606   0.0092164781    0.051734606   0.0092164781
            480    0.045919389   0.0090217906    0.045919389   0.0090217906    0.045919389   0.0090217906
            485    0.060590492    0.021056508    0.060590492    0.021056508    0.060590492    0.021056508
            490    0.045685826    0.010185095    0.045685826    0.010185095    0.045685826    0.010185095
            495    0.032439055   0.0059812833    0.032439055   0.0059812833    0.032439055   0.0059812833
            500    0.032439055   0.0059812833    0.032439055   0.0059812833    0.032439055   0.0059812833
