#         eta_b        central        num_err    min (scale)        num_err    max (scale)        num_err
           -1.1      7993.0536      41.942082      7993.0536      41.942082      7993.0536      41.942082
             -1      8123.0964       45.18586      8123.0964       45.18586      8123.0964       45.18586
           -0.9      8071.4107      44.200733      8071.4107      44.200733      8071.4107      44.200733
           -0.8      8058.3991      45.435806      8058.3991      45.435806      8058.3991      45.435806
           -0.7      8060.5767      45.350423      8060.5767      45.350423      8060.5767      45.350423
           -0.6      8041.1169       43.87204      8041.1169       43.87204      8041.1169       43.87204
           -0.5       7924.505      41.949544       7924.505      41.949544       7924.505      41.949544
           -0.4      7915.9759      42.077632      7915.9759      42.077632      7915.9759      42.077632
           -0.3      7923.1165      44.209509      7923.1165      44.209509      7923.1165      44.209509
           -0.2      7926.5058      43.491172      7926.5058      43.491172      7926.5058      43.491172
           -0.1      7863.8216      40.650873      7863.8216      40.650873      7863.8216      40.650873
              0      7885.7329      42.765049      7885.7329      42.765049      7885.7329      42.765049
            0.1      7908.4998      45.411811      7908.4998      45.411811      7908.4998      45.411811
            0.2      7847.8004      39.427479      7847.8004      39.427479      7847.8004      39.427479
            0.3      7989.7856      43.869889      7989.7856      43.869889      7989.7856      43.869889
            0.4      8002.6277       44.75168      8002.6277       44.75168      8002.6277       44.75168
            0.5      7984.6206       44.55604      7984.6206       44.55604      7984.6206       44.55604
            0.6       7991.629      43.672113       7991.629      43.672113       7991.629      43.672113
            0.7      8007.6454      44.024896      8007.6454      44.024896      8007.6454      44.024896
            0.8      8034.9412      42.592482      8034.9412      42.592482      8034.9412      42.592482
            0.9      8090.4566       40.74453      8090.4566       40.74453      8090.4566       40.74453
              1      8077.2944      45.096061      8077.2944      45.096061      8077.2944      45.096061
            1.1      8069.0451      43.690398      8069.0451      43.690398      8069.0451      43.690398
            1.2      8080.6078      45.192409      8080.6078      45.192409      8080.6078      45.192409
            1.3      8005.9981      44.774555      8005.9981      44.774555      8005.9981      44.774555
            1.4      7940.2568      43.707139      7940.2568      43.707139      7940.2568      43.707139
            1.5       7895.344      43.270219       7895.344      43.270219       7895.344      43.270219
            1.6      7806.5373      44.079179      7806.5373      44.079179      7806.5373      44.079179
            1.7       7737.482      43.230783       7737.482      43.230783       7737.482      43.230783
            1.8      7634.5268      41.637295      7634.5268      41.637295      7634.5268      41.637295
            1.9      7493.6116      43.116083      7493.6116      43.116083      7493.6116      43.116083
              2        7357.11      40.576491        7357.11      40.576491        7357.11      40.576491
            2.1      7190.2007      38.803238      7190.2007      38.803238      7190.2007      38.803238
            2.2      7155.2402      45.130563      7155.2402      45.130563      7155.2402      45.130563
            2.3      6931.4534       41.21045      6931.4534       41.21045      6931.4534       41.21045
            2.4      6703.4986      38.555714      6703.4986      38.555714      6703.4986      38.555714
            2.5      6564.7272        41.0376      6564.7272        41.0376      6564.7272        41.0376
            2.6      6328.6262      37.993023      6328.6262      37.993023      6328.6262      37.993023
            2.7      6156.7048      39.369145      6156.7048      39.369145      6156.7048      39.369145
            2.8      5899.5272      37.182213      5899.5272      37.182213      5899.5272      37.182213
            2.9      5673.6077      37.202808      5673.6077      37.202808      5673.6077      37.202808
              3      5445.4075      38.007928      5445.4075      38.007928      5445.4075      38.007928
            3.1      5221.1362      36.165191      5221.1362      36.165191      5221.1362      36.165191
            3.2       4959.828      35.598641       4959.828      35.598641       4959.828      35.598641
            3.3      4697.9657      34.516088      4697.9657      34.516088      4697.9657      34.516088
            3.4       4479.944      34.503477       4479.944      34.503477       4479.944      34.503477
            3.5      4187.3443      30.326106      4187.3443      30.326106      4187.3443      30.326106
            3.6      3959.2859      33.490781      3959.2859      33.490781      3959.2859      33.490781
            3.7      3667.0083      29.586384      3667.0083      29.586384      3667.0083      29.586384
            3.8      3384.8005      25.829736      3384.8005      25.829736      3384.8005      25.829736
            3.9      3196.1369      28.697899      3196.1369      28.697899      3196.1369      28.697899
              4      2887.1488      27.963947      2887.1488      27.963947      2887.1488      27.963947
            4.1      2718.5679      31.493884      2718.5679      31.493884      2718.5679      31.493884
            4.2      2476.6088      26.466431      2476.6088      26.466431      2476.6088      26.466431
            4.3      2249.0039      21.266761      2249.0039      21.266761      2249.0039      21.266761
            4.4      2060.5941      21.553751      2060.5941      21.553751      2060.5941      21.553751
            4.5      1859.1214      19.855314      1859.1214      19.855314      1859.1214      19.855314
            4.6      1631.9143      16.610768      1631.9143      16.610768      1631.9143      16.610768
            4.7      1524.7516      21.612539      1524.7516      21.612539      1524.7516      21.612539
            4.8      1337.7935      19.529477      1337.7935      19.529477      1337.7935      19.529477
            4.9      1183.2317      18.860628      1183.2317      18.860628      1183.2317      18.860628
              5      1183.2317      18.860628      1183.2317      18.860628      1183.2317      18.860628
