#    pt_ep-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
             60      202.94063      1.1569381       169.4369     0.96862408      247.60357      1.4265529
             61      191.14538      1.1242293      159.64924     0.94005655      233.10562      1.3831096
             62      177.43613      1.0832412      148.32302     0.94279785      216.15158      1.4131177
             63      165.43678      1.0478948      137.74296     0.87353436      202.53441      1.2914034
             64      156.75567      1.0182669      130.51297     0.84847785      191.92169       1.254865
             65      147.42829     0.98802006      122.84892     0.82462605      180.32427      1.2198161
             66        138.869     0.95917006      115.69693     0.80621957      169.87287      1.2013915
             67      132.44539     0.96691033      110.24002     0.80375959      162.22092      1.2036955
             68      125.12634     0.90971503      104.12021     0.75843163      153.30486      1.1225893
             69       117.7804     0.88652738      98.015323     0.73951409      144.29774      1.0981776
             70       110.9739     0.85601108      92.247383      0.7125975       136.1561      1.0574179
             71          105.7     0.83558236      87.796157     0.69481157      129.79747      1.0326748
             72      99.197639      0.8095124      82.410168     0.67488133      121.79419      1.0073325
             73       95.31739     0.79448258       79.09707     0.66020099      117.19675     0.98573315
             74      88.968853     0.77119121      73.864301     0.64123101      109.32268     0.95895666
             75      84.745626     0.74862626      70.295847     0.62191235      104.24694     0.92891235
             76      80.892897     0.75809602      67.066268     0.62681646      99.562051     0.94221486
             77      76.918044     0.71309946      63.662024     0.59196208      94.870249       0.885379
             78      72.649477     0.69585122      60.258309     0.57909932      89.377648     0.86377326
             79      70.540213     0.68784008      58.445663     0.57023568       86.89418     0.85358304
             80      66.197496     0.66153279      54.752332     0.54814327      81.717414     0.82130325
             81      62.220823     0.64788531      51.447773     0.53584617      76.834563     0.80620753
             82      60.329297     0.63433148      49.890811     0.52488236      74.484603      0.7887266
             83      58.483345     0.64154066      48.313507     0.52895945      72.304221     0.80045542
             84      54.696283     0.60710839      45.224307     0.50272048      67.548545     0.75678778
             85      52.577621      0.6080201      43.453351      0.5021073      64.963338     0.76148994
             86      49.731015     0.57484968      41.071469     0.47579883      61.499957     0.71699185
             87      48.354504     0.56650656      39.910841     0.46826081      59.847544     0.70533212
             88      46.118746     0.55287795      38.013759     0.45634567      57.173178     0.68943683
             89      44.386886      0.5418467      36.620215     0.44789845      54.960899     0.67421154
             90      41.574179     0.52740734      34.345803     0.43605673       51.39758     0.65648613
             91      39.204252     0.50950031      32.258153     0.41988661      48.700175     0.63658758
             92      37.674513     0.49837804      31.027391     0.41129548      46.750589     0.62164869
             93      35.611484     0.51013656      29.334599     0.41878355      44.175468     0.64027488
             94       35.25561     0.48221048      29.055624     0.39819036      43.710687     0.60075543
             95       32.80032     0.46635501      26.960683     0.38419148      40.796105     0.58396143
             96       32.22071     0.46603805      26.582941      0.3844934      39.896989     0.58154539
             97      30.376823     0.44804197      25.008259     0.36968008      37.710425     0.55895804
             98      29.512703     0.44159229      24.251003     0.36360595      36.720631     0.55255667
             99      29.558885     0.44311533      24.248209     0.36448765       36.84799     0.55937885
            100      29.558885     0.44311533      24.248209     0.36448765       36.84799     0.55937885
