#          pt_b        central        num_err    min (scale)        num_err    max (scale)        num_err
            360     0.10989503    0.005907565    0.086512725   0.0046714878     0.14317834   0.0077471762
            365     0.10255652   0.0057332954    0.080233253   0.0045002711     0.13439973    0.007560719
            370    0.098334358   0.0056143673    0.077092333   0.0044229665     0.12863805   0.0073904412
            375     0.09000024   0.0053308446    0.071112805   0.0042349738     0.11677158   0.0069601655
            380    0.077831164    0.004984262    0.060594958    0.003889277     0.10253616   0.0066111694
            385    0.084676639   0.0051723453    0.066461112   0.0040803583     0.11066706   0.0067989822
            390    0.071081809   0.0047743444    0.055533421   0.0037343476      0.0933388   0.0063205487
            395    0.068058968   0.0046431092    0.053247851   0.0036490922    0.089182121   0.0061173369
            400    0.064130436    0.004500905    0.049789436   0.0035105624    0.084776671   0.0059803416
            405    0.056526467   0.0042482906    0.043853117   0.0033058932    0.074801929    0.005655925
            410    0.064768635   0.0045235105    0.050366587   0.0035339362    0.085442665   0.0059981138
            415    0.049263289    0.003944015    0.038484346   0.0030953255    0.064703689   0.0052070691
            420    0.050142577   0.0040214242    0.039012797   0.0031305696    0.066116359   0.0053544346
            425     0.04668597   0.0039694044    0.036506402   0.0031121109    0.061273437   0.0052421814
            430    0.048666851   0.0039469814     0.03791415   0.0030864807    0.064076495   0.0052247683
            435    0.048315918   0.0039059152    0.037947379   0.0030829538    0.063098776   0.0051301704
            440    0.042267979   0.0036746117    0.033594894    0.002935821    0.054452709   0.0047668666
            445    0.048514334   0.0046146897    0.037490188   0.0035587841    0.064398503   0.0061704072
            450     0.02968429   0.0030939362    0.022962921   0.0023999131    0.039397575   0.0041325187
            455    0.032573181   0.0032096956    0.025513846   0.0025264925    0.042655062   0.0042283569
            460    0.033448363   0.0033071169    0.025609108   0.0025297146    0.044872773   0.0044735233
            465    0.033157983   0.0032357229    0.025865746   0.0025376679    0.043624762     0.00428272
            470    0.023684274   0.0027709102    0.018392285   0.0021498675    0.031320264   0.0037076926
            475    0.024947435   0.0028066583    0.019652077   0.0022208455    0.032442961   0.0036692941
            480    0.030631661   0.0031419137      0.0238699    0.002465552    0.040370366   0.0041881809
            485    0.026338231     0.00294162    0.020785538   0.0023312977    0.034227907   0.0038579009
            490    0.025894806   0.0028594565    0.020499768    0.002277183    0.033527411   0.0037285227
            495    0.018947419    0.002445979    0.014437015    0.001871964    0.025571877   0.0033162178
            500    0.018947419    0.002445979    0.014437015    0.001871964    0.025571877   0.0033162178
