#           y_b        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.8       6029.568      19.882583      5029.0441      16.592273       7364.232      24.461359
           -0.7      6047.1911      19.853691      5042.3387      16.709583      7388.1674      24.764663
           -0.6       6087.206      19.927061      5074.3127      16.624229      7439.7233      24.525256
           -0.5      6089.8473      19.925565      5076.3503      16.625106      7443.2197      24.521351
           -0.4      6149.3473      20.070427      5125.4233      16.747786      7516.8277      24.747184
           -0.3      6131.0723      20.011706      5109.1853      16.716396      7496.3589      24.742626
           -0.2      6157.9808      20.054718      5130.2798      16.731641      7531.8222      24.757461
           -0.1      6226.5666      20.219054      5188.8987      16.865922      7612.9848      24.911599
              0      6186.2834      20.137804      5151.0689      16.778174      7571.4465      24.843461
            0.1      6199.0197      20.095522      5162.8644       16.75776      7585.0978      24.743021
            0.2      6153.7715       20.02297      5126.1126      16.700748      7527.9164       24.65475
            0.3      6190.8073      20.101122       5160.817      16.787094      7565.9754      24.810683
            0.4      6126.1896      19.983335      5103.9204      16.667467      7492.6614      24.613707
            0.5      6097.9881      19.936675      5084.4364      16.647603       7450.883      24.572236
            0.6      6068.4613      19.925006      5059.9717      16.639058      7414.4363      24.548979
            0.7      6035.3955      19.841336      5035.3378      16.568543      7368.6578      24.402437
            0.8      5955.8611      19.700331      4967.5805       16.45384      7274.2617      24.246692
            0.9      5900.0041      19.702475      4925.8812      16.470894      7197.2624      24.243788
              1      5850.4829      19.559793      4883.9308      16.352708      7137.8526      24.077816
            1.1      5793.6061      19.494856      4839.9546      16.305215      7062.1262      23.970292
            1.2      5742.8736      19.366674      4799.9678      16.207369      6995.8408      23.762375
            1.3      5646.6041      19.193412      4721.6524      16.065017      6874.7237       23.53444
            1.4      5548.0187      19.141054      4640.9886      16.012487      6751.5573      23.463167
            1.5      5439.7702      18.909563      4553.2135      15.840288      6614.6309       23.16412
            1.6      5378.6408      18.800772      4504.6917      15.760581      6535.4498       23.00216
            1.7      5245.7234      18.523435      4395.4726      15.537337      6370.1772      22.631945
            1.8      5106.1831      18.293943      4284.1241      15.369682      6190.3628      22.388365
            1.9      5033.0213      18.139447      4225.0374      15.239372      6097.4774      22.128289
              2      4908.9296      17.952333      4122.3493      15.086766       5944.424      21.875067
            2.1       4769.404       17.75796      4009.6569       14.94427      5767.0648      21.661469
            2.2      4622.6837      17.402494      3887.5558      14.652638      5587.6617      21.161107
            2.3      4495.6673      17.165697      3783.8548      14.461515      5428.3447      20.846698
            2.4      4322.3219      16.823836       3641.505      14.192291      5212.4726      20.452942
            2.5      4223.0858      16.712002      3559.4874      14.087901      5089.8032      20.282261
            2.6      4067.3854      16.338524      3429.0288      13.783502      4900.7688      19.795861
            2.7      3884.6079      15.967421      3276.6737      13.477463      4677.4419      19.334318
            2.8       3714.105      15.658164      3135.3055      13.227377      4467.5494      18.946144
            2.9      3575.6485      15.359172      3020.4823      12.989135      4297.2434      18.599479
              3      3386.4478      14.912645      2861.3808      12.610335      4068.4548      18.019971
            3.1      3227.8194      14.571333       2728.097      12.320293      3876.5239      17.610145
            3.2       3055.879      14.213332      2584.6387      12.027664      3666.7366      17.163332
            3.3      2878.6647      13.785148      2433.9517      11.658289      3455.4261      16.633419
            3.4       2694.647      13.360531      2281.4888      11.313761      3228.8403      16.114408
            3.5       2512.661      12.952161      2127.1111      10.963294      3011.4228      15.635113
            3.6       2356.146      12.467538      1994.9393      10.561765      2823.1917        15.0289
            3.7      2176.1865      12.003763      1843.2602       10.17202       2606.359      14.474506
            3.8      2005.1297      11.546759      1697.9275      9.7774182      2402.3764      13.918206
            3.9      1828.5959      11.035932      1546.7017      9.3320621      2194.0751      13.319448
              4      1678.1218      10.557499      1420.5906      8.9364436      2011.4274      12.750327
            4.1      1512.5008      10.030224       1284.695      9.2864607      1804.7756      14.125884
            4.2      1355.6937      9.5189084       1147.682      8.0485526      1625.0665      11.504058
            4.3      1221.3775      9.1389454      1032.7666      7.7082615      1466.2226      11.065072
            4.4      1066.3082      8.5663871      902.58837      7.2315002      1278.3376      10.381544
            4.5      951.33286      7.9970516      804.47508      6.7580501      1142.0304      9.6578386
            4.6      834.44047      7.5980121      705.37933      6.4049862      1002.1807      9.2220281
            4.7      722.48806      7.0289553      610.87195      5.9579286      867.52867      8.6030447
            4.8      624.05874      6.7150797      527.26995      5.6398981      749.99484      8.1799215
            4.9      527.50446      6.0865069      444.68458       5.118652      635.83671      7.3994044
              5      527.50446      6.0865069      444.68458       5.118652      635.83671      7.3994044
