#        eta_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
           -1.7      5202.6972      18.538504      4355.6919      15.536425      6324.8254      22.797958
           -1.6       5270.935      18.640862      4407.8238      15.596866      6417.1405       22.86421
           -1.5      5337.1338      18.672025      4461.1925       15.62436       6501.211      22.891254
           -1.4      5335.7911      18.692337      4460.3281       15.67623      6498.9511      23.070308
           -1.3      5333.8046      18.668441      4455.7119       15.60504      6502.1466      22.939924
           -1.2      5410.9273      18.833018      4515.7194      15.734163      6604.1259      23.173944
           -1.1      5390.0843      18.793036      4498.3048      15.703289      6578.7032      23.126805
             -1      5402.3027      18.791467      4505.4781      15.702165      6599.0631      23.182972
           -0.9      5397.9949      18.767555      4500.0511      15.669389      6597.2318      23.101849
           -0.8      5390.7302      18.764048      4491.4113      15.650005      6592.9618      23.126692
           -0.7      5382.2124      19.424243      4482.9559      16.110406       6584.711      24.084103
           -0.6      5351.3476      18.710701      4456.2159      15.595718      6549.0717      23.062325
           -0.5      5366.5426      18.711941      4471.1951      15.802485      6563.1856         23.597
           -0.4      5333.9988      18.661195      4440.6887       15.55607      6529.5332       23.00712
           -0.3      5346.0718      18.696011      4451.3455      15.589499      6543.2496      23.074361
           -0.2      5337.6322      18.676572      4442.9293      15.709382      6535.5289      23.363549
           -0.1      5319.2724      18.692022      4427.5051      15.569385      6513.1601      23.076175
              0      5305.3862      18.608155       4413.912      15.499745      6499.9501      22.946063
            0.1      5326.4311      18.643388      4434.4583      15.543105       6520.243       23.00649
            0.2      5338.3141      18.681621      4443.8386      15.566464      6535.7606      23.043946
            0.3      5322.5641      18.666629      4429.3269      15.559558      6519.1257       23.05406
            0.4      5345.4906      18.773688      4451.5977       15.64816      6541.3161      23.183826
            0.5      5358.5612      18.719111      4461.4249      15.599979      6559.1814      23.071665
            0.6      5364.9738      18.712864      4467.4151      15.599093      6565.9868      23.069764
            0.7      5386.0439      18.750964       4488.443      15.645172      6585.3871      23.082264
            0.8      5358.6968       18.73273      4467.7684      15.642203      6548.2732      23.073032
            0.9        5398.24      18.790845       4499.408      15.685763       6599.162      23.154079
              1      5393.0126      18.793231      4500.5404      15.698284      6582.6943       23.11583
            1.1      5396.1452      18.785651      4504.4174      15.699409      6584.0845      23.124159
            1.2      5383.4517      18.757784       4494.332      15.673135      6567.7483      23.043299
            1.3      5315.9733       18.63059      4441.2488      15.589134      6479.6442      22.899662
            1.4       5332.623       18.68372      4457.9879      15.640253       6494.777      22.937354
            1.5      5254.6851      18.574263       4396.066      15.568699      6393.7821      22.847787
            1.6      5221.4434      18.597305       4370.792      15.572652       6348.754      22.823502
            1.7      5146.6443      18.418105      4308.4406      15.424539      6257.4148      22.556739
            1.8      5082.9349      18.301378      4260.5156      15.347447      6170.0626      22.369485
            1.9      5001.8815      18.105794      4192.9664      15.186527      6071.0348      22.131189
              2      4914.1973      17.910755      4122.5039      15.051306      5958.8814      21.873703
            2.1      4801.3892       17.75407      4031.1126      14.915004      5816.1872      21.638826
            2.2      4717.6745      17.604258      3963.4313      14.801297       5710.113      21.445004
            2.3      4620.2921       17.48224      3882.3432      14.699126      5590.7851      21.290309
            2.4      4496.4481      17.254523      3782.4519      14.522212      5433.3181      21.017959
            2.5      4347.7786      16.902837      3660.8878      14.247568      5247.2263      20.547264
            2.6      4190.2175      16.572081      3528.5621      13.966471      5056.3412        20.1077
            2.7      4046.1428      16.293612      3409.1813      13.738766      4878.9521      19.761395
            2.8      3938.4427      16.110282      3321.1396      13.593923      4743.9543      19.524439
            2.9      3773.9159      15.743403       3183.313        13.2905      4544.3117      19.060562
              3      3639.1554      15.479532      3073.2944      13.084322      4375.1214      18.721966
            3.1      3451.6184      15.047276      2915.1167      12.721519      4149.2939      18.188891
            3.2       3306.057      14.784508      2794.3054       12.49669      3970.4856      17.879637
            3.3       3130.825      14.358703      2649.1137       12.15565      3754.5522      17.329912
            3.4      2957.6813       14.01318      2503.5102      11.863097      3545.2035      16.913665
            3.5      2807.9071       13.66009      2376.3146      11.557548       3366.467      16.492478
            3.6      2634.6211      13.183218      2228.4621      11.150803      3160.8456      15.914458
            3.7      2452.4623      12.725157      2076.6054      10.775977      2938.2403      15.338199
            3.8       2284.836      12.306526       1934.688      10.418911      2737.3323      14.827546
            3.9      2127.8291      11.892419      1802.3465      10.071461      2548.0771      14.339142
              4      1965.0082      11.413413      1665.6657      9.6803951       2350.972      13.776544
            4.1      1819.3632       10.97976      1542.4581        9.31115      2176.2191      13.254016
            4.2      1671.1522      10.543379      1416.8709      8.9396384      1998.8093      12.693678
            4.3      1513.0882      10.063687      1281.8316      8.5458794      1811.5764      12.175416
            4.4      1380.7573      9.5831743       1168.996      8.1064709      1654.4653      11.561662
            4.5        1255.48      9.1342285      1063.2638      7.7466737      1503.9168      11.037073
            4.6      1120.2603      8.7165128      948.78494      7.3721528      1341.7893      10.530486
            4.7      989.30025       8.131891      837.13018      6.8773221      1186.2689      9.8153671
            4.8      894.80943      7.8315797      757.07085      6.6122379      1073.1811      9.4660568
            4.9      785.54053      7.3887215      668.36542      7.2647154      935.00109      11.498785
              5      785.54053      7.3887215      668.36542      7.2647154      935.00109      11.498785
