#          y_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
            0.7      6070.0322       19.88543      5060.8979      16.603605      7417.1774      24.474613
            0.8      5986.3929      19.771208      4991.3061      16.502896        7314.85      24.324258
            0.9      5920.9525      19.705487      4938.9688      16.452845      7231.0029      24.289753
              1      5855.0733      19.584447      4888.0833      16.367645      7142.9924      24.096041
            1.1      5823.5487      19.496265      4862.6963      16.294131       7102.882      23.955731
            1.2       5713.314      19.390435      4770.4733      16.207989      6968.5832      23.850023
            1.3      5651.6388      19.205971      4722.9829      16.080173      6886.1436      23.607171
            1.4      5595.9004      19.132497      4680.9314      16.024989      6809.9494      23.473554
            1.5      5477.0479      18.950559      4583.5277      15.871912       6661.629         23.208
            1.6      5357.1287      18.798614      4485.7166      15.746453      6511.1763      23.050875
            1.7      5284.8012      18.670041      4426.3069      15.653845      6421.2562      22.863706
            1.8      5171.2324      18.384701      4337.5365      15.435204      6271.4999       22.44081
            1.9      5031.4876      18.151388      4221.1305      15.236333      6100.5488      22.173221
              2      4910.5933      17.983276      4121.1555      15.102307      5951.3117      21.927488
            2.1      4779.9237      17.685823      4015.9878       14.86953      5784.7078      21.530517
            2.2      4680.2849      17.558623      3933.9819      14.770786      5661.0466      21.389565
            2.3      4488.2621      17.252349      3776.0049      14.524228      5422.3037       21.01469
            2.4      4404.8221      17.013903       3707.667      14.334408      5318.2324       20.67406
            2.5      4197.1375      16.613227      3535.6917       14.00683      5062.2757       20.15765
            2.6      4020.7888      16.238808      3390.6839      13.706106      4843.0282      19.674522
            2.7      3873.5133       15.95356      3268.4251      13.469824      4661.8715      19.313859
            2.8      3716.0099      15.650488      3135.5898      13.215713      4472.2401       18.94089
            2.9      3553.2711      15.296598       3001.088      12.924495      4271.2213      18.487573
              3      3361.7651      14.869172      2842.7536       12.58858      4034.8725      17.977498
            3.1      3233.1824       14.60754      2734.5338      12.363227      3879.4312      17.615934
            3.2      3036.8398      14.242716      2570.3067      12.049072      3640.5511      17.196973
            3.3      2851.3111      13.698114      2414.9618      11.605599      3414.9623      16.523678
            3.4      2678.3179      13.329364      2269.3004      11.292128      3206.2649      16.069872
            3.5      2482.1157      12.809332      2102.3946      10.850191      2972.6118      15.422345
            3.6      2313.2757      12.385467      1961.4828      10.501078      2766.5096        14.9141
            3.7      2167.0946       11.98097      1838.7232      10.172882      2589.4317      14.407433
            3.8      1974.8812      11.452977      1675.7677      9.7156097      2359.6729      13.779323
            3.9      1807.0119      10.974593      1532.2583        9.30111      2160.9962       13.20219
              4      1660.4262      10.556358      1409.6746      8.9539377       1982.554      12.727828
            4.1      1495.4958      10.126545      1269.7397       8.600048      1785.4926       12.22206
            4.2      1328.7092      9.4098359      1127.7715      8.0045809       1587.137       11.37575
            4.3      1191.4958      8.9196687      1014.5839      8.4291867      1417.0619      12.938122
            4.4      1043.7604      8.3770189        885.842      7.1001332      1246.9134      10.090899
            4.5      925.89253      7.9252146      785.19158      6.7077388       1107.295      9.5634309
            4.6      800.37472      7.3454895      678.81973      6.2309123      957.05642      8.8342168
            4.7      702.35369      6.9710273      595.38435      5.8903475      840.37693      8.4202834
            4.8      604.60099      6.9186593      511.81878      5.8047932      724.76679      8.4157389
            4.9      505.93492      6.0907927      429.09256      5.1380795      605.07073      7.3844149
              5      505.93492      6.0907927      429.09256      5.1380795      605.07073      7.3844149
