#         y_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
           -1.6      6000.3568      19.863165      5019.7034      16.624424      7300.9799      24.347031
           -1.5      6091.5077      19.974568      5094.1415      16.728858      7414.9501      24.494121
           -1.4      6136.5973      20.824676      5130.1118      17.331269      7472.8111      25.738443
           -1.3      6169.3159      20.120781      5157.3938      16.886755      7512.4556      24.862856
           -1.2      6207.1482      20.170659      5186.2059      16.869135      7563.6128       24.78189
           -1.1      6255.1289      20.964577      5223.2988      17.442074      7627.4091       25.90503
             -1      6299.0625      20.478194      5259.6076       17.08636      7681.3213       25.20227
           -0.9      6322.5298      20.402392      5277.0763      17.133279      7713.8719      25.301581
           -0.8      6352.1994      20.439672      5303.0178      17.210064      7747.6945      25.472527
           -0.7      6363.1177      20.390921       5308.643      17.028106      7767.4423       25.06567
           -0.6      6417.7863      20.675914      5354.7579      17.291815        7833.06        25.5771
           -0.5      6409.0058      20.655068      5345.7843      17.222277      7825.4126      25.430296
           -0.4      6365.2404      20.428741      5309.5305      17.065977      7771.4447      25.129741
           -0.3      6381.0282      20.458596      5323.1707      17.080591      7789.9431      25.170913
           -0.2      6413.4987      20.532743      5348.9166      17.135594      7831.8965      25.265143
           -0.1      6404.6316      20.584857       5341.347      17.179103      7821.4478      25.351827
              0      6424.2421      20.722787      5360.3201      17.312614      7840.6658      25.537432
            0.1      6382.6614       20.54971      5325.4074      17.327926      7789.9161      25.785575
            0.2      6409.8129      20.613336       5348.837      17.205658      7821.7395      25.429183
            0.3      6378.2181      20.511938      5319.5954      17.120937      7788.7963      25.259912
            0.4        6396.85       20.57374      5337.2768      17.183156      7807.5533       25.31091
            0.5      6376.5274      20.436924      5320.1775      17.069282       7783.159       25.11395
            0.6       6355.563      20.561371        5304.43       17.18032      7754.3961      25.261427
            0.7      6358.0155      20.493772      5306.3274      17.108815      7757.6345      25.205719
            0.8      6322.4284      20.401748      5276.4504      17.043914      7714.6413      25.085532
            0.9      6277.8087      20.313393      5241.5413      16.989975      7656.0186      25.007986
              1      6248.4808      20.258148      5216.6686      16.935236      7620.9821      24.915217
            1.1      6202.7306        20.1868      5181.9382      16.880461      7559.2243      24.828258
            1.2      6216.6549      20.267254      5191.9111      16.934169      7579.2409      24.887867
            1.3       6145.713      20.138726      5136.0453      16.848517      7486.9145      24.738347
            1.4      6091.2949      19.936749      5094.3229       16.69402      7413.8497      24.437554
            1.5      6011.6432      19.838249      5027.8564      16.609986      7317.1047      24.296346
            1.6       5978.425      19.800077      5002.6773      16.581437      7272.3724      24.261124
            1.7      5888.7428      19.607535      4934.6078      16.462698      7150.7233      24.003659
            1.8      5767.7796      19.442056       4832.674      16.301311      7004.9877      23.751886
            1.9      5690.1741      19.313395      4772.1622      16.215966      6902.7798      23.605794
              2      5582.2243      19.112914       4685.692      16.059443        6764.76      23.348301
            2.1      5493.1718      18.937394      4615.4762      15.938202      6648.9433      23.103266
            2.2      5277.7874        18.6129      4435.7826      15.655171      6386.0821      22.648122
            2.3      5196.3594      18.417343      4373.2442      15.522989      6276.9008      22.403096
            2.4       5007.229      18.088693      4218.1953      15.254516      6041.0796      21.967521
            2.5      4843.2393      17.812086      4082.4156      15.029759      5838.9053      21.601773
            2.6      4671.7245       17.47457      3943.5913      14.764177      5621.8301       21.14275
            2.7      4427.8494      17.016232       3740.907      14.390129      5322.4314      20.589735
            2.8      4234.6683      16.650028      3579.9351      14.081317       5086.231      20.108808
            2.9      3964.8549      16.102589      3355.2695      13.634504      4755.7794       19.43415
              3      3662.5416      15.537355      3101.0118      13.151667       4390.155      18.750836
            3.1      3394.1473      14.907869      2877.9819      12.654156      4060.5652      17.948241
            3.2      3072.5492      14.189449      2607.4263      12.047745       3671.868      17.043941
            3.3      2769.8388      13.476501      2350.5915      11.443057      3309.8454      16.183752
            3.4      2427.6085      12.628788      2065.7575      11.373532      2890.2701      16.822063
            3.5      2114.4115      11.784763      1794.6088      10.005062      2525.9778      14.147328
            3.6      1786.7771      10.832224      1518.4443      9.2094552      2130.9093      12.976262
            3.7      1444.2222      9.7390212      1226.1969       8.272688      1724.3928      11.667269
            3.8      1172.2369      8.7810258       995.4169      7.4585989      1399.2936      10.525359
            3.9        888.651       7.646492      754.23814      6.4902788      1061.4029       9.170766
              4      640.37062      6.4913693      543.36919      5.5090899      765.08526      7.7781892
            4.1      440.35243      5.3869517      373.28628      4.5659189      526.76979      6.4765547
            4.2      283.52522      4.3304422      240.07572      3.6637629      339.63627      5.2092332
            4.3      170.01187      3.3494542      144.03382      2.8384343      203.49732      4.0427747
            4.4      85.759703      2.3817892      72.461687      2.0104944      103.00677      2.8741579
            4.5      39.918343      1.6227434      33.642402       1.368459      48.090438      1.9640832
            4.6      16.703887      1.0480224      14.015683     0.88028328      20.252477      1.2730773
            4.7      5.7871733      0.6168811       4.795315     0.51175107      7.1312217     0.76192626
            4.8      2.3017167     0.38904167      1.8838617     0.31885677      2.8816366     0.48829658
            4.9      1.2495033     0.28664139      1.0260767     0.23551722      1.5551167     0.35715163
              5      1.2495033     0.28664139      1.0260767     0.23551722      1.5551167     0.35715163
