#         m_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
            630      3.6103502    0.049892921      2.8122989    0.038988056      4.7409307    0.065648329
            640      3.4960747    0.050333337      2.7208098    0.039473556      4.5947795    0.065984395
            650      3.3732273    0.049301474      2.6231439    0.038433295      4.4366631    0.064981148
            660      3.1640825    0.046895967      2.4594825    0.036600066      4.1641435    0.061791445
            670      3.0621776    0.045691979      2.3727113    0.035477016      4.0426835    0.060484889
            680      2.9026235    0.044392892      2.2484388    0.034497201      3.8329355    0.058801209
            690      2.7592478    0.043564299      2.1355591    0.033786977      3.6465872    0.057780261
            700       2.649019    0.042652544      2.0526139    0.033145242      3.4972489    0.056496402
            710      2.5350701    0.042833252      1.9591489    0.033360765      3.3555708    0.056505467
            720       2.355927    0.041165884      1.8238652    0.032100718      3.1128226    0.054253892
            730      2.3180955    0.040072337      1.7904025    0.031012682      3.0701181    0.053195689
            740      2.2527698    0.039658593      1.7364297    0.030802553      2.9897753    0.052456192
            750      2.1238709    0.037931184      1.6366872    0.029358263      2.8195774    0.050396121
            760      1.9704362    0.036802173      1.5187229    0.028450383      2.6151422    0.048902019
            770      1.9908212    0.036593435      1.5335171      0.0282807      2.6441504    0.048900182
            780      1.8159532    0.035308423      1.3985523    0.027322373      2.4123855    0.047031416
            790      1.7906475    0.034891401      1.3771521    0.026908492      2.3818137    0.046449535
            800      1.7301132    0.038034552      1.3318432    0.029379578      2.2993831    0.050568828
            810      1.6828652    0.035995481      1.2936958    0.028043731       2.239842     0.04746888
            820      1.5671764    0.032460959      1.2062167    0.025045798      2.0832662    0.043266306
            830      1.5364998    0.032884816      1.1788944    0.025245952      2.0488212    0.043977373
            840      1.4535427    0.033372622      1.1168023    0.025967179      1.9357915    0.044103457
            850      1.4138085    0.031683075      1.0847058    0.024382432      1.8851897    0.042264629
            860      1.3364046    0.030408032      1.0228383    0.023352463      1.7864977    0.040658196
            870      1.2658603    0.029407298     0.96989242    0.022604916      1.6905953    0.039366929
            880      1.2371449    0.029429836     0.94825817    0.022632429      1.6515375    0.039314605
            890      1.1812516    0.028838269     0.90585056    0.022172306      1.5764274     0.03855764
            900      1.1534137    0.029599958     0.88143223    0.022758583      1.5444436    0.039530136
            910      1.0677902    0.027267392     0.81555665    0.020770945      1.4308479    0.036754278
            920      1.0865462    0.027157131     0.83004972    0.020783435      1.4556106    0.036447225
            930     0.99227428    0.026033756      0.7583493    0.019973703      1.3286734     0.03486234
            940     0.92499407    0.026191623      0.7045165    0.020167889      1.2429309    0.034932409
            950     0.95553452    0.025961164     0.73063128    0.019928953      1.2790066    0.035186752
            960      0.9140806    0.024956788     0.69551267    0.019007141      1.2294642    0.033646528
            970     0.87422312    0.024672395     0.66566063    0.018847131      1.1751138    0.033178464
            980     0.82890605    0.023473277     0.63111995    0.017882461      1.1143122    0.031646546
            990     0.82190695    0.023733222     0.62645138    0.018133007      1.1036124    0.031897708
           1000     0.82190695    0.023733222     0.62645138    0.018133007      1.1036124    0.031897708
