#           y_b        central        num_err    min (scale)        num_err    max (scale)        num_err
            1.2      6374.5851      19.509506      5064.2468       14.94295      8921.7618      83.083025
            1.3      6252.6996      19.459233      4968.7391      14.893847      8763.1828      88.769794
            1.4      6120.4729      19.254143      4862.8452       14.81364       8549.253       81.60272
            1.5      6032.3334      19.132291      4787.5894      14.684167      8537.8019      88.311337
            1.6      5828.7539      18.806988      4624.6427      14.361883      8221.1994      83.679596
            1.7      5685.0732      18.753663      4517.1712      14.300247      8203.8269      86.702511
            1.8      5529.9571      18.692889      4396.2325      14.214326      7804.8871      84.802944
            1.9      5371.5312      18.264267      4262.4155      13.922873      7668.0065       87.86937
              2      5195.9734      18.173947      4118.5569      13.903873      7476.2103      82.996616
            2.1      5008.8762      17.653203      3974.1909      13.436263      7138.0694       78.82228
            2.2      4879.7698      17.565374      3866.1243      13.314202      7038.7849      77.574119
            2.3      4659.9923      17.305849      3693.2829       13.20626      6756.5843      86.688037
            2.4      4451.3368      16.823494      3527.3307      12.756109      6394.8165      81.732236
            2.5      4259.5045      16.628372      3372.0966      12.492421      6258.1034      82.693887
            2.6      4047.2842      16.094019      3203.2371      12.169535      5886.3481      77.614666
            2.7      3877.2675      15.940342      3067.7828      12.025339      5713.9411      80.830478
            2.8      3676.6055      15.575443      2906.3002       11.69337      5443.1217      78.358974
            2.9      3478.3113       15.18697       2750.337      11.431648      5148.8237       70.73296
              3      3286.7353      14.693937       2594.894      11.032389       4759.082      74.450005
            3.1      3103.9032      14.456658      2447.3242      10.940424       4582.541      68.712159
            3.2      2886.2806      13.858594      2279.9354      10.410966      4281.8062      70.637683
            3.3      2688.7113      13.504688      2119.9435      10.133637      4069.1418      71.082014
            3.4      2516.0188      13.141783      1981.1652      9.8375627       3870.195      68.564528
            3.5      2294.7964      12.614634      1807.0669      9.3879907      3438.6423      68.749974
            3.6      2111.9739      12.011998      1662.9397      8.9127349      3096.5094      65.421072
            3.7      1947.8264      12.117393      1530.3818      8.9715049      2880.3174        59.5188
            3.8      1765.2154      11.041497      1388.8156      8.2008378      2715.1886      58.434826
            3.9      1595.1519      10.467122      1250.9264      7.7711733      2485.6371      59.609348
              4      1460.8596      10.088648      1146.0496      7.5677619      2220.1442      55.281195
            4.1      1300.6013      9.5252469      1018.5552      7.0492207      2022.0143      55.726772
            4.2      1160.8089      8.9439522      907.63429        6.60606      1778.2838      45.753002
            4.3      1042.2222      8.5823081      817.24824      6.6390415      1661.9272      47.180038
            4.4      891.36058      7.9049941      697.35249      5.8078943      1447.1773      43.787988
            4.5      785.40913      7.3905295      613.67489      5.4530011      1284.3712        40.3144
            4.6      689.96397      6.9395821      537.50839       5.087097      1206.3493      40.968631
            4.7      592.86183      6.3685779      461.35744      4.6815118      931.27946      37.286344
            4.8      499.24572      5.8922299      389.69106      4.3316424      733.49229      39.288904
            4.9      434.59854      5.5526086      337.46333      4.1580256      683.77728      31.072485
              5      434.59854      5.5526086      337.46333      4.1580256      683.77728      31.072485
