#           y_Z        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.4      5885.2127      18.749746      4682.5649      14.411097      8323.3774      89.867468
           -0.3      5883.6184      18.720985      4672.0848      14.321582      8368.1052      83.877119
           -0.2      5902.2816      18.762107      4688.4426       14.51432      8429.3542      84.156962
           -0.1      5902.3736      18.989664      4691.5114       14.53069      8403.8331      84.948445
              0      5907.2481      18.793763      4694.7134      14.387335      8404.2901       90.74055
            0.1      5874.9424      18.713731      4666.7054      14.369043      8393.9761      85.258511
            0.2      5899.9776      18.879955      4687.3733      14.378783      8449.1613      87.994586
            0.3      5915.6181      19.088852      4702.2106      14.474036      8399.7985      87.077377
            0.4       5890.273      18.794872      4678.8466       14.33942      8318.6459      92.166904
            0.5      5920.4756      18.922683      4702.8334      14.844754       8350.255       82.06969
            0.6      5914.3376      18.778021      4700.4903      14.416088      8353.8468      88.755557
            0.7      5913.1998      18.885239      4703.7903      14.540006      8400.9661      86.214338
            0.8      5921.3487      18.878909       4707.663      14.597568      8389.9244      89.208602
            0.9      5933.6304      19.048367      4720.1672       14.62414      8317.0037      87.515081
              1      5953.7887      19.073306      4731.0522      14.573805       8593.302      89.421364
            1.1      5945.9301      18.934671      4727.2016      14.549754      8451.7624      87.920672
            1.2      5926.7669      19.362049      4712.6094      14.758404      8323.9146      87.419004
            1.3      5969.0463      19.156346      4743.2037      14.510968      8462.2789      85.706161
            1.4      5962.7738      18.945855      4734.6972      14.473814      8540.7739      87.363599
            1.5      5934.7869      19.037581       4714.033      14.604057      8461.1325      86.619245
            1.6      5940.8805      19.143079      4724.5389      14.629086      8412.8029      88.742136
            1.7      5954.6699      19.494334        4729.56      14.772793      8623.0264      90.681475
            1.8      5940.0941      19.165169      4711.3743      14.621042      8530.9326      88.879949
            1.9      5904.8959      19.106224      4691.6787      14.687805      8431.5513      89.557968
              2      5883.0298      19.048496      4666.5868      14.491266      8530.5645      84.604282
            2.1      5821.3296       19.21725      4630.2497      15.525198      8253.9439      87.792248
            2.2      5754.8494       18.97982      4567.9901      14.446999      8294.8054      83.233924
            2.3      5692.4328      18.871344      4519.9139      14.523295      8068.0432      86.362106
            2.4      5586.9192      18.746101      4430.9256      14.228901      7995.8334      87.803854
            2.5      5507.1626      18.626391      4368.9557      14.313647      7835.4482      85.537477
            2.6      5372.6392      18.398504      4256.1438      13.948588      7682.3871      84.978439
            2.7      5212.7957      18.128587      4127.5381      13.720591      7482.2403      84.350568
            2.8      5066.7457      17.845841      4009.8408      13.541648       7157.385      83.085745
            2.9      4864.5399      17.579877      3850.7938       13.34688      6979.5275      84.946574
              3      4649.3113      17.904506      3672.9843      13.536397      6791.2643      81.993787
            3.1      4354.6011      16.731599      3433.6826      12.595351      6352.2776      81.497449
            3.2      4068.5731      16.228317      3211.8649      12.264565       6002.937      75.517038
            3.3      3749.7903      15.792856      2958.4635      11.946332      5419.3752      73.557267
            3.4      3405.3862      15.081084      2687.6104      11.542394      5029.0744      76.038372
            3.5      3044.9427      14.415763      2395.8416      10.856251      4513.3514      72.581111
            3.6      2675.1022      13.355429      2101.7699      10.019262      3888.1914      68.761815
            3.7      2274.7537      12.438963      1786.1491      9.3278799      3426.1415      64.005656
            3.8      1893.9369      11.326962      1483.9425       8.449611      2815.9528      57.445028
            3.9      1537.8253      10.210348      1204.2261       7.634298      2305.5194      51.984553
              4      1203.2763      9.1952908      940.51505      6.9090599      1847.7096      46.869638
            4.1      911.18165      7.9170137      711.05763      5.9042506      1418.1296      38.527905
            4.2      635.19955      6.7154543      496.11664      4.9869849      932.48204      34.328832
            4.3      435.34474      5.5540148      338.99838      4.1017765       674.1737      31.795121
            4.4      263.47602      4.3872035      204.80733      3.2566276      410.14314      20.557796
            4.5      154.24416      3.2569973      119.63935      2.4044212      243.29049      13.015428
            4.6      80.358274      2.4742101      62.399236       1.899072      123.94429      12.232943
            4.7      38.563432      1.6534342      29.507888      1.1993307       73.37849       6.479794
            4.8      17.058934      1.1914504      12.922085     0.83812808      36.356909      8.2884491
            4.9      6.6918869     0.66784447      5.0766773     0.48316377      11.860968       2.378183
              5      6.6918869     0.66784447      5.0766773     0.48316377      11.860968       2.378183
